Cheval_clean;Poids_groupe;Cheval;Valeur_poids;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
ABEARAFFAIR;580;A BEAR AFFAIR;580;1;0;0;6.0;0.0;0.0
ABEARAFFAIR;600;A BEAR AFFAIR;600;1;1;1;1.0;100.0;100.0
ABEAUREGARD;564;A BEAUREGARD;564;1;0;0;7.0;0.0;0.0
ABEAUREGARD;570;A BEAUREGARD;570;1;0;0;6.0;0.0;0.0
ABEAUREGARD;580;A BEAUREGARD;580;1;0;0;16.0;0.0;0.0
ABEAUREGARD;590;A BEAUREGARD;590;2;0;0;8.0;0.0;0.0
ABELARDF;544;ABELARD F;544;1;0;0;15.0;0.0;0.0
ABELARDF;564;ABELARD F;564;1;1;1;1.0;100.0;100.0
ABELARDF;580;ABELARD F;580;1;0;0;5.0;0.0;0.0
ABELARDF;600;ABELARD F;600;2;0;0;6.0;0.0;0.0
ABELINOC;550;ABELINO C;550;1;0;0;7.0;0.0;0.0
ABIAT;544;ABIAT;544;1;1;1;1.0;100.0;100.0
ABIAT;550;ABIAT;550;1;0;0;7.0;0.0;0.0
ABIAT;560;ABIAT;560;1;0;0;9.0;0.0;0.0
ABIAT;564;ABIAT;564;1;0;0;15.0;0.0;0.0
ABIAT;570;ABIAT;570;1;0;1;2.0;0.0;100.0
ABIAT;574;ABIAT;574;1;0;0;7.0;0.0;0.0
ABIEL;530;ABIEL;530;1;0;0;8.0;0.0;0.0
ABIEL;570;ABIEL;570;2;0;0;6.5;0.0;0.0
ABIENTOT;550;ABIENTOT;550;1;0;1;3.0;0.0;100.0
ABIGAIL;554;ABIGAIL;554;1;0;1;3.0;0.0;100.0
ABIGAILADAMS;520;ABIGAIL ADAMS;520;1;0;0;6.0;0.0;0.0
ABIGAILADAMS;560;ABIGAIL ADAMS;560;1;0;0;6.0;0.0;0.0
ABLEQUEEN;554;ABLE QUEEN;554;1;0;0;6.0;0.0;0.0
ABLETAI;600;ABLETAI;600;1;0;0;6.0;0.0;0.0
ABLON;564;ABLON;564;1;1;1;1.0;100.0;100.0
ABLON;620;ABLON;620;1;0;1;2.0;0.0;100.0
ABOMBADA;530;ABOMBADA;530;2;0;0;3.5;0.0;0.0
ABOURBONFORTOBY;544;A BOURBON FOR TOBY;544;1;0;1;2.0;0.0;100.0
ABOYNAMEDSUSIE;564;A BOY NAMED SUSIE;564;1;0;1;2.0;0.0;100.0
ABOYNAMEDSUSIE;580;A BOY NAMED SUSIE;580;1;0;0;4.0;0.0;0.0
ABRAHAMLINCOLN;584;ABRAHAM LINCOLN;584;1;0;1;2.0;0.0;100.0
ABRAKADABRA;580;ABRAKADABRA;580;1;0;0;13.0;0.0;0.0
ABRAMSCREEK;590;ABRAMS CREEK;590;1;0;0;4.0;0.0;0.0
ABRAMSCREEK;620;ABRAMS CREEK;620;1;0;0;4.0;0.0;0.0
ABRASSO;530;ABRASSO;530;1;0;0;6.0;0.0;0.0
ABRASSO;534;ABRASSO;534;2;0;0;2.5;0.0;0.0
ABRASSO;540;ABRASSO;540;4;1;2;5.5;25.0;50.0
ABRASSO;554;ABRASSO;554;1;0;0;9.0;0.0;0.0
ABRASSO;564;ABRASSO;564;2;0;2;2.5;0.0;100.0
ABRAZOOLVIDADO;550;ABRAZO OLVIDADO;550;1;0;0;10.0;0.0;0.0
ABRAZOS;570;ABRAZOS;570;1;0;0;5.0;0.0;0.0
ABRAZOSETERNOS;530;ABRAZOS ETERNOS;530;1;0;0;6.0;0.0;0.0
ABRAZOSETERNOS;570;ABRAZOS ETERNOS;570;1;0;0;7.0;0.0;0.0
ABRILENOFEVER;550;ABRILENO FEVER;550;4;0;4;2.5;0.0;100.0
ABRINDAR;560;A BRINDAR;560;1;0;1;3.0;0.0;100.0
ABRONZAL;560;ABRONZAL;560;2;0;0;5.0;0.0;0.0
ABRONZAL;580;ABRONZAL;580;1;0;1;2.0;0.0;100.0
ABRONZAL;590;ABRONZAL;590;2;0;1;5.5;0.0;50.0
ABSACAR;584;AB SACAR;584;1;0;0;12.0;0.0;0.0
ABSACKER;580;ABSACKER;580;1;0;1;3.0;0.0;100.0
ABSHREK;574;ABSHREK;574;2;0;0;7.0;0.0;0.0
ABSOLUTE;550;ABSOLUTE;550;2;0;0;5.5;0.0;0.0
ABSOLUTE;594;ABSOLUTE;594;1;0;0;7.0;0.0;0.0
ABSOLUTE;600;ABSOLUTE;600;1;0;0;15.0;0.0;0.0
ABSOLUTEASSIGNMENT;544;ABSOLUTEASSIGNMENT;544;1;0;0;17.0;0.0;0.0
ABSOLUTEAWAKENED;564;ABSOLUTE AWAKENED;564;1;0;0;7.0;0.0;0.0
ABSOLUTEAWAKENED;574;ABSOLUTE AWAKENED;574;1;0;0;6.0;0.0;0.0
ABSOLUTEAWAKENED;580;ABSOLUTE AWAKENED;580;1;0;0;5.0;0.0;0.0
ABSOLUTEAWAKENED;584;ABSOLUTE AWAKENED;584;1;0;0;7.0;0.0;0.0
ABSOLUTEAWAKENED;590;ABSOLUTE AWAKENED;590;1;0;0;10.0;0.0;0.0
ABSOLUTEHEART;604;ABSOLUTE HEART;604;1;1;1;1.0;100.0;100.0
ABSOLUTEHONOR;554;ABSOLUTE HONOR;554;1;1;1;1.0;100.0;100.0
ABSOLUTEHONOR;570;ABSOLUTE HONOR;570;1;0;0;7.0;0.0;0.0
ABSOLUTEHONOUR;580;ABSOLUTE HONOUR;580;1;0;1;3.0;0.0;100.0
ABSOLUTEHONOUR;590;ABSOLUTE HONOUR;590;1;0;0;4.0;0.0;0.0
ABSOLUTO;560;ABSOLUTO;560;1;0;0;12.0;0.0;0.0
ABSOLUTO;580;ABSOLUTO;580;2;0;0;9.0;0.0;0.0
ABUELAMARUCA;580;ABUELA MARUCA;580;2;0;0;6.0;0.0;0.0
ABUELAMARUCA;600;ABUELA MARUCA;600;1;0;0;4.0;0.0;0.0
ABUELANATA;570;ABUELA NATA;570;1;1;1;1.0;100.0;100.0
ABUENPUERTO;570;A BUEN PUERTO;570;2;0;1;1.0;0.0;50.0
ABUROYAL;590;ABU ROYAL;590;1;0;0;5.0;0.0;0.0
ABUSADA;530;ABUSADA;530;1;0;0;0.0;0.0;0.0
ABYWAY;544;ABYWAY;544;1;0;0;0.0;0.0;0.0
ACACUS;550;ACACUS;550;1;0;0;12.0;0.0;0.0
ACACUS;580;ACACUS;580;1;0;0;13.0;0.0;0.0
ACADEMIA;554;ACADEMIA;554;1;0;0;6.0;0.0;0.0
ACADEMUS;600;ACADEMUS;600;1;0;0;7.0;0.0;0.0
ACAFAST;574;ACA FAST;574;1;0;0;12.0;0.0;0.0
ACAPULCO;560;ACAPULCO;560;2;0;0;8.0;0.0;0.0
ACAPULCOBAY;594;ACAPULCO BAY;594;1;0;0;11.0;0.0;0.0
