Cheval_clean;Poids_groupe;Cheval;Valeur_poids;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
LADELESTRIBO;550;LA DEL ESTRIBO;550;2;1;2;1.5;50.0;100.0
LADELONETTE;560;LADELONETTE;560;1;0;0;9.0;0.0;0.0
LADETEXAS;570;LA DE TEXAS;570;1;0;0;7.0;0.0;0.0
LADIBUJANTE;530;LA DIBUJANTE;530;1;0;0;8.0;0.0;0.0
LADIBUJANTE;570;LA DIBUJANTE;570;1;0;0;5.0;0.0;0.0
LADINAMITA;570;LA DINAMITA;570;1;0;0;4.0;0.0;0.0
LADIVA;520;LADIVA;520;1;0;0;16.0;0.0;0.0
LADIVA;534;LADIVA;534;1;0;0;9.0;0.0;0.0
LADIVA;540;LADIVA;540;1;0;1;2.0;0.0;100.0
LADIVA;544;LADIVA;544;1;0;0;9.0;0.0;0.0
LADIVA;550;LADIVA;550;1;0;1;2.0;0.0;100.0
LADIVA;560;LADIVA;560;1;0;0;4.0;0.0;0.0
LADIVA;574;LADIVA;574;1;0;1;3.0;0.0;100.0
LADIVA;580;LADIVA;580;1;0;0;13.0;0.0;0.0
LADIVA;590;LADIVA;590;1;0;0;6.0;0.0;0.0
LADIVAD'ALBEN;574;LA DIVA D'ALBEN;574;2;0;0;12.0;0.0;0.0
LADJA;550;LADJA;550;1;0;0;7.0;0.0;0.0
LADOLOISE;564;LA DOLOISE;564;1;0;0;16.0;0.0;0.0
LADOLOISE;570;LA DOLOISE;570;1;0;0;14.0;0.0;0.0
LADOLOISE;594;LA DOLOISE;594;1;0;0;10.0;0.0;0.0
LADOPINHUE;580;LA DOPINHUE;580;1;0;0;0.0;0.0;0.0
LADORE;544;LA DO RE;544;1;0;0;5.0;0.0;0.0
LADORE;574;LA DO RE;574;2;0;2;2.5;0.0;100.0
LADORE;580;LA DO RE;580;1;0;0;7.0;0.0;0.0
LADORE;590;LA DO RE;590;2;0;0;4.5;0.0;0.0
LADORE;604;LA DO RE;604;1;0;0;13.0;0.0;0.0
LADORMILONA;540;LA DORMILONA;540;1;0;0;0.0;0.0;0.0
LADORMILONA;560;LA DORMILONA;560;1;0;0;6.0;0.0;0.0
LADY'ARMOR;544;LADY'ARMOR;544;2;0;0;8.5;0.0;0.0
LADY'ARMOR;560;LADY'ARMOR;560;1;0;0;14.0;0.0;0.0
LADY'ARMOR;574;LADY'ARMOR;574;1;0;0;6.0;0.0;0.0
LADY'SCHOICE;544;LADY'S CHOICE;544;2;0;0;8.5;0.0;0.0
LADY'SCHOICE;574;LADY'S CHOICE;574;1;0;0;9.0;0.0;0.0
LADY'SCHOICE;604;LADY'S CHOICE;604;1;0;0;5.0;0.0;0.0
LADY'SLOVE;550;LADY'S LOVE;550;1;0;0;10.0;0.0;0.0
LADY'SLOVE;560;LADY'S LOVE;560;1;0;0;5.0;0.0;0.0
LADY'SLOVE;600;LADY'S LOVE;600;1;0;0;9.0;0.0;0.0
LADY'SLOVE;604;LADY'S LOVE;604;1;0;0;0.0;0.0;0.0
LADYACE;524;LADY ACE;524;1;0;0;11.0;0.0;0.0
LADYACE;564;LADY ACE;564;1;0;1;2.0;0.0;100.0
LADYACE;590;LADY ACE;590;1;0;0;13.0;0.0;0.0
LADYAGATA;550;LADY AGATA;550;1;0;0;6.0;0.0;0.0
LADYAGATA;574;LADY AGATA;574;1;0;1;2.0;0.0;100.0
LADYAGATA;580;LADY AGATA;580;1;0;0;4.0;0.0;0.0
LADYAGATA;590;LADY AGATA;590;1;0;1;2.0;0.0;100.0
LADYAGATA;594;LADY AGATA;594;2;0;1;6.5;0.0;50.0
LADYANGELINA;570;LADY ANGELINA;570;2;0;0;0.0;0.0;0.0
LADYARANTZA;540;LADY ARANTZA;540;2;0;0;9.0;0.0;0.0
LADYARANTZA;570;LADY ARANTZA;570;1;0;1;3.0;0.0;100.0
LADYARAVACA;580;LADY ARAVACA;580;1;0;1;2.0;0.0;100.0
LADYASHLEY;550;LADY ASHLEY;550;2;1;1;3.0;50.0;50.0
LADYAZAR;530;LADY AZAR;530;1;0;0;5.0;0.0;0.0
LADYAZUL;554;LADY AZUL;554;1;0;1;3.0;0.0;100.0
LADYBIRDAA;534;LADY BIRD AA;534;1;0;0;9.0;0.0;0.0
LADYBIRDAA;544;LADY BIRD AA;544;1;0;0;8.0;0.0;0.0
LADYBIRDAA;554;LADY BIRD AA;554;2;0;0;4.0;0.0;0.0
LADYBLAKE;540;LADY BLAKE;540;1;0;0;0.0;0.0;0.0
LADYBLITEY;560;LADY BLITEY;560;1;0;1;2.0;0.0;100.0
LADYBUG;514;LADYBUG;514;1;0;0;10.0;0.0;0.0
LADYBUG;530;LADYBUG;530;1;0;0;14.0;0.0;0.0
LADYBUG;560;LADYBUG;560;1;0;0;15.0;0.0;0.0
LADYBUG;564;LADYBUG;564;1;0;0;11.0;0.0;0.0
LADYBYRON;544;LADY BYRON;544;1;0;0;6.0;0.0;0.0
LADYBYRON;564;LADY BYRON;564;1;0;0;7.0;0.0;0.0
LADYCADRAN;544;LADY CADRAN;544;1;0;0;8.0;0.0;0.0
LADYCAROLINELAMB;580;LADY CAROLINE LAMB;580;1;1;1;1.0;100.0;100.0
LADYCHACHA;544;LADY CHA CHA;544;1;0;0;9.0;0.0;0.0
LADYCHACHA;550;LADY CHA CHA;550;1;0;0;5.0;0.0;0.0
LADYCHACHA;554;LADY CHA CHA;554;1;0;0;7.0;0.0;0.0
LADYCHANCE;550;LADY CHANCE;550;1;0;0;7.0;0.0;0.0
LADYCHANCE;554;LADY CHANCE;554;2;0;1;3.0;0.0;50.0
LADYCHNAK;564;LADY CHNAK;564;1;1;1;1.0;100.0;100.0
LADYCHNAK;590;LADY CHNAK;590;1;0;0;7.0;0.0;0.0
LADYCOCODY;630;LADY COCODY;630;1;0;1;2.0;0.0;100.0
LADYCOOL;544;LADY COOL;544;1;0;0;8.0;0.0;0.0
LADYCOOL;560;LADY COOL;560;1;0;0;5.0;0.0;0.0
LADYCOOL;570;LADY COOL;570;1;0;0;15.0;0.0;0.0
LADYCOOL;644;LADY COOL;644;1;0;0;8.0;0.0;0.0
LADYCOSY;544;LADY COSY;544;1;0;0;7.0;0.0;0.0
LADYCOSY;564;LADY COSY;564;2;0;0;8.5;0.0;0.0
LADYD'AUTHIE;640;LADY D'AUTHIE;640;1;0;0;4.0;0.0;0.0
LADYDANAE;544;LADY DANAE;544;2;0;0;8.5;0.0;0.0
LADYDANAE;550;LADY DANAE;550;1;0;0;11.0;0.0;0.0
LADYDARKA;570;LADY DARKA;570;1;0;0;0.0;0.0;0.0
LADYDARKA;574;LADY DARKA;574;1;0;0;8.0;0.0;0.0
LADYDARKA;580;LADY DARKA;580;1;0;0;0.0;0.0;0.0
LADYDARKA;584;LADY DARKA;584;1;0;0;9.0;0.0;0.0
LADYDARKA;594;LADY DARKA;594;1;1;1;1.0;100.0;100.0
LADYDARKA;600;LADY DARKA;600;2;0;0;8.5;0.0;0.0
LADYDELILA;564;LADY DELILA;564;1;0;0;9.0;0.0;0.0
LADYDELILA;610;LADY DELILA;610;1;0;1;3.0;0.0;100.0
LADYDELILAH;570;LADY DELILAH;570;1;0;0;7.0;0.0;0.0
LADYDILACOLMINE;564;LADY DI LA COLMINE;564;1;0;0;6.0;0.0;0.0
LADYDUSAPHIR;520;LADY DU SAPHIR;520;1;0;0;6.0;0.0;0.0
LADYDUSAPHIR;544;LADY DU SAPHIR;544;3;0;0;3.0;0.0;0.0
LADYDUSAPHIR;550;LADY DU SAPHIR;550;1;0;0;5.0;0.0;0.0
LADYDUSAPHIR;580;LADY DU SAPHIR;580;2;0;0;6.5;0.0;0.0
LADYDUSAPHIR;584;LADY DU SAPHIR;584;1;0;0;5.0;0.0;0.0
LADYDUSAPHIR;594;LADY DU SAPHIR;594;1;0;0;7.0;0.0;0.0
LADYDUSAPHIR;600;LADY DU SAPHIR;600;1;0;1;2.0;0.0;100.0
LADYEMPER;560;LADY EMPER;560;1;0;0;5.0;0.0;0.0
LADYEMPER;570;LADY EMPER;570;1;0;0;8.0;0.0;0.0
LADYEMPER;580;LADY EMPER;580;1;0;0;4.0;0.0;0.0
LADYFALCONCEN;554;LADY FALCON CEN;554;1;0;0;4.0;0.0;0.0
LADYFALCONCEN;580;LADY FALCON CEN;580;1;0;1;3.0;0.0;100.0
LADYFIREFOOT;550;LADY FIREFOOT;550;1;0;0;6.0;0.0;0.0
LADYFRANCAROSA;560;LADY FRANCA ROSA;560;1;0;0;5.0;0.0;0.0
LADYFRANCAROSA;564;LADY FRANCA ROSA;564;2;0;1;4.5;0.0;50.0
LADYFRANCAROSA;580;LADY FRANCA ROSA;580;3;1;1;6.0;33.3;33.3
LADYGA;680;LADY GA;680;1;0;0;6.0;0.0;0.0
LADYGARFIELD;570;LADY GARFIELD;570;3;0;0;8.666666666666666;0.0;0.0
LADYGARFIELD;580;LADY GARFIELD;580;1;0;0;12.0;0.0;0.0
LADYGATSBY;554;LADY GATSBY;554;1;0;0;5.0;0.0;0.0
LADYGATSBY;560;LADY GATSBY;560;1;0;1;2.0;0.0;100.0
LADYGATSBY;564;LADY GATSBY;564;1;0;1;3.0;0.0;100.0
LADYGATSBY;584;LADY GATSBY;584;1;0;0;4.0;0.0;0.0
LADYGATSBY;600;LADY GATSBY;600;1;0;0;7.0;0.0;0.0
LADYGREY;564;LADY GREY;564;1;0;0;7.0;0.0;0.0
LADYILZE;554;LADY ILZE;554;1;0;0;4.0;0.0;0.0
LADYINBLACK;540;LADY IN BLACK;540;1;1;1;1.0;100.0;100.0
LADYINBLACK;560;LADY IN BLACK;560;1;0;1;3.0;0.0;100.0
LADYINRED;534;LADY IN RED;534;1;0;0;7.0;0.0;0.0
LADYINRED;544;LADY IN RED;544;2;0;0;5.5;0.0;0.0
LADYINRED;564;LADY IN RED;564;1;0;0;0.0;0.0;0.0
LADYKAMEKO;594;LADY KAMEKO;594;1;0;0;8.0;0.0;0.0
LADYKATHRYN;550;LADY KATHRYN;550;1;0;0;6.0;0.0;0.0
LADYKAYA;530;LADY KAYA;530;1;0;0;9.0;0.0;0.0
LADYKIKI;580;LADY KIKI;580;1;0;0;0.0;0.0;0.0
LADYKINGLY;550;LADY KINGLY;550;1;1;1;1.0;100.0;100.0
LADYKOSTAS;600;LADY KOSTAS;600;1;0;0;7.0;0.0;0.0
LADYLAURA;570;LADY LAURA;570;1;1;1;1.0;100.0;100.0
LADYLAURA;590;LADY LAURA;590;1;1;1;1.0;100.0;100.0
LADYLOT;570;LADY LOT;570;1;0;0;9.0;0.0;0.0
LADYLOVEBUG;560;LADY LOVEBUG;560;1;0;0;4.0;0.0;0.0
LADYLUCK;570;LADY LUCK;570;3;0;1;8.0;0.0;33.3
LADYLUCK;584;LADY LUCK;584;1;0;1;2.0;0.0;100.0
LADYLUCK;590;LADY LUCK;590;1;1;1;1.0;100.0;100.0
LADYLUCK;600;LADY LUCK;600;1;0;1;3.0;0.0;100.0
LADYLULLABY;520;LADY LULLABY;520;1;0;0;4.0;0.0;0.0
LADYLULLABY;544;LADY LULLABY;544;1;0;0;5.0;0.0;0.0
LADYLUMBER;510;LADY LUMBER;510;1;0;0;7.0;0.0;0.0
LADYLUMBER;540;LADY LUMBER;540;3;1;1;5.666666666666667;33.3;33.3
LADYLUMBER;560;LADY LUMBER;560;1;0;0;7.0;0.0;0.0
LADYLUMBER;570;LADY LUMBER;570;1;1;1;1.0;100.0;100.0
LADYLUMBER;580;LADY LUMBER;580;3;0;3;2.6666666666666665;0.0;100.0
LADYLUMBERJACK;550;LADY LUMBERJACK;550;1;0;0;11.0;0.0;0.0
LADYMACALLAN;550;LADY MACALLAN;550;1;0;0;5.0;0.0;0.0
LADYMADEIRA;560;LADY MADEIRA;560;1;0;0;6.0;0.0;0.0
LADYMADEIRA;570;LADY MADEIRA;570;1;0;0;10.0;0.0;0.0
LADYMADEIRA;574;LADY MADEIRA;574;2;0;0;4.0;0.0;0.0
LADYMADEIRA;580;LADY MADEIRA;580;2;0;0;9.5;0.0;0.0
LADYMADEIRA;584;LADY MADEIRA;584;1;0;0;8.0;0.0;0.0
LADYMADEIRA;594;LADY MADEIRA;594;2;0;0;7.5;0.0;0.0
LADYMADELEINE;564;LADY MADELEINE;564;1;0;1;3.0;0.0;100.0
LADYMADELEINE;574;LADY MADELEINE;574;1;0;1;2.0;0.0;100.0
LADYMADELEINE;580;LADY MADELEINE;580;1;0;1;2.0;0.0;100.0
LADYMADELEINE;590;LADY MADELEINE;590;1;0;1;2.0;0.0;100.0
LADYMADELEINE;600;LADY MADELEINE;600;1;0;1;2.0;0.0;100.0
LADYMANA;560;LADY MANA;560;3;0;1;4.0;0.0;33.3
LADYMANA;564;LADY MANA;564;1;0;0;9.0;0.0;0.0
LADYMANA;570;LADY MANA;570;1;0;0;11.0;0.0;0.0
LADYMANA;574;LADY MANA;574;1;0;0;6.0;0.0;0.0
LADYMANA;580;LADY MANA;580;1;0;0;9.0;0.0;0.0
LADYMANA;600;LADY MANA;600;2;0;0;6.0;0.0;0.0
LADYMANZOR;610;LADY MANZOR;610;1;0;0;4.0;0.0;0.0
LADYMARA;554;LADY MARA;554;1;0;0;4.0;0.0;0.0
LADYMARA;570;LADY MARA;570;1;1;1;1.0;100.0;100.0
LADYMARIAN;550;LADY MARIAN;550;2;0;1;4.5;0.0;50.0
LADYMARIKO;500;LADY MARIKO;500;1;0;0;18.0;0.0;0.0
LADYMATILDA;640;LADY MATILDA;640;1;1;1;1.0;100.0;100.0
LADYMEGHAN;570;LADY MEGHAN;570;1;0;1;2.0;0.0;100.0
LADYMERA;590;LADY MERA;590;1;0;0;13.0;0.0;0.0
LADYMILLER;610;LADY MILLER;610;1;0;1;2.0;0.0;100.0
LADYMIMINA;570;LADY MIMINA;570;1;0;0;7.0;0.0;0.0
LADYMIRANDA;580;LADY MIRANDA;580;1;0;0;7.0;0.0;0.0
LADYMOON;584;LADY MOON;584;1;0;0;11.0;0.0;0.0
LADYNERUD;500;LADY NERUD;500;1;0;0;9.0;0.0;0.0
LADYOCEAN;550;LADY OCEAN;550;2;0;0;5.0;0.0;0.0
LADYOFNABEUL;564;LADY OF NABEUL;564;1;0;0;14.0;0.0;0.0
LADYOFTHECROSS;544;LADY OF THE CROSS;544;1;0;0;7.0;0.0;0.0
LADYOFTHECROSS;584;LADY OF THE CROSS;584;1;0;0;12.0;0.0;0.0
LADYOFTHECROSS;590;LADY OF THE CROSS;590;2;0;0;11.0;0.0;0.0
LADYOSPREY;550;LADY OSPREY;550;1;0;0;4.0;0.0;0.0
LADYOSPREY;560;LADY OSPREY;560;1;0;1;2.0;0.0;100.0
LADYOSPREY;564;LADY OSPREY;564;1;0;0;5.0;0.0;0.0
LADYOSPREY;574;LADY OSPREY;574;2;0;1;4.0;0.0;50.0
LADYPALMA;634;LADY PALMA;634;2;0;1;4.5;0.0;50.0
LADYPINK;530;LADY PINK;530;1;0;0;0.0;0.0;0.0
LADYPINK;570;LADY PINK;570;1;0;0;11.0;0.0;0.0
LADYPINK;574;LADY PINK;574;1;0;0;5.0;0.0;0.0
LADYPINK;580;LADY PINK;580;1;0;0;6.0;0.0;0.0
LADYPINK;664;LADY PINK;664;1;0;1;3.0;0.0;100.0
LADYPRETEND;554;LADY PRETEND;554;1;0;0;14.0;0.0;0.0
LADYPRETEND;614;LADY PRETEND;614;1;0;0;4.0;0.0;0.0
LADYQUESTION;544;LADY QUESTION;544;1;0;0;7.0;0.0;0.0
LADYQUESTION;550;LADY QUESTION;550;1;1;1;1.0;100.0;100.0
LADYQUESTION;554;LADY QUESTION;554;1;0;0;10.0;0.0;0.0
LADYRIVERLILY;554;LADY RIVER LILY;554;2;1;2;2.0;50.0;100.0
LADYRIVERLILY;570;LADY RIVER LILY;570;1;0;0;0.0;0.0;0.0
LADYROCKULA;544;LADY ROCKULA;544;1;0;0;4.0;0.0;0.0
LADYROCKULA;554;LADY ROCKULA;554;2;0;0;7.5;0.0;0.0
LADYROISIA;580;LADY ROISIA;580;1;0;0;0.0;0.0;0.0
LADYROSALIND;594;LADY ROSALIND;594;1;0;0;7.0;0.0;0.0
LADYROSE;550;LADY ROSE;550;1;1;1;1.0;100.0;100.0
LADYROYAL;560;LADY ROYAL;560;1;1;1;1.0;100.0;100.0
LADYROYAL;570;LADY ROYAL;570;1;0;0;8.0;0.0;0.0
LADYSHAMROCK;560;LADY SHAMROCK;560;1;0;0;11.0;0.0;0.0
LADYSHAMROCK;580;LADY SHAMROCK;580;3;0;0;9.0;0.0;0.0
LADYSHOW;524;LADYSHOW;524;1;0;0;10.0;0.0;0.0
LADYSHOW;570;LADYSHOW;570;1;0;0;10.0;0.0;0.0
LADYSHOW;590;LADYSHOW;590;1;0;0;8.0;0.0;0.0
LADYSOFIA;544;LADY SOFIA;544;2;0;1;3.5;0.0;50.0
LADYSOFIA;550;LADY SOFIA;550;1;0;1;2.0;0.0;100.0
LADYSOFIA;580;LADY SOFIA;580;1;0;0;4.0;0.0;0.0
LADYSOFIA;590;LADY SOFIA;590;1;0;1;2.0;0.0;100.0
LADYSOFIA;600;LADY SOFIA;600;2;0;1;5.5;0.0;50.0
LADYSTARLIGHT;544;LADY STARLIGHT;544;1;0;0;5.0;0.0;0.0
LADYSTARLIGHT;564;LADY STARLIGHT;564;1;0;0;7.0;0.0;0.0
LADYSUMMER;544;LADY SUMMER;544;1;0;1;3.0;0.0;100.0
LADYTANIA;550;LADY TANIA;550;2;0;0;7.5;0.0;0.0
LADYTEDSMORE;554;LADY TEDSMORE;554;4;0;1;8.25;0.0;25.0
LADYTEDSMORE;570;LADY TEDSMORE;570;1;0;0;7.0;0.0;0.0
LADYTERLINGUA;550;LADY TERLINGUA;550;1;0;0;10.0;0.0;0.0
LADYVINTAGE;514;LADY VINTAGE;514;1;0;0;5.0;0.0;0.0
LADYVINTAGE;550;LADY VINTAGE;550;1;0;0;8.0;0.0;0.0
LADYVITESSE;544;LADY VITESSE;544;1;0;0;7.0;0.0;0.0
LADYVITESSE;580;LADY VITESSE;580;1;0;0;14.0;0.0;0.0
LADYVITESSE;590;LADY VITESSE;590;1;0;0;12.0;0.0;0.0
LADYVITESSE;594;LADY VITESSE;594;2;0;0;9.5;0.0;0.0
LADYVITESSE;600;LADY VITESSE;600;1;0;0;5.0;0.0;0.0
LADYWANDA;544;LADY WANDA;544;1;0;0;7.0;0.0;0.0
LADYWANDA;574;LADY WANDA;574;1;0;0;9.0;0.0;0.0
LADYWANDA;594;LADY WANDA;594;1;0;0;0.0;0.0;0.0
LADYWANDA;600;LADY WANDA;600;1;0;0;6.0;0.0;0.0
LADYWINGALONG;604;LADY WINGALONG;604;1;0;0;5.0;0.0;0.0
LADYWISDOM;570;LADY WISDOM;570;1;1;1;1.0;100.0;100.0
LADYZARQA;554;LADY ZARQA;554;1;0;0;5.0;0.0;0.0
LADYZAZA;574;LADY ZAZA;574;1;0;0;9.0;0.0;0.0
LAENTUSIASMADA;560;LA ENTUSIASMADA;560;1;0;0;7.0;0.0;0.0
LAESCUDERA;540;LA ESCUDERA;540;1;0;0;15.0;0.0;0.0
LAESCUDERA;550;LA ESCUDERA;550;1;0;0;8.0;0.0;0.0
LAESCUDERA;560;LA ESCUDERA;560;3;0;0;11.0;0.0;0.0
LAESCUDERA;570;LA ESCUDERA;570;1;0;0;12.0;0.0;0.0
LAETIBEY;580;LAETIBEY;580;1;0;1;2.0;0.0;100.0
LAETITIA;554;LAETITIA;554;1;0;1;3.0;0.0;100.0
LAETITIA;574;LAETITIA;574;1;1;1;1.0;100.0;100.0
LAEUROCOPA;570;LA EUROCOPA;570;2;0;0;7.5;0.0;0.0
LAEXCELLENCE;600;LA EXCELLENCE;600;1;0;0;5.0;0.0;0.0
LAFAJITA;550;LA FAJITA;550;1;0;0;6.0;0.0;0.0
LAFAMA;510;LA FAMA;510;1;0;1;3.0;0.0;100.0
LAFAMA;544;LA FAMA;544;2;0;0;6.0;0.0;0.0
LAFAMA;564;LA FAMA;564;1;0;0;5.0;0.0;0.0
LAFERRETCAPIENNE;544;LA FERRETCAPIENNE;544;2;0;0;6.0;0.0;0.0
LAFERRETCAPIENNE;554;LA FERRETCAPIENNE;554;2;0;0;11.0;0.0;0.0
LAFERRETCAPIENNE;564;LA FERRETCAPIENNE;564;1;0;0;7.0;0.0;0.0
LAFERRETCAPIENNE;570;LA FERRETCAPIENNE;570;1;0;0;12.0;0.0;0.0
LAFERRETCAPIENNE;574;LA FERRETCAPIENNE;574;1;0;0;4.0;0.0;0.0
LAFERRETCAPIENNE;580;LA FERRETCAPIENNE;580;1;0;0;12.0;0.0;0.0
LAFERRETCAPIENNE;584;LA FERRETCAPIENNE;584;2;0;0;7.0;0.0;0.0
LAFERRETCAPIENNE;590;LA FERRETCAPIENNE;590;1;0;0;12.0;0.0;0.0
LAFERRETCAPIENNE;594;LA FERRETCAPIENNE;594;1;0;0;14.0;0.0;0.0
LAFIERA;500;LA FIERA;500;1;0;0;6.0;0.0;0.0
LAFIERA;570;LA FIERA;570;1;0;0;10.0;0.0;0.0
LAFIGURILLA;550;LA FIGURILLA;550;1;0;1;2.0;0.0;100.0
LAFLANDRINE;554;LA FLANDRINE;554;1;0;0;11.0;0.0;0.0
LAFLANDRINE;564;LA FLANDRINE;564;1;0;0;13.0;0.0;0.0
LAFLANDRINE;570;LA FLANDRINE;570;1;0;0;9.0;0.0;0.0
LAFLANDRINE;574;LA FLANDRINE;574;1;0;0;7.0;0.0;0.0
LAFLEURDEPIERRE;570;LA FLEUR DE PIERRE;570;1;0;0;7.0;0.0;0.0
LAFLEURDEPIERRE;584;LA FLEUR DE PIERRE;584;1;0;1;2.0;0.0;100.0
LAFLEURDEPIERRE;594;LA FLEUR DE PIERRE;594;1;0;0;15.0;0.0;0.0
LAFOGATA;560;LA FOGATA;560;1;0;0;4.0;0.0;0.0
LAFOLKLORICA;520;LA FOLKLORICA;520;1;0;0;0.0;0.0;0.0
LAFORMULSANSOUCI;554;LAFORMUL SANSOUCI;554;1;0;0;0.0;0.0;0.0
LAFORMULSANSOUCI;574;LAFORMUL SANSOUCI;574;1;0;0;16.0;0.0;0.0
LAFORZA;584;LA FORZA;584;1;0;0;12.0;0.0;0.0
LAFORZA;590;LA FORZA;590;1;0;0;9.0;0.0;0.0
LAFRENCHIE;510;LA FRENCHIE;510;1;0;0;12.0;0.0;0.0
LAFRENCHIE;544;LA FRENCHIE;544;1;0;0;10.0;0.0;0.0
LAFRENCHIE;584;LA FRENCHIE;584;1;0;0;9.0;0.0;0.0
LAGALOPAZ;564;LA GALOPAZ;564;1;0;0;5.0;0.0;0.0
LAGARONETTE;560;LA GARONETTE;560;1;0;0;0.0;0.0;0.0
LAGAYOLITA;530;LA GAYOLITA;530;1;0;0;7.0;0.0;0.0
LAGAYOLITA;540;LA GAYOLITA;540;2;0;1;3.5;0.0;50.0
LAGENETTE;564;LA GENETTE;564;1;0;0;12.0;0.0;0.0
LAGENETTE;574;LA GENETTE;574;1;0;0;4.0;0.0;0.0
LAGER;560;LAGER;560;1;0;0;10.0;0.0;0.0
LAGERTHAV;560;LAGERTHA V;560;1;0;0;11.0;0.0;0.0
LAGINA;560;LA GINA;560;1;0;0;5.0;0.0;0.0
LAGOASANTA;554;LAGOA SANTA;554;3;0;0;5.0;0.0;0.0
LAGOASANTA;560;LAGOA SANTA;560;1;0;0;14.0;0.0;0.0
LAGOASANTA;570;LAGOA SANTA;570;1;0;0;8.0;0.0;0.0
LAGODELSOL;570;LAGO DEL SOL;570;1;0;0;11.0;0.0;0.0
LAGOENELCIELO;530;LAGO EN EL CIELO;530;1;0;0;4.0;0.0;0.0
LAGOONECHOPE;510;LAGOONE CHOPE;510;1;0;0;8.0;0.0;0.0
LAGOONECHOPE;550;LAGOONE CHOPE;550;1;0;0;9.0;0.0;0.0
LAGOONECHOPE;570;LAGOONE CHOPE;570;1;0;1;3.0;0.0;100.0
LAGOONECHOPE;580;LAGOONE CHOPE;580;1;0;0;12.0;0.0;0.0
LAGOONECHOPE;584;LAGOONE CHOPE;584;1;0;0;13.0;0.0;0.0
LAGOONECHOPE;594;LAGOONE CHOPE;594;1;0;0;4.0;0.0;0.0
LAGOONECHOPE;600;LAGOONE CHOPE;600;1;0;0;5.0;0.0;0.0
LAGOTADULCE;570;LA GOTA DULCE;570;1;0;0;7.0;0.0;0.0
LAGRANDEJOA;530;LA GRANDE JOA;530;2;0;0;9.0;0.0;0.0
LAGRANDEJOA;580;LA GRANDE JOA;580;1;0;0;10.0;0.0;0.0
LAGRANDEMALICE;480;LA GRANDE MALICE;480;3;0;2;4.0;0.0;66.7
LAGRANDEMALICE;484;LA GRANDE MALICE;484;1;0;1;2.0;0.0;100.0
LAGRANFURTIVA;630;LA GRAN FURTIVA;630;1;0;0;0.0;0.0;0.0
LAGRIMEROPASS;560;LAGRIMERO PASS;560;3;2;3;1.6666666666666667;66.7;100.0
LAGUERCHE;544;LA GUERCHE;544;1;0;0;11.0;0.0;0.0
LAGUERCHE;594;LA GUERCHE;594;2;0;1;3.0;0.0;50.0
LAGUERCHE;610;LA GUERCHE;610;3;0;2;4.0;0.0;66.7
LAGUERNICA;534;LA GUERNICA;534;1;0;0;7.0;0.0;0.0
LAGUNA;554;LAGUNA;554;1;0;1;3.0;0.0;100.0
LAGUNABOY;530;LAGUNA BOY;530;1;0;0;0.0;0.0;0.0
LAGUNABOY;550;LAGUNA BOY;550;1;0;0;0.0;0.0;0.0
LAGUNACANDY;550;LAGUNA CANDY;550;1;0;0;6.0;0.0;0.0
LAGUNAPICASA;560;LAGUNA PICASA;560;1;0;1;3.0;0.0;100.0
LAGYNOS;544;LAGYNOS;544;1;1;1;1.0;100.0;100.0
LAGYNOS;560;LAGYNOS;560;1;1;1;1.0;100.0;100.0
LAHABANA;540;LA HABANA;540;1;0;1;2.0;0.0;100.0
LAHABANA;570;LA HABANA;570;1;0;1;2.0;0.0;100.0
LAHAINALUNA;564;LAHAINALUNA;564;1;0;0;0.0;0.0;0.0
LAHANKINGMAN;590;LAHAN KINGMAN;590;1;0;0;4.0;0.0;0.0
LAHAUTEISLE;540;LA HAUTE ISLE;540;2;0;0;3.0;0.0;0.0
LAHAUTEISLE;544;LA HAUTE ISLE;544;2;0;0;8.5;0.0;0.0
LAHAUTEISLE;594;LA HAUTE ISLE;594;1;0;0;6.0;0.0;0.0
LAHAUTEISLE;600;LA HAUTE ISLE;600;2;0;1;7.0;0.0;50.0
LAHEEBATLAS;550;LAHEEB ATLAS;550;1;0;0;8.0;0.0;0.0
LAHFATY;564;LAHFATY;564;1;0;0;5.0;0.0;0.0
LAHFATY;600;LAHFATY;600;1;0;1;2.0;0.0;100.0
LAHFATY;614;LAHFATY;614;1;1;1;1.0;100.0;100.0
LAHIGUERA;580;LA HIGUERA;580;1;0;0;8.0;0.0;0.0
LAHOMI;504;LAHOMI;504;1;0;0;13.0;0.0;0.0
LAHOMI;530;LAHOMI;530;1;0;0;6.0;0.0;0.0
LAHOMI;574;LAHOMI;574;1;0;0;0.0;0.0;0.0
LAHOMI;640;LAHOMI;640;1;0;0;11.0;0.0;0.0
LAHORE;580;LAHORE;580;1;1;1;1.0;100.0;100.0
LAHRESH;594;LAHRESH;594;1;0;0;5.0;0.0;0.0
LAHRESH;620;LAHRESH;620;1;0;0;11.0;0.0;0.0
LAIGINA;534;LAIGINA;534;1;0;1;2.0;0.0;100.0
LAIMPUTADA;570;LA IMPUTADA;570;2;1;1;4.0;50.0;50.0
LAINALCANZABLE;550;LA INALCANZABLE;550;5;0;2;3.8;0.0;40.0
LAINCOMPRENDIDA;570;LA INCOMPRENDIDA;570;1;0;1;2.0;0.0;100.0
