Cheval_clean;Surface;Cheval;Valeur_surface;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
TOUSLEDCROWN;GAZON;TOUSLED CROWN;GAZON;1;0;0;7.0;0.0;0.0
TOUSSAROK;GAZON;TOUSSAROK;GAZON;1;0;0;7.0;0.0;0.0
TOUTELUSIVE;GAZON;TOUTELUSIVE;GAZON;4;1;1;6.5;25.0;25.0
TOUTSAUFPETITE;GAZON;TOUT SAUF PETITE;GAZON;1;0;0;12.0;0.0;0.0
TOUTSCHUSS;GAZON;TOUT SCHUSS;GAZON;6;0;0;10.166666666666666;0.0;0.0
TOUZBAY;GAZON;TOUZ BAY;GAZON;1;0;0;9.0;0.0;0.0
TOUZDREAM;GAZON;TOUZ DREAM;GAZON;2;0;0;9.5;0.0;0.0
TOUZTHECROWN;GAZON;TOUZ THE CROWN;GAZON;1;0;0;8.0;0.0;0.0
TOVABIEN;GAZON;TOVABIEN;GAZON;8;0;0;6.875;0.0;0.0
TOWERLANDS;GAZON;TOWERLANDS;GAZON;1;0;0;4.0;0.0;0.0
TOWEROFTRIPOLI;GAZON;TOWER OF TRIPOLI;GAZON;1;0;0;8.0;0.0;0.0
TOWNOFTREBBI;GAZON;TOWN OF TREBBI;GAZON;3;0;2;4.666666666666667;0.0;66.7
TOYOTOMI;GAZON;TOYOTOMI;GAZON;2;0;0;2.5;0.0;0.0
TRABALAINS;GAZON;TRABALAINS;GAZON;3;0;0;5.333333333333333;0.0;0.0
TRABOLTA;GAZON;TRABOLTA;GAZON;1;0;0;0.0;0.0;0.0
TRABUCO;GAZON;TRABUCO;GAZON;3;0;0;7.333333333333333;0.0;0.0
TRACANFIELD;GAZON;TRACANFIELD;GAZON;6;0;0;11.833333333333334;0.0;0.0
TRACKRECORD;GAZON;TRACK RECORD;GAZON;1;0;0;5.0;0.0;0.0
TRACKSTER;GAZON;TRACKSTER;GAZON;1;0;0;6.0;0.0;0.0
TRADEMARKED;GAZON;TRADE MARKED;GAZON;1;0;0;10.0;0.0;0.0
TRADEWINDS;GAZON;TRADEWINDS;GAZON;1;0;1;3.0;0.0;100.0
TRADIZIONERIM;GAZON;TRADIZIONE RIM;GAZON;1;0;1;2.0;0.0;100.0
TRAIGOPAZ;GAZON;TRAIGO PAZ;GAZON;3;0;1;2.0;0.0;33.3
TRAILBLAZE;GAZON;TRAIL BLAZE;GAZON;1;0;0;0.0;0.0;0.0
TRAISFLUORS;GAZON;TRAIS FLUORS;GAZON;2;0;0;8.0;0.0;0.0
TRAJANUS;GAZON;TRAJANUS;GAZON;2;0;0;7.0;0.0;0.0
TRAMADOL;GAZON;TRAMADOL;GAZON;1;0;0;0.0;0.0;0.0
TRANQUILANINA;GAZON;TRANQUILA NINA;GAZON;1;0;0;8.0;0.0;0.0
TRANQUILASENORA;GAZON;TRANQUILA SENORA;GAZON;1;0;0;5.0;0.0;0.0
TRANQUILORONALDO;GAZON;TRANQUILO RONALDO;GAZON;1;0;0;10.0;0.0;0.0
TRANSACTIONALGUY;GAZON;TRANSACTIONAL GUY;GAZON;1;0;0;6.0;0.0;0.0
TRANSCENDINGGLORY;GAZON;TRANSCENDING GLORY;GAZON;1;0;0;6.0;0.0;0.0
TRANSLUCIDO;GAZON;TRANSLUCIDO;GAZON;1;0;0;7.0;0.0;0.0
TRAOULANDFOREVER;GAZON;TRAOULAND FOR EVER;GAZON;2;0;0;11.0;0.0;0.0
TRAPITOCARRANZA;GAZON;TRAPITO CARRANZA;GAZON;2;0;0;10.0;0.0;0.0
TRAPPED;GAZON;TRAPPED;GAZON;1;0;0;0.0;0.0;0.0
TRASCATRASCA;GAZON;TRASCATRASCA;GAZON;2;0;0;10.0;0.0;0.0
TRAVELAGENT;GAZON;TRAVEL AGENT;GAZON;1;0;1;2.0;0.0;100.0
TRAVELPASS;GAZON;TRAVEL PASS;GAZON;4;1;2;3.25;25.0;50.0
TRAWLERMAN;GAZON;TRAWLERMAN;GAZON;1;0;1;2.0;0.0;100.0
TREADLIGHTLY;GAZON;TREAD LIGHTLY;GAZON;1;0;0;4.0;0.0;0.0
TREANMOR;GAZON;TREANMOR;GAZON;2;0;1;3.5;0.0;50.0
TREASUREBACK;GAZON;TREASURE BACK;GAZON;2;0;0;4.0;0.0;0.0
TREASUREDQUEEN;GAZON;TREASURED QUEEN;GAZON;1;0;0;6.0;0.0;0.0
TREASUREISLANDS;GAZON;TREASURE ISLANDS;GAZON;1;1;1;1.0;100.0;100.0
TREASUREKEEPER;GAZON;TREASURE KEEPER;GAZON;7;1;4;4.714285714285714;14.3;57.1
TREASUREORB;GAZON;TREASURE ORB;GAZON;1;0;0;9.0;0.0;0.0
TREASURER;GAZON;TREASURER;GAZON;1;0;0;12.0;0.0;0.0
TREASURESTORM;GAZON;TREASURE STORM;GAZON;5;1;2;3.4;20.0;40.0
TREATMENICE;GAZON;TREAT ME NICE;GAZON;6;0;0;5.833333333333333;0.0;0.0
TREATWOOD;GAZON;TREATWOOD;GAZON;5;1;1;6.4;20.0;20.0
TREATYOBLIGATION;GAZON;TREATY OBLIGATION;GAZON;2;0;0;0.0;0.0;0.0
TREATYOURSELF;GAZON;TREAT YOURSELF;GAZON;1;0;0;11.0;0.0;0.0
TREBLEBASS;GAZON;TREBLE BASS;GAZON;1;0;0;6.0;0.0;0.0
TREBLETEE;GAZON;TREBLE TEE;GAZON;1;0;0;5.0;0.0;0.0
TREDCITY;GAZON;TREDCITY;GAZON;1;0;0;11.0;0.0;0.0
TREEC'SKAI;GAZON;TREE C'S KAI;GAZON;4;1;1;2.75;25.0;25.0
TREFOR;GAZON;TREFOR;GAZON;2;0;0;0.0;0.0;0.0
TREGETOUR;GAZON;TREGETOUR;GAZON;1;0;1;2.0;0.0;100.0
TREIZEACTIVE;GAZON;TREIZE ACTIVE;GAZON;3;0;0;7.666666666666667;0.0;0.0
TREIZIEMEMOIS;GAZON;TREIZIEME MOIS;GAZON;3;1;1;4.333333333333333;33.3;33.3
TREKHOME;GAZON;TREK HOME;GAZON;1;0;0;4.0;0.0;0.0
TRELAWNY;GAZON;TRELAWNY;GAZON;3;1;1;4.0;33.3;33.3
TREMBLANT;GAZON;TREMBLANT;GAZON;3;0;0;5.0;0.0;0.0
TREMENDOMACHO;GAZON;TREMENDO MACHO;GAZON;1;0;0;10.0;0.0;0.0
TREMENDORAYO;GAZON;TREMENDO RAYO;GAZON;4;0;1;5.75;0.0;25.0
TREMONIA;GAZON;TREMONIA;GAZON;4;0;1;5.25;0.0;25.0
TRENBALA;GAZON;TREN BALA;GAZON;3;0;0;4.333333333333333;0.0;0.0
TRENDELAQUINTA;GAZON;TREN DE LA QUINTA;GAZON;5;0;1;8.4;0.0;20.0
TRENDEVIDA;GAZON;TREN DE VIDA;GAZON;3;0;1;5.0;0.0;33.3
TRENDWINNING;GAZON;TREND WINNING;GAZON;1;0;0;7.0;0.0;0.0
TRENDYRUSH;GAZON;TRENDY RUSH;GAZON;4;0;1;7.0;0.0;25.0
TRENEXPRESO;GAZON;TREN EXPRESO;GAZON;2;0;0;12.5;0.0;0.0
TRENO;GAZON;TRENO;GAZON;2;0;0;12.0;0.0;0.0
TRENZAMORENA;GAZON;TRENZA MORENA;GAZON;1;0;0;4.0;0.0;0.0
TRESARROYOS;GAZON;TRES ARROYOS;GAZON;1;0;0;6.0;0.0;0.0
TRESCHIC;GAZON;TRES CHIC;GAZON;6;2;3;4.166666666666667;33.3;50.0
TRESINAPRIME;GAZON;TRESINA PRIME;GAZON;1;0;0;0.0;0.0;0.0
TRESORMAGNIFIQUE;GAZON;TRESOR MAGNIFIQUE;GAZON;3;1;1;4.666666666666667;33.3;33.3
TRESPASSING;GAZON;TRESPASSING;GAZON;1;0;0;11.0;0.0;0.0
TRESPRINCIPES;GAZON;TRES PRINCIPES;GAZON;4;2;2;3.75;50.0;50.0
TREVANION;GAZON;TREVANION;GAZON;3;0;2;1.6666666666666667;0.0;66.7
TREVI;GAZON;TREVI;GAZON;1;0;0;9.0;0.0;0.0
TREVORSENORA;GAZON;TREVOR SENORA;GAZON;6;3;5;2.1666666666666665;50.0;83.3
TRIACASTELA;GAZON;TRIACASTELA;GAZON;1;0;1;2.0;0.0;100.0
TRIATHELON;GAZON;TRIATHELON;GAZON;1;0;0;4.0;0.0;0.0
TRIBALCHIEF;GAZON;TRIBAL CHIEF;GAZON;2;0;1;4.5;0.0;50.0
TRIBALWISDOM;GAZON;TRIBAL WISDOM;GAZON;2;0;0;5.0;0.0;0.0
TRIBECA;GAZON;TRIBECA;GAZON;2;0;1;8.0;0.0;50.0
TRIBECCA;GAZON;TRIBECCA;GAZON;2;0;0;6.0;0.0;0.0
TRIBILIN;GAZON;TRIBILIN;GAZON;1;0;0;5.0;0.0;0.0
TRICKYBUSINESS;GAZON;TRICKY BUSINESS;GAZON;1;0;0;5.0;0.0;0.0
TRICKYTEL;GAZON;TRICKY TEL;GAZON;1;0;0;0.0;0.0;0.0
TRIGGERCUTE;GAZON;TRIGGER CUTE;GAZON;2;0;0;7.0;0.0;0.0
TRIGGERKITTEN;GAZON;TRIGGER KITTEN;GAZON;3;1;1;4.0;33.3;33.3
TRIGGERMAN;GAZON;TRIGGERMAN;GAZON;1;0;0;6.0;0.0;0.0
TRIGOMADURO;GAZON;TRIGO MADURO;GAZON;1;0;0;8.0;0.0;0.0
TRILL;GAZON;TRILL;GAZON;4;1;2;3.5;25.0;50.0
TRINCULO;GAZON;TRINCULO;GAZON;1;0;0;0.0;0.0;0.0
TRINILOPEZ;GAZON;TRINI LOPEZ;GAZON;1;0;0;8.0;0.0;0.0
TRINITYTREASURE;GAZON;TRINITY TREASURE;GAZON;1;0;0;11.0;0.0;0.0
TRINQUETTE;GAZON;TRINQUETTE;GAZON;4;2;2;3.0;50.0;50.0
TRIOMPHEDESBOIS;GAZON;TRIOMPHE DES BOIS;GAZON;6;0;1;5.333333333333333;0.0;16.7
TRIPLEA;GAZON;TRIPLE A;GAZON;5;0;1;5.2;0.0;20.0
TRIPLECHARGED;GAZON;TRIPLE CHARGED;GAZON;1;0;0;4.0;0.0;0.0
TRIPLECORONADO;GAZON;TRIPLECORONADO;GAZON;2;0;1;4.5;0.0;50.0
TRIPLEESPRESSO;GAZON;TRIPLE ESPRESSO;GAZON;1;0;0;14.0;0.0;0.0
TRIPLEFORTUNE;GAZON;TRIPLE FORTUNE;GAZON;1;0;0;12.0;0.0;0.0
TRIPLEJAY;GAZON;TRIPLE JAY;GAZON;1;0;0;0.0;0.0;0.0
TRIPLESEPT;GAZON;TRIPLE SEPT;GAZON;4;0;2;3.5;0.0;50.0
TRIPLETHREAT;GAZON;TRIPLE THREAT;GAZON;2;0;0;8.0;0.0;0.0
TRIPOLAR;GAZON;TRIPOLAR;GAZON;1;0;1;3.0;0.0;100.0
TRIPOLITAIN;GAZON;TRIPOLITAIN;GAZON;1;0;0;5.0;0.0;0.0
TRIPP'SPROMISE;GAZON;TRIPP'S PROMISE;GAZON;1;0;0;6.0;0.0;0.0
TRIPTAJIKA;GAZON;TRIPTAJIKA;GAZON;12;0;1;8.333333333333334;0.0;8.3
TRISTEZAAMOROSA;GAZON;TRISTEZA AMOROSA;GAZON;1;0;0;8.0;0.0;0.0
TRIUMPHANTMORE;GAZON;TRIUMPHANT MORE;GAZON;3;0;0;9.0;0.0;0.0
TRIUMPHANTROAD;GAZON;TRIUMPHANT ROAD;GAZON;2;1;1;0.5;50.0;50.0
TRIUMPHANTWARRIOR;GAZON;TRIUMPHANT WARRIOR;GAZON;2;0;0;5.5;0.0;0.0
TRIUMPHRETURN;GAZON;TRIUMPH RETURN;GAZON;2;0;0;9.0;0.0;0.0
TRIUQUINO;GAZON;TRIUQUINO;GAZON;5;0;1;3.8;0.0;20.0
TRIVENTO;GAZON;TRIVENTO;GAZON;1;0;0;5.0;0.0;0.0
TRIVIAL;GAZON;TRIVIAL;GAZON;1;0;0;0.0;0.0;0.0
TROFEO;GAZON;TROFEO;GAZON;2;0;0;9.0;0.0;0.0
TROIENNE;GAZON;TROIENNE;GAZON;2;1;1;5.0;50.0;50.0
TROIENNETOTAL;GAZON;TROIENNE TOTAL;GAZON;3;0;0;5.0;0.0;0.0
TROISPLUMES;GAZON;TROIS PLUMES;GAZON;8;1;3;4.5;12.5;37.5
TROJANSOLDIER;GAZON;TROJAN SOLDIER;GAZON;1;1;1;1.0;100.0;100.0
TROJANSTORM;GAZON;TROJAN STORM;GAZON;1;0;0;8.0;0.0;0.0
TROMBONCITO;GAZON;TROMBONCITO;GAZON;13;3;6;3.923076923076923;23.1;46.2
TRONIDO;GAZON;TRONIDO;GAZON;1;0;0;10.0;0.0;0.0
TROOPS;GAZON;TROOPS;GAZON;1;1;1;1.0;100.0;100.0
TROPA;GAZON;TROPA;GAZON;2;1;1;0.5;50.0;50.0
TROPHANE;GAZON;TROPHANE;GAZON;4;1;1;9.0;25.0;25.0
TROPICALSUN;GAZON;TROPICAL SUN;GAZON;1;0;1;2.0;0.0;100.0
TROTSKI;GAZON;TROTSKI;GAZON;1;0;0;5.0;0.0;0.0
TROTSKYREVOLUTION;GAZON;TROTSKY REVOLUTION;GAZON;4;0;0;6.5;0.0;0.0
TROUBLECALLING;GAZON;TROUBLE CALLING;GAZON;1;0;0;8.0;0.0;0.0
TROUBLESOMEGUEST;GAZON;TROUBLESOME GUEST;GAZON;3;0;0;8.666666666666666;0.0;0.0
TROVAJOHAN;GAZON;TROVA JOHAN;GAZON;1;0;0;0.0;0.0;0.0
TROYANA;GAZON;TROYANA;GAZON;3;0;0;7.333333333333333;0.0;0.0
TROYSTORY;GAZON;TROY STORY;GAZON;1;0;0;5.0;0.0;0.0
TRUCOEFLOR;GAZON;TRUCO E FLOR;GAZON;4;2;4;1.75;50.0;100.0
TRUEBLUE;GAZON;TRUE BLUE;GAZON;1;0;0;10.0;0.0;0.0
TRUEBROTHERS;GAZON;TRUE BROTHERS;GAZON;1;0;0;11.0;0.0;0.0
TRUECHANCE;GAZON;TRUE CHANCE;GAZON;1;0;0;6.0;0.0;0.0
TRUECOLORS;GAZON;TRUE COLORS;GAZON;1;0;0;5.0;0.0;0.0
TRUECOPY;GAZON;TRUE COPY;GAZON;3;0;2;3.3333333333333335;0.0;66.7
TRUEFORSALE;GAZON;TRUE FOR SALE;GAZON;2;0;0;5.5;0.0;0.0
TRUELAGOON;GAZON;TRUE LAGOON;GAZON;1;1;1;1.0;100.0;100.0
TRUELOVE;GAZON;TRUE LOVE;GAZON;4;1;4;2.0;25.0;100.0
TRUELOVER;GAZON;TRUE LOVER;GAZON;3;1;1;3.6666666666666665;33.3;33.3
TRUEMADIBA;GAZON;TRUE MADIBA;GAZON;3;1;1;5.666666666666667;33.3;33.3
TRUEPLAYER;GAZON;TRUE PLAYER;GAZON;1;0;1;3.0;0.0;100.0
TRUEPROMISE;GAZON;TRUE PROMISE;GAZON;2;0;1;3.5;0.0;50.0
TRUESAILORM;GAZON;TRUE SAILOR M;GAZON;3;0;0;8.666666666666666;0.0;0.0
TRUESONG;GAZON;TRUE SONG;GAZON;1;0;0;0.0;0.0;0.0
TRUESTORY;GAZON;TRUE STORY;GAZON;3;0;0;7.333333333333333;0.0;0.0
TRUETEDESCO;GAZON;TRUE TEDESCO;GAZON;6;0;0;9.833333333333334;0.0;0.0
TRUETEST;GAZON;TRUE TEST;GAZON;5;0;2;5.6;0.0;40.0
TRUEVALUE;GAZON;TRUE VALUE;GAZON;3;0;0;10.333333333333334;0.0;0.0
TRULYAPPROVED;GAZON;TRULY APPROVED;GAZON;5;0;2;2.8;0.0;40.0
TRULYSUPREME;GAZON;TRULY SUPREME;GAZON;1;0;0;12.0;0.0;0.0
TRUMAN'SCOMMANDER;GAZON;TRUMAN'S COMMANDER;GAZON;1;1;1;1.0;100.0;100.0
TRUMPETS;GAZON;TRUMPETS;GAZON;1;0;0;0.0;0.0;0.0
TRUMPETTA;GAZON;TRUMPETTA;GAZON;1;0;0;0.0;0.0;0.0
TRUMPH;GAZON;TRUMPH;GAZON;1;0;0;0.0;0.0;0.0
TRUSTACCOUNT;GAZON;TRUST ACCOUNT;GAZON;1;0;0;5.0;0.0;0.0
TRUSTFUND;GAZON;TRUST FUND;GAZON;2;0;0;7.5;0.0;0.0
TRUSTMORE;GAZON;TRUSTMORE;GAZON;1;0;0;4.0;0.0;0.0
TRUSTNOONE;GAZON;TRUST NO ONE;GAZON;2;0;1;1.5;0.0;50.0
TRUSTON;GAZON;TRUST ON;GAZON;4;0;0;3.75;0.0;0.0
TRUSTYOURINSTINCT;GAZON;TRUSTYOURINSTINCT;GAZON;2;1;2;1.5;50.0;100.0
TRUSTYSCOUT;GAZON;TRUSTY SCOUT;GAZON;2;0;0;7.0;0.0;0.0
TRUTHBETOLD;GAZON;TRUTH BE TOLD;GAZON;1;0;0;0.0;0.0;0.0
TRUTHEXPLAINED;GAZON;TRUTH EXPLAINED;GAZON;2;0;0;13.5;0.0;0.0
TRYMAN;GAZON;TRYMAN;GAZON;5;1;3;3.4;20.0;60.0
TRYS;GAZON;TRYS;GAZON;2;0;0;3.0;0.0;0.0
TSAR;GAZON;TSAR;GAZON;4;0;1;6.75;0.0;25.0
TSARNICOLAS;GAZON;TSAR NICOLAS;GAZON;1;0;0;5.0;0.0;0.0
TSAVERNA;GAZON;TSAVERNA;GAZON;8;1;2;4.5;12.5;25.0
TSEDAKA;GAZON;TSEDAKA;GAZON;2;1;1;2.5;50.0;50.0
TSHIEBWE;GAZON;TSHIEBWE;GAZON;2;0;0;6.0;0.0;0.0
TSUENWANGLORY;GAZON;TSUEN WAN GLORY;GAZON;1;0;0;9.0;0.0;0.0
TSUNAMIA;GAZON;TSUNAMIA;GAZON;2;0;0;4.5;0.0;0.0
TSWASEEMA;GAZON;TS WASEEMA;GAZON;2;0;2;3.0;0.0;100.0
TUATAPERE;GAZON;TUATAPERE;GAZON;1;0;0;11.0;0.0;0.0
TUBAPH;GAZON;TUBA PH;GAZON;3;0;0;7.666666666666667;0.0;0.0
TUBERSOME;GAZON;TUBER SOME;GAZON;2;0;0;8.5;0.0;0.0
TUCALA;GAZON;TU CALA;GAZON;3;0;2;3.0;0.0;66.7
TUCITUCI;GAZON;TUCI TUCI;GAZON;1;0;0;8.0;0.0;0.0
TUDOBEM;GAZON;TUDO BEM;GAZON;7;0;0;5.714285714285714;0.0;0.0
TUDOGOSTOSO;GAZON;TUDO GOSTOSO;GAZON;2;0;0;2.0;0.0;0.0
TUDORDINASTY;GAZON;TUDOR DINASTY;GAZON;1;0;0;9.0;0.0;0.0
TUDORPRINCE;GAZON;TUDOR PRINCE;GAZON;1;0;0;8.0;0.0;0.0
TUFAANEDUBAI;GAZON;TUFAAN E DUBAI;GAZON;2;0;0;0.0;0.0;0.0
TUFAODALAGOA;GAZON;TUFAO DA LAGOA;GAZON;4;1;3;4.25;25.0;75.0
TUFFLUCK;GAZON;TUFF LUCK;GAZON;1;0;1;2.0;0.0;100.0
TUFUERZA;GAZON;TU FUERZA;GAZON;1;0;0;9.0;0.0;0.0
TUGRACIAGITANA;GAZON;TU GRACIA GITANA;GAZON;4;0;2;5.25;0.0;50.0
TULIO;GAZON;TULIO;GAZON;2;0;0;0.0;0.0;0.0
TULLIS;GAZON;TULLIS;GAZON;3;0;0;9.0;0.0;0.0
TULPAR;GAZON;TULPAR;GAZON;5;1;1;5.2;20.0;20.0
TULSAKING;GAZON;TULSA KING;GAZON;3;1;1;5.333333333333333;33.3;33.3
TULULO;GAZON;TULULO;GAZON;1;0;1;3.0;0.0;100.0
TUMBARUMBA;GAZON;TUMBARUMBA;GAZON;3;0;2;3.6666666666666665;0.0;66.7
TUMBAYO;GAZON;TUMBAYO;GAZON;1;0;0;11.0;0.0;0.0
TUMBLER;GAZON;TUMBLER;GAZON;4;0;1;6.25;0.0;25.0
TUNDRA;GAZON;TUNDRA;GAZON;6;0;1;8.666666666666666;0.0;16.7
TUNETIMER;GAZON;TUNE TIMER;GAZON;1;0;0;4.0;0.0;0.0
TUNGA;GAZON;TUNGA;GAZON;1;0;0;0.0;0.0;0.0
TUNINGIN;GAZON;TUNING IN;GAZON;1;1;1;1.0;100.0;100.0
TUNQUELEN;GAZON;TUNQUELEN;GAZON;2;0;0;8.5;0.0;0.0
TUPAGOLD;GAZON;TUPA GOLD;GAZON;1;0;1;3.0;0.0;100.0
TUPIAPPROVED;GAZON;TUPI APPROVED;GAZON;4;0;3;3.5;0.0;75.0
TUPICARIOCA;GAZON;TUPI CARIOCA;GAZON;1;0;0;8.0;0.0;0.0
TUPINAMBA;GAZON;TUPI NAMBA;GAZON;1;0;0;0.0;0.0;0.0
TUPLEITO;GAZON;TU PLEITO;GAZON;3;0;0;6.0;0.0;0.0
TURBOAZTECA;GAZON;TURBO AZTECA;GAZON;1;0;1;2.0;0.0;100.0
TURBOCOMMAND;GAZON;TURBO COMMAND;GAZON;1;0;0;5.0;0.0;0.0
TURBOJEFFERIES;GAZON;TURBO JEFFERIES;GAZON;2;0;0;8.0;0.0;0.0
TURBOSHIP;GAZON;TURBO SHIP;GAZON;4;1;2;5.0;25.0;50.0
TURBULENTE;GAZON;TURBULENTE;GAZON;5;1;2;4.4;20.0;40.0
TURFPHOENIX;GAZON;TURF PHOENIX;GAZON;2;0;1;7.0;0.0;50.0
TURFQUEST;GAZON;TURF QUEST;GAZON;1;0;0;0.0;0.0;0.0
TURFRUNNER;GAZON;TURF RUNNER;GAZON;1;0;0;7.0;0.0;0.0
TURFSTAR;GAZON;TURFSTAR;GAZON;5;1;1;7.4;20.0;20.0
TURINCHAMPIONS;GAZON;TURIN CHAMPIONS;GAZON;3;0;0;7.333333333333333;0.0;0.0
TURINMASCOT;GAZON;TURIN MASCOT;GAZON;2;0;0;7.0;0.0;0.0
TURINO;GAZON;TURINO;GAZON;2;1;1;0.5;50.0;50.0
TURINWARRIOR;GAZON;TURIN WARRIOR;GAZON;6;0;1;7.333333333333333;0.0;16.7
TURKISHFLAME;GAZON;TURKISH FLAME;GAZON;2;0;0;2.0;0.0;0.0
TURKISHPISTACHIO;GAZON;TURKISH PISTACHIO;GAZON;2;1;1;4.0;50.0;50.0
TURNANDCOUNT;GAZON;TURN AND COUNT;GAZON;2;0;1;4.0;0.0;50.0
TURNUPTHETREES;GAZON;TURN UP THE TREES;GAZON;1;0;0;0.0;0.0;0.0
TURQUITAGLORY;GAZON;TURQUITA GLORY;GAZON;1;0;0;4.0;0.0;0.0
TURQUOISEVELOCITY;GAZON;TURQUOISE VELOCITY;GAZON;5;1;3;3.4;20.0;60.0
TURRET;GAZON;TURRET;GAZON;1;0;0;0.0;0.0;0.0
TURTON;GAZON;TURTON;GAZON;1;0;0;5.0;0.0;0.0
TURTYTREE;GAZON;TURTY TREE;GAZON;1;0;1;3.0;0.0;100.0
TUSCANHILLS;GAZON;TUSCAN HILLS;GAZON;1;0;0;12.0;0.0;0.0
TUSCANSKY;GAZON;TUSCAN SKY;GAZON;1;0;0;8.0;0.0;0.0
TUSKEGEEAIRMEN;GAZON;TUSKEGEE AIRMEN;GAZON;1;0;1;2.0;0.0;100.0
TUSKER;GAZON;TUSKER;GAZON;1;0;1;2.0;0.0;100.0
TUTHILLTOWN;GAZON;TUTHILLTOWN;GAZON;2;1;1;3.5;50.0;50.0
TUTMOSIS;GAZON;TUTMOSIS;GAZON;2;0;1;4.0;0.0;50.0
TUTTIBG;GAZON;TUTTI BG;GAZON;3;1;3;2.3333333333333335;33.3;100.0
TUTTOAPIACCERE;GAZON;TUTTO A PIACCERE;GAZON;7;1;1;4.571428571428571;14.3;14.3
TUWARI;GAZON;TUWARI;GAZON;1;0;0;9.0;0.0;0.0
TUYARAK;GAZON;TUYARAK;GAZON;4;0;1;5.75;0.0;25.0
TUZ;GAZON;TUZ;GAZON;2;0;0;4.5;0.0;0.0
TVCHANNEL;GAZON;T V CHANNEL;GAZON;1;0;0;0.0;0.0;0.0
TWARAB;GAZON;TWARAB;GAZON;3;0;1;7.666666666666667;0.0;33.3
TWEETY;GAZON;TWEETY;GAZON;1;0;0;8.0;0.0;0.0
TWENTYONERED;GAZON;TWENTY ONE RED;GAZON;1;0;1;3.0;0.0;100.0
TWENTYSEVENJET;GAZON;TWENTY SEVEN JET;GAZON;4;0;1;5.0;0.0;25.0
TWENTYSIXBLACK;GAZON;TWENTY SIX BLACK;GAZON;1;0;0;4.0;0.0;0.0
TWICEENTICED;GAZON;TWICE ENTICED;GAZON;1;0;0;6.0;0.0;0.0
TWILIGHTCALLS;GAZON;TWILIGHT CALLS;GAZON;5;1;1;6.4;20.0;20.0
TWILIGHTDELIGHT;GAZON;TWILIGHT DELIGHT;GAZON;1;0;0;0.0;0.0;0.0
TWILIGHTGLOW;GAZON;TWILIGHT GLOW;GAZON;1;0;0;4.0;0.0;0.0
TWILIGHTJET;GAZON;TWILIGHT JET;GAZON;1;0;0;6.0;0.0;0.0
TWILIGHTMADNESS;GAZON;TWILIGHT MADNESS;GAZON;2;0;1;6.0;0.0;50.0
TWILIGHTSAFARI;GAZON;TWILIGHT SAFARI;GAZON;1;0;1;3.0;0.0;100.0
TWILYLADY;GAZON;TWILY LADY;GAZON;1;0;0;4.0;0.0;0.0
TWINBOY;GAZON;TWIN BOY;GAZON;13;0;2;6.3076923076923075;0.0;15.4
TWINDOVER;GAZON;TWIN DOVER;GAZON;6;0;0;8.166666666666666;0.0;0.0
TWINDREAM;GAZON;TWIN DREAM;GAZON;6;1;1;7.0;16.7;16.7
TWINKLEE;GAZON;TWINKLEE;GAZON;1;0;0;6.0;0.0;0.0
TWIRLER;GAZON;TWIRLER;GAZON;2;1;1;6.0;50.0;50.0
TWIRLING;GAZON;TWIRLING;GAZON;4;0;0;8.75;0.0;0.0
TWIRLINGQUEEN;GAZON;TWIRLING QUEEN;GAZON;2;1;1;0.5;50.0;50.0
TWIRLY;GAZON;TWIRLY;GAZON;2;0;0;3.0;0.0;0.0
TWISTEDFILIGREE;GAZON;TWISTED FILIGREE;GAZON;1;0;0;0.0;0.0;0.0
TWISTER;GAZON;TWISTER;GAZON;1;0;1;3.0;0.0;100.0
TWISTINGRING;GAZON;TWISTING RING;GAZON;2;0;0;7.5;0.0;0.0
TWISTOFGOLD;GAZON;TWIST OF GOLD;GAZON;1;0;0;8.0;0.0;0.0
TWITCH;GAZON;TWITCH;GAZON;1;0;1;3.0;0.0;100.0
TWO'SACROWD;GAZON;TWO'S A CROWD;GAZON;1;0;0;0.0;0.0;0.0
TWOBEERSBYTEN;GAZON;TWO BEERS BY TEN;GAZON;3;1;2;3.0;33.3;66.7
TWOBITS;GAZON;TWO BITS;GAZON;1;0;0;5.0;0.0;0.0
TWOBYTWOBYTWO;GAZON;TWO BY TWO BY TWO;GAZON;1;0;0;4.0;0.0;0.0
TWOCLICKS;GAZON;TWO CLICKS;GAZON;2;0;1;1.5;0.0;50.0
TWOFLAGS;GAZON;TWO FLAGS;GAZON;1;0;0;8.0;0.0;0.0
TWONIJINSKYCEN;GAZON;TWO NIJINSKY CEN;GAZON;4;0;1;5.0;0.0;25.0
TWOTIMECHARLIE;GAZON;TWO TIME CHARLIE;GAZON;1;0;0;0.0;0.0;0.0
TWOTRIBES;GAZON;TWO TRIBES;GAZON;8;1;3;5.0;12.5;37.5
TWOTWOTWO;GAZON;TWO TWO TWO;GAZON;8;1;2;5.375;12.5;25.0
TXIRIMIRI;GAZON;TXIRIMIRI;GAZON;2;0;0;8.0;0.0;0.0
TYCOON;GAZON;TYCOON;GAZON;1;0;0;13.0;0.0;0.0
TYCOONRESOURCES;GAZON;TYCOON RESOURCES;GAZON;3;3;3;1.0;100.0;100.0
TYGERBAY;GAZON;TYGER BAY;GAZON;1;0;0;7.0;0.0;0.0
