Cheval_clean;Surface;Cheval;Valeur_surface;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
AKAMASOA;GAZON;AKAMASOA;GAZON;7;0;0;8.857142857142858;0.0;0.0
AKASHI;GAZON;AKASHI;GAZON;1;0;0;6.0;0.0;0.0
AKASHVANI;GAZON;AKASHVANI;GAZON;5;1;1;6.8;20.0;20.0
AKAYA;GAZON;AKAYA;GAZON;3;0;0;3.6666666666666665;0.0;0.0
AKERMANISGOLD;GAZON;AKERMANIS GOLD;GAZON;2;0;0;7.0;0.0;0.0
AKHOMEZZNA;GAZON;AKHO MEZZNA;GAZON;1;0;1;2.0;0.0;100.0
AKISI;GAZON;AKISI;GAZON;3;0;1;4.333333333333333;0.0;33.3
AKITOTSUKI;GAZON;AKITO TSUKI;GAZON;1;0;0;10.0;0.0;0.0
AKRAM;GAZON;AKRAM;GAZON;1;0;0;0.0;0.0;0.0
AKRONYM;GAZON;AKRONYM;GAZON;1;0;0;0.0;0.0;0.0
AKSAKOVA;GAZON;AKSAKOVA;GAZON;6;0;2;7.333333333333333;0.0;33.3
AKTIVIST;GAZON;AKTIVIST;GAZON;1;0;0;5.0;0.0;0.0
AKUA'DARO;GAZON;AKUA'DARO;GAZON;1;0;1;2.0;0.0;100.0
AKUAKU;GAZON;AKU AKU;GAZON;1;1;1;1.0;100.0;100.0
AKVAREL;GAZON;AKVAREL;GAZON;2;0;0;15.5;0.0;0.0
ALAALI;GAZON;AL AALI;GAZON;2;0;0;12.0;0.0;0.0
ALAAMRIYA;GAZON;AL AAMRIYA;GAZON;6;0;1;8.0;0.0;16.7
ALAASSIHADAOUI;GAZON;AL AASSI HADAOUI;GAZON;1;0;0;14.0;0.0;0.0
ALABAMAMOON;GAZON;ALABAMA MOON;GAZON;5;2;2;7.0;40.0;40.0
ALABAMASONG;GAZON;ALABAMA SONG;GAZON;5;1;1;8.4;20.0;20.0
ALABIRFAL;GAZON;ALABIR FAL;GAZON;1;0;0;0.0;0.0;0.0
ALABOCA;GAZON;A LA BOCA;GAZON;2;0;0;5.5;0.0;0.0
ALABRAE;GAZON;ALABRAE;GAZON;1;0;0;0.0;0.0;0.0
ALADIM;GAZON;AL ADIM;GAZON;1;0;1;3.0;0.0;100.0
ALADOFRANK;GAZON;ALADO FRANK;GAZON;2;0;0;5.0;0.0;0.0
ALADYFOREVER;GAZON;A LADY FOREVER;GAZON;1;0;0;5.0;0.0;0.0
ALAGUA;GAZON;AL AGUA;GAZON;3;0;1;6.0;0.0;33.3
ALAGUAITE;GAZON;AL AGUAITE;GAZON;1;0;0;15.0;0.0;0.0
ALAINDELON;GAZON;ALAIN DELON;GAZON;4;1;1;5.0;25.0;25.0
ALAKAN;GAZON;ALAKAN;GAZON;2;0;0;5.0;0.0;0.0
ALAKAZI;GAZON;ALAKAZI;GAZON;1;0;0;4.0;0.0;0.0
ALAKID;GAZON;AL AKID;GAZON;1;0;0;0.0;0.0;0.0
ALALAALI;GAZON;AL ALAALI;GAZON;7;0;1;8.428571428571429;0.0;14.3
ALALMARCHAL;GAZON;AL ALMARCHAL;GAZON;3;0;2;4.333333333333333;0.0;66.7
ALAM;GAZON;ALAM;GAZON;5;1;4;2.6;20.0;80.0
ALAMEA;GAZON;ALAMEA;GAZON;3;1;1;2.0;33.3;33.3
ALAMEEQ;GAZON;AL AMEEQ;GAZON;1;0;0;6.0;0.0;0.0
ALAMINAFAL;GAZON;AL AMINA FAL;GAZON;1;0;0;11.0;0.0;0.0
ALAMIR;GAZON;AL AMIR;GAZON;3;0;3;2.6666666666666665;0.0;100.0
ALAMIRAH;GAZON;AL AMIRAH;GAZON;1;0;0;0.0;0.0;0.0
ALANIS;GAZON;ALANIS;GAZON;1;0;0;6.0;0.0;0.0
ALANTURING;GAZON;ALAN TURING;GAZON;1;0;0;6.0;0.0;0.0
ALAORDEN;GAZON;A LA ORDEN;GAZON;1;0;0;0.0;0.0;0.0
ALAPOCAS;GAZON;ALAPOCAS;GAZON;1;1;1;1.0;100.0;100.0
ALAPROCHAINE;GAZON;A LA PROCHAINE;GAZON;1;0;0;4.0;0.0;0.0
ALARICO;GAZON;ALARICO;GAZON;2;0;0;4.0;0.0;0.0
ALARIK;GAZON;ALARIK;GAZON;1;0;1;2.0;0.0;100.0
ALARISH;GAZON;ALARISH;GAZON;1;0;0;13.0;0.0;0.0
ALARMING;GAZON;ALARMING;GAZON;2;0;1;5.5;0.0;50.0
ALASDEACERO;GAZON;ALAS DE ACERO;GAZON;1;0;0;5.0;0.0;0.0
ALASDEGOLONDRINA;GAZON;ALAS DE GOLONDRINA;GAZON;2;0;0;9.5;0.0;0.0
ALASDEPLATA;GAZON;ALAS DE PLATA;GAZON;2;0;0;7.0;0.0;0.0
ALASDORADAS;GAZON;ALAS DORADAS;GAZON;1;0;0;6.0;0.0;0.0
ALASHDI;GAZON;ALASHDI;GAZON;8;1;2;4.5;12.5;25.0
ALASKALADY;GAZON;ALASKA LADY;GAZON;1;0;0;13.0;0.0;0.0
ALASKANGOLD;GAZON;ALASKAN GOLD;GAZON;1;0;0;4.0;0.0;0.0
ALASRAE;GAZON;ALASRAE;GAZON;1;1;1;1.0;100.0;100.0
ALASSIL;GAZON;ALASSIL;GAZON;1;0;0;0.0;0.0;0.0
ALATEMAGICBABY;GAZON;ALATEMAGICBABY;GAZON;2;0;0;0.0;0.0;0.0
ALATTIYAH;GAZON;AL ATTIYAH;GAZON;2;0;0;6.5;0.0;0.0
ALAVESA;GAZON;ALAVESA;GAZON;1;1;1;1.0;100.0;100.0
ALAVISTA;GAZON;A LA VISTA;GAZON;3;0;1;4.0;0.0;33.3
ALAWASSIF;GAZON;AL AWASSIF;GAZON;2;0;0;11.0;0.0;0.0
ALAYA;GAZON;ALAYA;GAZON;1;0;0;9.0;0.0;0.0
ALAZD;GAZON;AL AZD;GAZON;3;1;3;1.6666666666666667;33.3;100.0
ALBAAHY;GAZON;AL BAAHY;GAZON;1;0;0;7.0;0.0;0.0
ALBAAREZ;GAZON;AL BAAREZ;GAZON;4;0;0;8.25;0.0;0.0
ALBABRAVA;GAZON;ALBA BRAVA;GAZON;1;0;0;4.0;0.0;0.0
ALBAGUBRATH;GAZON;ALBA GU BRATH;GAZON;2;0;0;3.5;0.0;0.0
ALBAKHT;GAZON;AL BAKHT;GAZON;1;0;0;11.0;0.0;0.0
ALBAMARIA;GAZON;ALBA MARIA;GAZON;2;0;0;7.5;0.0;0.0
ALBANTA;GAZON;ALBANTA;GAZON;4;0;3;3.75;0.0;75.0
ALBAREZ;GAZON;AL BAREZ;GAZON;1;0;1;3.0;0.0;100.0
ALBASHEER;GAZON;ALBASHEER;GAZON;1;0;1;2.0;0.0;100.0
ALBATROSDUVENT;GAZON;ALBATROS DU VENT;GAZON;1;0;0;9.0;0.0;0.0
ALBEGONE;GAZON;ALBEGONE;GAZON;2;0;1;6.0;0.0;50.0
ALBERI;GAZON;ALBERI;GAZON;4;0;1;5.75;0.0;25.0
ALBERTBRIDGE;GAZON;ALBERT BRIDGE;GAZON;7;1;3;4.857142857142857;14.3;42.9
ALBERTCEE;GAZON;ALBERT CEE;GAZON;1;0;0;0.0;0.0;0.0
ALBERTEINSTEIN;GAZON;ALBERT EINSTEIN;GAZON;1;0;0;14.0;0.0;0.0
ALBERTINA;GAZON;ALBERTINA;GAZON;3;0;1;2.6666666666666665;0.0;33.3
ALBERTINE;GAZON;ALBERTINE;GAZON;3;0;0;5.333333333333333;0.0;0.0
ALBERTINELLI;GAZON;ALBERTINELLI;GAZON;4;1;3;5.25;25.0;75.0
ALBERTOELGRANDE;GAZON;ALBERTO EL GRANDE;GAZON;1;0;0;9.0;0.0;0.0
ALBION;GAZON;ALBION;GAZON;3;0;0;4.0;0.0;0.0
ALBIORIX;GAZON;ALBIORIX;GAZON;13;3;7;2.3076923076923075;23.1;53.8
ALBUENVIVIR;GAZON;AL BUEN VIVIR;GAZON;3;0;1;5.0;0.0;33.3
ALBUFEIRA;GAZON;ALBUFEIRA;GAZON;3;0;2;3.3333333333333335;0.0;66.7
ALBURNO;GAZON;ALBURNO;GAZON;1;0;1;2.0;0.0;100.0
ALBURQUERQUE;GAZON;ALBURQUERQUE;GAZON;5;0;5;2.4;0.0;100.0
ALBUS;GAZON;ALBUS;GAZON;2;1;1;0.5;50.0;50.0
ALCABONTA;GAZON;ALCABONTA;GAZON;2;1;1;6.0;50.0;50.0
ALCALA;GAZON;ALCALA;GAZON;1;0;0;7.0;0.0;0.0
ALCANTOR;GAZON;ALCANTOR;GAZON;2;0;1;4.0;0.0;50.0
ALCATOSER;GAZON;ALCATOSER;GAZON;8;0;1;6.375;0.0;12.5
ALCAWOODDOLOISE;GAZON;ALCAWOOD DOLOISE;GAZON;1;0;0;9.0;0.0;0.0
ALCAZAR;GAZON;ALCAZAR;GAZON;1;0;0;6.0;0.0;0.0
ALCELESTE;GAZON;ALCELESTE;GAZON;1;0;0;4.0;0.0;0.0
ALCHIMIA;GAZON;ALCHIMIA;GAZON;1;0;0;8.0;0.0;0.0
ALCIDES;GAZON;ALCIDES;GAZON;2;0;0;5.0;0.0;0.0
ALCOTAN;GAZON;ALCOTAN;GAZON;3;0;0;11.333333333333334;0.0;0.0
ALDAYEN;GAZON;ALDAYEN;GAZON;1;0;0;9.0;0.0;0.0
ALDERMAN;GAZON;ALDERMAN;GAZON;2;0;0;5.0;0.0;0.0
ALDURRY;GAZON;AL DURRY;GAZON;1;1;1;1.0;100.0;100.0
ALEGREMENTE;GAZON;ALEGREMENTE;GAZON;4;0;1;8.25;0.0;25.0
ALEGRIADOBATALHAO;GAZON;ALEGRIADOBATALHAO;GAZON;3;0;1;7.333333333333333;0.0;33.3
ALEGRINO;GAZON;ALEGRINO;GAZON;1;0;0;0.0;0.0;0.0
ALEISA;GAZON;ALEISA;GAZON;2;0;0;5.0;0.0;0.0
ALEJA;GAZON;ALEJA;GAZON;2;0;0;9.5;0.0;0.0
ALEKSANDROVKA;GAZON;ALEKSANDROVKA;GAZON;9;1;1;5.666666666666667;11.1;11.1
ALEKSINE;GAZON;ALEKSINE;GAZON;3;1;1;5.0;33.3;33.3
ALEM;GAZON;ALEM;GAZON;5;0;2;4.0;0.0;40.0
ALEMBIC;GAZON;ALEMBIC;GAZON;2;0;0;6.5;0.0;0.0
ALESITA;GAZON;ALESITA;GAZON;1;0;0;7.0;0.0;0.0
ALESSIAFERNANDA;GAZON;ALESSIA FERNANDA;GAZON;1;0;0;6.0;0.0;0.0
ALEXANDERMAXIMUS;GAZON;ALEXANDER MAXIMUS;GAZON;6;3;3;2.1666666666666665;50.0;50.0
ALEXEI;GAZON;ALEXEI;GAZON;6;1;3;4.5;16.7;50.0
ALEXTHEDANCER;GAZON;ALEX THE DANCER;GAZON;2;0;0;0.0;0.0;0.0
ALEXTHEGREAT;GAZON;ALEX THE GREAT;GAZON;1;0;0;8.0;0.0;0.0
ALFADUPLICATE;GAZON;ALFA DUPLICATE;GAZON;2;0;0;6.0;0.0;0.0
ALFAIMPULSION;GAZON;ALFA IMPULSION;GAZON;1;0;0;9.0;0.0;0.0
ALFANITOTOP;GAZON;ALFANITO TOP;GAZON;3;0;1;5.333333333333333;0.0;33.3
ALFARANJY;GAZON;ALFARANJY;GAZON;3;1;3;2.0;33.3;100.0
ALFARAZ;GAZON;ALFARAZ;GAZON;1;0;1;2.0;0.0;100.0
ALFAREEQ;GAZON;AL FAREEQ;GAZON;2;0;0;2.5;0.0;0.0
ALFASTAR;GAZON;ALF A STAR;GAZON;5;0;0;3.8;0.0;0.0
ALFATARSICO;GAZON;ALFA TARSICO;GAZON;1;0;0;9.0;0.0;0.0
ALFIESOLOMONS;GAZON;ALFIE SOLOMONS;GAZON;3;0;0;10.0;0.0;0.0
ALFINDELMUNDO;GAZON;AL FIN DEL MUNDO;GAZON;1;0;0;5.0;0.0;0.0
ALFIYA;GAZON;ALFIYA;GAZON;1;0;0;8.0;0.0;0.0
ALFIYAH;GAZON;ALFIYAH;GAZON;2;0;0;5.5;0.0;0.0
ALFREDTENNYSON;GAZON;ALFRED TENNYSON;GAZON;1;0;0;16.0;0.0;0.0
ALFREDWALLACE;GAZON;ALFRED WALLACE;GAZON;2;0;0;12.5;0.0;0.0
ALGABAS;GAZON;ALGABAS;GAZON;1;0;0;9.0;0.0;0.0
ALGALOPE;GAZON;AL GALOPE;GAZON;5;0;4;3.2;0.0;80.0
ALGEBRA;GAZON;ALGEBRA;GAZON;2;0;1;3.5;0.0;50.0
ALGEBRE;GAZON;ALGEBRE;GAZON;2;1;2;2.0;50.0;100.0
ALGECIRAS;GAZON;ALGECIRAS;GAZON;13;1;3;6.3076923076923075;7.7;23.1
ALGHADEER;GAZON;AL GHADEER;GAZON;1;1;1;1.0;100.0;100.0
ALGHARIYA;GAZON;AL GHARIYA;GAZON;2;0;0;9.5;0.0;0.0
ALGHAZLANIYA;GAZON;AL GHAZLANIYA;GAZON;1;0;0;7.0;0.0;0.0
ALGHERO;GAZON;ALGHERO;GAZON;1;0;1;2.0;0.0;100.0
ALGODENOSTALGIA;GAZON;ALGO DE NOSTALGIA;GAZON;2;0;1;5.5;0.0;50.0
ALGOFASCINANTE;GAZON;ALGO FASCINANTE;GAZON;1;0;0;0.0;0.0;0.0
ALGORITMOC;GAZON;ALGORITMO C;GAZON;2;0;1;5.5;0.0;50.0
ALGOT;GAZON;ALGOT;GAZON;5;0;0;11.0;0.0;0.0
ALGRAIN;GAZON;ALGRAIN;GAZON;1;0;0;12.0;0.0;0.0
ALHABISSET;GAZON;AL HABISSET;GAZON;1;0;0;9.0;0.0;0.0
ALHAEBA;GAZON;ALHAEBA;GAZON;6;2;3;5.333333333333333;33.3;50.0
ALHAKIM;GAZON;AL HAKIM;GAZON;3;0;0;4.666666666666667;0.0;0.0
ALHAMARIVER;GAZON;ALHAMA RIVER;GAZON;2;1;2;2.0;50.0;100.0
ALHAOUZI;GAZON;AL HAOUZI;GAZON;1;0;0;11.0;0.0;0.0
ALHASSANMADISON;GAZON;AL HASSAN MADISON;GAZON;1;0;0;0.0;0.0;0.0
ALHENA;GAZON;ALHENA;GAZON;2;0;0;7.0;0.0;0.0
ALHUDAIBA;GAZON;AL HUDAIBA;GAZON;1;1;1;1.0;100.0;100.0
ALHZEEM;GAZON;ALHZEEM;GAZON;2;0;0;6.0;0.0;0.0
ALIBABADUNIL;GAZON;ALIBABA DU NIL;GAZON;1;0;0;4.0;0.0;0.0
ALIBEY;GAZON;ALIBEY;GAZON;1;0;0;8.0;0.0;0.0
ALICANTO;GAZON;ALICANTO;GAZON;8;1;4;6.125;12.5;50.0
ALICEROCKS;GAZON;ALICE ROCKS;GAZON;1;0;0;9.0;0.0;0.0
ALICHECK;GAZON;ALI CHECK;GAZON;1;0;1;3.0;0.0;100.0
ALIFEN;GAZON;ALIFEN;GAZON;2;0;2;2.5;0.0;100.0
ALINKA;GAZON;ALINKA;GAZON;13;1;4;5.461538461538462;7.7;30.8
ALIPACHA;GAZON;ALI PACHA;GAZON;1;0;0;7.0;0.0;0.0
ALISHEBA;GAZON;ALISHEBA;GAZON;2;0;0;7.5;0.0;0.0
ALISTOKING;GAZON;ALISTO KING;GAZON;3;0;1;6.666666666666667;0.0;33.3
ALITATLAS;GAZON;ALIT ATLAS;GAZON;1;1;1;1.0;100.0;100.0
ALITTLESONADOR;GAZON;A LITTLE SONADOR;GAZON;5;0;2;4.4;0.0;40.0
ALIVEAGAIN;GAZON;ALIVE AGAIN;GAZON;1;0;0;9.0;0.0;0.0
ALIVEANDKICKING;GAZON;ALIVE AND KICKING;GAZON;1;0;1;2.0;0.0;100.0
ALIVES;GAZON;ALIVES;GAZON;4;1;1;7.25;25.0;25.0
ALIYAR;GAZON;ALIYAR;GAZON;1;0;1;2.0;0.0;100.0
ALJADARA;GAZON;ALJADARA;GAZON;1;0;0;6.0;0.0;0.0
ALJADDAF;GAZON;AL JADDAF;GAZON;1;0;0;9.0;0.0;0.0
ALJASSRFAL;GAZON;AL JASSR FAL;GAZON;1;0;0;0.0;0.0;0.0
ALKARIMFAL;GAZON;AL KARIM FAL;GAZON;2;0;1;4.5;0.0;50.0
ALKARRAR;GAZON;AL KARRAR;GAZON;1;0;0;9.0;0.0;0.0
ALKHALIFFAL;GAZON;AL KHALIF FAL;GAZON;2;0;0;0.0;0.0;0.0
ALKHAWAJA;GAZON;ALKHAWAJA;GAZON;1;0;0;0.0;0.0;0.0
ALKHAWANEEJ;GAZON;AL KHAWANEEJ;GAZON;3;0;0;7.666666666666667;0.0;0.0
ALKIDAN;GAZON;ALKIDAN;GAZON;10;1;4;4.0;10.0;40.0
ALKRAR;GAZON;ALKRAR;GAZON;2;2;2;1.0;100.0;100.0
ALL'SWELL;GAZON;ALL'S WELL;GAZON;3;1;2;4.0;33.3;66.7
ALLANGELS;GAZON;ALL ANGELS;GAZON;1;0;0;6.0;0.0;0.0
ALLAREMINE;GAZON;ALL ARE MINE;GAZON;5;1;2;4.8;20.0;40.0
ALLASTELLA;GAZON;ALLA STELLA;GAZON;1;0;1;2.0;0.0;100.0
ALLAYLFAL;GAZON;AL LAYL FAL;GAZON;1;0;1;3.0;0.0;100.0
ALLCASH;GAZON;ALLCASH;GAZON;5;0;2;7.0;0.0;40.0
ALLCLASS;GAZON;ALL CLASS;GAZON;1;0;0;0.0;0.0;0.0
ALLEGRESSE;GAZON;ALLEGRESSE;GAZON;5;0;1;8.8;0.0;20.0
ALLEITHTHUNDER;GAZON;AL LEITH THUNDER;GAZON;1;0;0;0.0;0.0;0.0
ALLENO;GAZON;ALLENO;GAZON;1;0;1;3.0;0.0;100.0
ALLEYESONME;GAZON;ALL EYES ON ME;GAZON;3;0;0;7.0;0.0;0.0
ALLEYEZONME;GAZON;ALL EYEZ ON ME;GAZON;1;0;0;9.0;0.0;0.0
ALLEYOOP;GAZON;ALLEY OOP;GAZON;2;0;0;8.0;0.0;0.0
ALLEYOOPJOHNNY;GAZON;ALLEY OOP JOHNNY;GAZON;2;0;1;3.5;0.0;50.0
ALLEZCHANDOS;GAZON;ALLEZ CHANDOS;GAZON;2;0;0;3.0;0.0;0.0
ALLEZDIDI;GAZON;ALLEZ DIDI;GAZON;2;0;0;8.5;0.0;0.0
ALLEZFRERES;GAZON;ALLEZ FRERES;GAZON;3;0;1;5.333333333333333;0.0;33.3
ALLEZLAGRISE;GAZON;ALLEZ LA GRISE;GAZON;2;0;0;6.0;0.0;0.0
ALLFUNNGAMES;GAZON;ALL FUN N GAMES;GAZON;1;0;0;5.0;0.0;0.0
ALLIANCEROYALE;GAZON;ALLIANCE ROYALE;GAZON;5;0;0;5.6;0.0;0.0
ALLIDO;GAZON;ALL I DO;GAZON;2;0;0;7.0;0.0;0.0
ALLIESAINTLON;GAZON;ALLIE SAINT LON;GAZON;3;1;3;2.0;33.3;100.0
ALLIGATORALLEY;GAZON;ALLIGATOR ALLEY;GAZON;1;0;0;6.0;0.0;0.0
ALLIN;GAZON;ALL IN;GAZON;1;0;0;7.0;0.0;0.0
ALLINPINK;GAZON;ALL IN PINK;GAZON;7;0;4;3.7142857142857144;0.0;57.1
ALLINYOU;GAZON;ALL IN YOU;GAZON;1;0;0;9.0;0.0;0.0
ALLLUCKY;GAZON;ALL LUCKY;GAZON;1;0;0;9.0;0.0;0.0
ALLMAJESTIC;GAZON;ALL MAJESTIC;GAZON;1;0;0;9.0;0.0;0.0
ALLMOONSHINE;GAZON;ALL MOONSHINE;GAZON;3;2;2;5.666666666666667;66.7;66.7
ALLMYLOVING;GAZON;ALL MY LOVING;GAZON;5;0;3;3.6;0.0;60.0
ALLOFMYHEART;GAZON;ALL OF MY HEART;GAZON;1;0;0;13.0;0.0;0.0
ALLOUD;GAZON;AL LOUD;GAZON;1;0;0;7.0;0.0;0.0
ALLOUTFORSIX;GAZON;ALL OUT FOR SIX;GAZON;6;0;0;4.666666666666667;0.0;0.0
ALLROUNDER;GAZON;ALL ROUNDER;GAZON;2;0;0;2.5;0.0;0.0
ALLROUNDWINNER;GAZON;ALL ROUND WINNER;GAZON;7;1;3;4.857142857142857;14.3;42.9
ALLSTARLEIGH;GAZON;ALL STAR LEIGH;GAZON;1;0;1;2.0;0.0;100.0
ALLSTARS;GAZON;ALL STARS;GAZON;7;0;1;5.571428571428571;0.0;14.3
ALLSTORY;GAZON;ALL STORY;GAZON;3;0;0;9.333333333333334;0.0;0.0
ALLTOLD;GAZON;ALL TOLD;GAZON;4;1;2;3.75;25.0;50.0
ALLTOWIN;GAZON;ALL TO WIN;GAZON;1;0;1;2.0;0.0;100.0
ALLUREAREDIENNEAA;GAZON;ALLURE AREDIENNE AA;GAZON;6;1;3;2.1666666666666665;16.7;50.0
ALLURINGBEAUTY;GAZON;ALLURING BEAUTY;GAZON;1;0;1;2.0;0.0;100.0
ALLURINGSERENITY;GAZON;ALLURING SERENITY;GAZON;1;0;0;0.0;0.0;0.0
ALLURRE;GAZON;ALLURRE;GAZON;5;1;1;6.6;20.0;20.0
ALLYMCMAGIC;GAZON;ALLY MCMAGIC;GAZON;3;1;1;2.3333333333333335;33.3;33.3
ALMA'IDA;GAZON;AL MA'IDA;GAZON;5;0;1;8.0;0.0;20.0
ALMACADOGREE;GAZON;ALMACADO GREE;GAZON;5;0;0;9.8;0.0;0.0
ALMADEBRUJO;GAZON;ALMA DE BRUJO;GAZON;6;0;1;5.333333333333333;0.0;16.7
ALMADEFUEGO;GAZON;ALMA DE FUEGO;GAZON;1;0;0;6.0;0.0;0.0
ALMADHAR;GAZON;AL MADHAR;GAZON;2;0;0;7.5;0.0;0.0
ALMAFEVER;GAZON;ALMA FEVER;GAZON;1;0;0;6.0;0.0;0.0
ALMAHA;GAZON;ALMAHA;GAZON;3;0;0;1.3333333333333333;0.0;0.0
ALMAMATER;GAZON;ALMA MATER;GAZON;3;0;1;8.0;0.0;33.3
ALMANDA;GAZON;ALMANDA;GAZON;4;1;2;4.0;25.0;50.0
ALMANSA;GAZON;ALMANSA;GAZON;1;0;0;4.0;0.0;0.0
ALMAPARASONAR;GAZON;ALMA PARA SONAR;GAZON;1;0;0;4.0;0.0;0.0
ALMAQAM;GAZON;ALMAQAM;GAZON;2;1;1;2.5;50.0;50.0
ALMARIS;GAZON;ALMARIS;GAZON;4;0;3;3.75;0.0;75.0
ALMAROMY;GAZON;ALMAROMY;GAZON;7;0;1;6.142857142857143;0.0;14.3
ALMAROOM;GAZON;AL MAROOM;GAZON;1;0;0;0.0;0.0;0.0
ALMASSIRFAL;GAZON;ALMASSIR FAL;GAZON;1;0;1;3.0;0.0;100.0
ALMATYSTAR;GAZON;ALMATY STAR;GAZON;1;0;0;18.0;0.0;0.0
ALMAX;GAZON;AL MAX;GAZON;5;1;3;5.8;20.0;60.0
ALMAYFUEGO;GAZON;ALMA Y FUEGO;GAZON;1;0;0;0.0;0.0;0.0
ALMAZYOUNA;GAZON;ALMAZYOUNA;GAZON;4;0;0;4.75;0.0;0.0
ALMENDROVOLADOR;GAZON;ALMENDRO VOLADOR;GAZON;1;0;0;11.0;0.0;0.0
ALMERAQ;GAZON;ALMERAQ;GAZON;2;1;1;5.0;50.0;50.0
ALMERIC;GAZON;ALMERIC;GAZON;1;0;1;3.0;0.0;100.0
ALMERILLO;GAZON;ALMERILLO;GAZON;9;3;4;3.7777777777777777;33.3;44.4
ALMESSAOUD;GAZON;AL MESSAOUD;GAZON;2;0;0;6.0;0.0;0.0
ALMIGHTYCLASS;GAZON;ALMIGHTY CLASS;GAZON;1;0;0;0.0;0.0;0.0
ALMIGHTYESPRIT;GAZON;ALMIGHTY ESPRIT;GAZON;1;0;0;21.0;0.0;0.0
ALMIGHTYLIGHTNING;GAZON;ALMIGHTY LIGHTNING;GAZON;1;0;1;2.0;0.0;100.0
ALMIRO;GAZON;ALMIRO;GAZON;7;0;2;8.0;0.0;28.6
ALMNAWAR;GAZON;AL MNAWAR;GAZON;1;0;0;9.0;0.0;0.0
ALMODOVAR;GAZON;ALMODOVAR;GAZON;1;0;0;12.0;0.0;0.0
ALMOTLAA;GAZON;ALMOTLAA;GAZON;6;0;3;4.833333333333333;0.0;50.0
ALMOUSTAKIM;GAZON;AL MOUSTAKIM;GAZON;3;0;0;5.0;0.0;0.0
ALMOWAFFAQ;GAZON;AL MOWAFFAQ;GAZON;1;0;0;7.0;0.0;0.0
ALMUHIT;GAZON;ALMUHIT;GAZON;1;0;1;2.0;0.0;100.0
ALMUKHTAR;GAZON;AL MUKHTAR;GAZON;2;0;0;8.0;0.0;0.0
ALMURJANAH;GAZON;ALMURJANAH;GAZON;1;0;0;7.0;0.0;0.0
ALMUTANABBI;GAZON;ALMUTANABBI;GAZON;4;0;0;6.75;0.0;0.0
ALMUTHANA;GAZON;AL MUTHANA;GAZON;1;0;0;6.0;0.0;0.0
ALMUZN;GAZON;AL MUZN;GAZON;1;0;0;7.0;0.0;0.0
ALMYRUS;GAZON;ALMYRUS;GAZON;1;0;0;8.0;0.0;0.0
ALNAYYIR;GAZON;AL NAYYIR;GAZON;3;1;2;3.6666666666666665;33.3;66.7
ALOBAYYAH;GAZON;ALOBAYYAH;GAZON;1;1;1;1.0;100.0;100.0
ALOHIALII;GAZON;ALOHI ALII;GAZON;1;0;0;7.0;0.0;0.0
ALOMEJOR;GAZON;A LO MEJOR;GAZON;2;0;0;3.5;0.0;0.0
ALONDRA;GAZON;ALONDRA;GAZON;1;1;1;1.0;100.0;100.0
ALONGCOMESAWOMAN;GAZON;ALONGCOMESAWOMAN;GAZON;1;0;0;7.0;0.0;0.0
ALONGDUBAI;GAZON;ALONG DUBAI;GAZON;1;0;0;7.0;0.0;0.0
ALONIA;GAZON;ALONIA;GAZON;1;0;0;15.0;0.0;0.0
ALOPOTRI;GAZON;ALOPOTRI;GAZON;2;1;2;1.5;50.0;100.0
ALOSBIFES;GAZON;A LOS BIFES;GAZON;1;0;0;4.0;0.0;0.0
ALOTOFBANTER;GAZON;ALOTOFBANTER;GAZON;1;0;0;12.0;0.0;0.0
ALOYSIUS;GAZON;ALOYSIUS;GAZON;6;1;3;3.6666666666666665;16.7;50.0
ALPACOR;GAZON;ALPACOR;GAZON;4;0;0;6.0;0.0;0.0
ALPAGE;GAZON;ALPAGE;GAZON;4;0;0;9.75;0.0;0.0
ALPAQUITAY;GAZON;ALPAQUITAY;GAZON;5;0;1;4.4;0.0;20.0
ALPARSLAN;GAZON;ALPARSLAN;GAZON;7;0;0;7.285714285714286;0.0;0.0
ALPASO;GAZON;AL PASO;GAZON;4;0;0;6.5;0.0;0.0
ALPED'HUEZ;GAZON;ALPE D'HUEZ;GAZON;2;0;1;13.5;0.0;50.0
ALPEMOTTA;GAZON;ALPE MOTTA;GAZON;3;0;0;5.666666666666667;0.0;0.0
ALPENGEIST;GAZON;ALPENGEIST;GAZON;8;0;0;10.625;0.0;0.0
ALPENGLOW;GAZON;ALPENGLOW;GAZON;1;0;0;7.0;0.0;0.0
ALPENVEILCHEN;GAZON;ALPENVEILCHEN;GAZON;2;1;1;2.5;50.0;50.0
ALPESNEVADOS;GAZON;ALPES NEVADOS;GAZON;2;0;0;2.5;0.0;0.0
ALPHA;GAZON;ALPHA;GAZON;1;1;1;1.0;100.0;100.0
ALPHABIA;GAZON;ALPHABIA;GAZON;7;0;1;7.142857142857143;0.0;14.3
ALPHACRUCIS;GAZON;ALPHA CRUCIS;GAZON;2;0;0;5.0;0.0;0.0
ALPHAGRADE;GAZON;ALPHA GRADE;GAZON;1;0;1;2.0;0.0;100.0
ALPHALEPORIS;GAZON;ALPHA LEPORIS;GAZON;1;0;0;7.0;0.0;0.0
ALPHAMALE;GAZON;ALPHA MALE;GAZON;2;0;0;7.5;0.0;0.0
