Cheval_clean;Jockey_clean;Cheval;Jockey;Courses;Victoires;Podiums;Taux_victoire;Taux_podium
THECONSUL;LAUTAROEMMANUELBALMACEDA;THE CONSUL;LAUTARO EMMANUEL BALMACEDA;1;1;1;100.0;100.0
THECONSUL;NONCOMMUNIQUE;THE CONSUL;non communique;1;0;1;0.0;100.0
THECOOKSTOWNCAFU;DANIELTUDHOPE;THE COOKSTOWN CAFU;DANIEL TUDHOPE;1;1;1;100.0;100.0
THECOROMOTO;LREYES;THE COROMOTO;L REYES;1;0;0;0.0;0.0
THECOROMOTO;YTORRES;THE COROMOTO;Y TORRES;1;0;1;0.0;100.0
THECURSOR;PJMCDONALD;THE CURSOR;P. J. MCDONALD;1;0;0;0.0;0.0
THECUTEST;FAYEMCMANOMAN;THE CUTEST;FAYE MCMANOMAN;1;0;0;0.0;0.0
THEDIG;ACRASTUS;THE DIG;A.CRASTUS;1;0;0;0.0;0.0
THEDIG;CDEMURO;THE DIG;C.DEMURO;1;0;0;0.0;0.0
THEDIG;IMENDIZABAL;THE DIG;I.MENDIZABAL;1;1;1;100.0;100.0
THEDIG;TPICCONE;THE DIG;T.PICCONE;1;0;0;0.0;0.0
THEDOCTOR;ACRASTUS;THE DOCTOR;A.CRASTUS;4;0;1;0.0;25.0
THEDOCTOR;MGRANDIN;THE DOCTOR;M.GRANDIN;2;0;1;0.0;50.0
THEDOCTOR;SRUIS;THE DOCTOR;S.RUIS;1;0;1;0.0;100.0
THEDOVERULES;TGAFFALIONE;THE DOVE RULES;T GAFFALIONE;1;0;1;0.0;100.0
THEDRAMBLINGMAN;RORYCLEARY;THE DRAMBLING MAN;RORY CLEARY;1;0;0;0.0;0.0
THEFED'SPLOT;SMARIN;THE FED'S PLOT;S MARIN;1;0;1;0.0;100.0
THEFINGALRAVEN;ADRIEDEVRIES;THE FINGAL RAVEN;ADRIE DE VRIES;1;0;0;0.0;0.0
THEFINGALRAVEN;SAFFIEOSBORNE;THE FINGAL RAVEN;SAFFIE OSBORNE;4;1;1;25.0;25.0
THEFIST;CDEMURO;THE FIST;C.DEMURO;3;1;2;33.3;66.7
THEFIST;MGRANDIN;THE FIST;M.GRANDIN;4;0;1;0.0;25.0
THEFLYINGSEAGULL;ZAKWHEATLEY;THE FLYING SEAGULL;ZAK WHEATLEY;1;0;0;0.0;0.0
THEGABEDIGGER;PLOPEZ;THE GABE DIGGER;P LOPEZ;1;0;1;0.0;100.0
THEGAYBLADE;CARATUKE;THE GAY BLADE;CARA TUKE;1;1;1;100.0;100.0
THEGAYBLADE;MOHAMMEDTABTI;THE GAY BLADE;MOHAMMED TABTI;2;1;1;50.0;50.0
THEGINGERKID;KIERANSHOEMARK;THE GINGER KID;KIERAN SHOEMARK;1;0;0;0.0;0.0
THEGLADIATOR'SHAT;EDUARDOORTEGAPAVON;THE GLADIATOR'S HAT;EDUARDO ORTEGA PAVON;1;0;0;0.0;0.0
THEGLENROVERS;SEANDYLANBOWEN;THE GLEN ROVERS;SEAN DYLAN BOWEN;1;0;0;0.0;0.0
THEGOLDENKNIGHT;BOWMANH;THE GOLDEN KNIGHT;BOWMAN H.;1;0;0;0.0;0.0
THEGOLDENKNIGHT;ORMANJ;THE GOLDEN KNIGHT;ORMAN J.;1;0;1;0.0;100.0
THEGOLDENKNIGHT;WILLIAMSC;THE GOLDEN KNIGHT;WILLIAMS C.;1;0;0;0.0;0.0
THEGOLDENSNITCH;JOHNEGAN;THE GOLDEN SNITCH;JOHN EGAN;1;0;0;0.0;0.0
THEGOODLIFE;MFRANCO;THE GOOD LIFE;M FRANCO;1;1;1;100.0;100.0
THEGOODMAN;APOUCHIN;THE GOOD MAN;A.POUCHIN;1;0;0;0.0;0.0
THEGOODMAN;TBACHELOT;THE GOOD MAN;T.BACHELOT;2;0;0;0.0;0.0
THEGREATCANDY;KEVINBANEGAS;THE GREAT CANDY;KEVIN BANEGAS;1;1;1;100.0;100.0
THEGREATCARRY;WILLIAMPEREYRA;THE GREAT CARRY;WILLIAM PEREYRA;1;0;0;0.0;0.0
THEGREATCELEBRE;HECTOREZEQUIELDYKE;THE GREAT CELEBRE;HECTOR EZEQUIEL DYKE;1;0;0;0.0;0.0
THEGREATCOQUET;RODRIGODANIELBASCUNAN;THE GREAT COQUET;RODRIGO DANIEL BASCUNAN;1;0;0;0.0;0.0
THEGREATCURT;MARTINJAVIERVALLE;THE GREAT CURT;MARTIN JAVIER VALLE;1;0;1;0.0;100.0
THEGREATDANSILI;HECTOREZEQUIELDYKE;THE GREAT DANSILI;HECTOR EZEQUIEL DYKE;1;0;0;0.0;0.0
THEGREATDANY;ISRAELROBINSONVILLAGRANCASTIL;THE GREAT DANY;ISRAEL ROBINSON VILLAGRAN CASTIL;1;0;0;0.0;0.0
THEGREATDANY;JOAQUINALEJANDROHERRERAOLIVAR;THE GREAT DANY;JOAQUIN ALEJANDRO HERRERA OLIVAR;2;0;1;0.0;50.0
THEGREATDANY;RODOLFOANTONIOFUENZALIDAGARCI;THE GREAT DANY;RODOLFO ANTONIO FUENZALIDA GARCI;2;0;0;0.0;0.0
THEGREATFANTASY;WILLIAMPEREYRA;THE GREAT FANTASY;WILLIAM PEREYRA;2;0;0;0.0;0.0
THEGREATFOREST;MARTINJAVIERVALLE;THE GREAT FOREST;MARTIN JAVIER VALLE;1;1;1;100.0;100.0
THEGREATFUL;ANIBALJOSECABRERA;THE GREAT FUL;ANIBAL JOSE CABRERA;2;1;1;50.0;50.0
THEGREATHEAVEN;ACRASTUS;THE GREAT HEAVEN;A.CRASTUS;1;0;0;0.0;0.0
THEGREATHEAVEN;AMOLINS;THE GREAT HEAVEN;A.MOLINS;1;0;0;0.0;0.0
THEGREATHEAVEN;CBILLARDELLO;THE GREAT HEAVEN;C.BILLARDELLO;1;0;0;0.0;0.0
THEGREATHEAVEN;DSANTIAGO;THE GREAT HEAVEN;D.SANTIAGO;1;0;0;0.0;0.0
THEGREATHEAVEN;FVERON;THE GREAT HEAVEN;F.VERON;1;0;0;0.0;0.0
THEGREATHEAVEN;HBOUTIN;THE GREAT HEAVEN;H.BOUTIN;2;0;0;0.0;0.0
THEGREATHEAVEN;MGERMAIN;THE GREAT HEAVEN;M.GERMAIN;1;0;0;0.0;0.0
THEGREATJANE;ANIBALJOSECABRERA;THE GREAT JANE;ANIBAL JOSE CABRERA;2;0;0;0.0;0.0
THEGREATJOHNNY;MOISESABRAHAMDONOSO;THE GREAT JOHNNY;MOISES ABRAHAM DONOSO;1;0;0;0.0;0.0
THEGREATLORD;EDUARDOORTEGAPAVON;THE GREAT LORD;EDUARDO ORTEGA PAVON;1;0;0;0.0;0.0
THEGREATLORD;JORGELUISPERALTA;THE GREAT LORD;JORGE LUIS PERALTA;1;0;1;0.0;100.0
THEGREATMANDONA;MARTINJAVIERVALLE;THE GREAT MANDONA;MARTIN JAVIER VALLE;1;0;0;0.0;0.0
THEGREATPARADE;ESTEBANEMANUELTORRES;THE GREAT PARADE;ESTEBAN EMANUEL TORRES;1;0;0;0.0;0.0
THEGREATPARADE;MARTINMONTOYA;THE GREAT PARADE;MARTIN MONTOYA;1;0;0;0.0;0.0
THEGREATRACING;WILLIAMPEREYRA;THE GREAT RACING;WILLIAM PEREYRA;1;0;0;0.0;0.0
THEGREATRYE;ANIBALJOSECABRERA;THE GREAT RYE;ANIBAL JOSE CABRERA;1;0;0;0.0;0.0
THEGREATRYE;NONCOMMUNIQUE;THE GREAT RYE;NON COMMUNIQUE;1;0;0;0.0;0.0
THEGREATTERMS;LAUTAROEMMANUELBALMACEDA;THE GREAT TERMS;LAUTARO EMMANUEL BALMACEDA;1;1;1;100.0;100.0
THEGREATTEXAS;FELIPEJAVIERMORENOFUENTES;THE GREAT TEXAS;FELIPE JAVIER MORENO FUENTES;1;0;0;0.0;0.0
THEGREATTEXAS;RODOLFOANTONIOFUENZALIDAGARCI;THE GREAT TEXAS;RODOLFO ANTONIO FUENZALIDA GARCI;1;1;1;100.0;100.0
THEGREATWELLS;MARTINMONTOYA;THE GREAT WELLS;MARTIN MONTOYA;2;0;0;0.0;0.0
THEGREATWELLS;RODRIGODANIELBASCUNAN;THE GREAT WELLS;RODRIGO DANIEL BASCUNAN;1;0;0;0.0;0.0
THEGREATWELLS;THIAGOEVERLARREAFRUTOS;THE GREAT WELLS;THIAGO EVER LARREA FRUTOS;1;0;0;0.0;0.0
THEGREENMAN;LUKEMORRIS;THE GREEN MAN;LUKE MORRIS;1;0;1;0.0;100.0
THEGREYFEJAA;CGUITRAUD;THE GREY FEJAA;C.GUITRAUD;2;0;0;0.0;0.0
THEGRUNGE;BRYANIGNACIORUBILARROMERO;THE GRUNGE;BRYAN IGNACIO RUBILAR ROMERO;1;0;1;0.0;100.0
THEGUANTECITO;RAMIRORODOLFOBARRUECO;THE GUANTECITO;RAMIRO RODOLFO BARRUECO;2;0;1;0.0;50.0
THEGUARDIAN;RAMIRORODOLFOBARRUECO;THE GUARDIAN;RAMIRO RODOLFO BARRUECO;2;0;1;0.0;50.0
THEHARERAIL;TOMMARQUAND;THE HARE RAIL;TOM MARQUAND;1;0;0;0.0;0.0
THEHARV;COLINKEANE;THE HARV;COLIN KEANE;2;0;0;0.0;0.0
THEHATOFHONESTY;BRIANRODRIGOENRIQUE;THE HAT OF HONESTY;BRIAN RODRIGO ENRIQUE;1;0;0;0.0;0.0
THEHATOFHONESTY;EDUARDOORTEGAPAVON;THE HAT OF HONESTY;EDUARDO ORTEGA PAVON;1;1;1;100.0;100.0
THEHEIR;MOREIRAJ;THE HEIR;MOREIRA J.;4;2;4;50.0;100.0
THEHEIR;ORMANJ;THE HEIR;ORMAN J.;3;0;3;0.0;100.0
THEHELLWEDID;LSAEZ;THE HELL WE DID;L SAEZ;1;0;0;0.0;0.0
THEHIGHLIGHT;CDEMURO;THE HIGHLIGHT;C.DEMURO;1;0;1;0.0;100.0
THEHIGHWAYRAT;SAMCOEN;THE HIGHWAY RAT;SAM COEN;1;0;0;0.0;0.0
THEHONEYMAN;LREYES;THE HONEYMAN;L REYES;1;0;0;0.0;0.0
THEHONEYMAN;SCAMACHO;THE HONEYMAN;S CAMACHO;1;0;1;0.0;100.0
THEHUNNEBELLLEGACY;ETHANTINDALL;THEHUNNEBELLLEGACY;ETHAN TINDALL;1;0;0;0.0;0.0
THEICEPHOENIX;SAMHITCHCOTT;THE ICE PHOENIX;SAM HITCHCOTT;1;0;0;0.0;0.0
THEIRISHAVATAR;HARRYCOBDEN;THE IRISH AVATAR;HARRY COBDEN;1;0;0;0.0;0.0
THEIRISHMAN;LUCASIGNACIOCHAVEZ;THE IRISH MAN;LUCAS IGNACIO CHAVEZ;1;0;0;0.0;0.0
THEIRISHMAN;RAMIRORODOLFOBARRUECO;THE IRISH MAN;RAMIRO RODOLFO BARRUECO;1;0;1;0.0;100.0
THEJACKAL;JACKMITCHELL;THE JACKAL;JACK MITCHELL;1;0;1;0.0;100.0
THEJESTER'SSON;ZEPHENJOHNSTON-PORTER;THE JESTER'S SON;ZEPHEN JOHNSTON-PORTER;1;0;1;0.0;100.0
THEJOKER;GEORGEWOOD;THE JOKER;GEORGE WOOD;1;0;0;0.0;0.0
THEKALONJIMAN;TYRESECAMERON;THE KALONJI MAN;TYRESE CAMERON;1;0;0;0.0;0.0
THEKIDISBACK;JBRAVO;THE KID IS BACK;J BRAVO;1;0;0;0.0;0.0
THEKIDISBACK;MAVASQUEZ;THE KID IS BACK;M A VASQUEZ;1;1;1;100.0;100.0
THEKINGOFMYHEART;ENZOCRUBLET;THEKINGOFMYHEART;ENZO CRUBLET;2;1;1;50.0;50.0
THELANCE;GERSONPEREDA;THE LANCE;GERSON  PEREDA;1;0;0;0.0;0.0
THELANCE;GUSTAVOVERA;THE LANCE;GUSTAVO VERA;1;0;0;0.0;0.0
THELANCE;JUANPTORRES;THE LANCE;JUAN P. TORRES;1;0;0;0.0;0.0
THELASTBULLETSMINE;DARIVERA;THELASTBULLETSMINE;D A RIVERA;1;0;1;0.0;100.0
THELASTDANCE;CSOUMILLON;THE LAST DANCE;C.SOUMILLON;3;2;3;66.7;100.0
THELASTFOAL;HLEBOUC;THE LAST FOAL;H.LEBOUC;2;0;0;0.0;0.0
THELASTFOAL;LROUSSEL;THE LAST FOAL;L.ROUSSEL;2;1;2;50.0;100.0
THELASTFOAL;MGUYON;THE LAST FOAL;M.GUYON;1;0;0;0.0;0.0
THELAWYER;IGNACIOISAIASVALDIVIA;THE LAWYER;IGNACIO ISAIAS VALDIVIA;1;0;0;0.0;0.0
THELAWYER;NICOLASALEJANDRORAMIREZMUNOZ;THE LAWYER;NICOLAS ALEJANDRO RAMIREZ MUNOZ;1;1;1;100.0;100.0
THELEFTOVERS;MARTINMONTOYA;THE LEFTOVERS;MARTIN MONTOYA;1;0;0;0.0;0.0
THELEGEND;DPROVOST;THE LEGEND;D.PROVOST;1;0;1;0.0;100.0
THELIONINWINTER;RYANMOORE;THE LION IN WINTER;RYAN MOORE;1;0;0;0.0;0.0
THELIONKING;ATZENIA;THE LION KING;ATZENI A.;1;0;0;0.0;0.0
THELIONKING;MCMONAGLEDB;THE LION KING;MCMONAGLE D.B.;1;0;1;0.0;100.0
THELIONKING;ORMANJ;THE LION KING;ORMAN J.;3;0;0;0.0;0.0
THELIONS'GATE;LAQDARRAMOLY;THE LIONS' GATE;LAQDAR RAMOLY;1;0;1;0.0;100.0
THELITTLESWAN;MGRANDIN;THE LITTLE SWAN;M.GRANDIN;2;0;1;0.0;50.0
THELITTLESWAN;TTRULLIER;THE LITTLE SWAN;T. TRULLIER;3;0;0;0.0;0.0
THELONIUS;LAUREANOVLADIMIRCOLASSO;THELONIUS;LAUREANO VLADIMIR COLASSO;1;0;0;0.0;0.0
THELOSTKING;NICOLACURRIE;THE LOST KING;NICOLA CURRIE;1;1;1;100.0;100.0
THELOSTKING;PJMCDONALD;THE LOST KING;P. J. MCDONALD;1;0;0;0.0;0.0
THELOSTKING;RESERVISTE3;THE LOST KING;RESERVISTE 3;1;0;0;0.0;0.0
THELOSTSOCK;CALLUMRODRIGUEZ;THE LOST SOCK;CALLUM RODRIGUEZ;1;0;0;0.0;0.0
THEMAGICMAN;AGAVILAN;THE MAGIC MAN;A.GAVILAN;2;1;2;50.0;100.0
THEMAGICMAN;AMEROU;THE MAGIC MAN;A.MEROU;2;0;0;0.0;0.0
THEMAGICMELODY;ENZOCRUBLET;THE MAGIC MELODY;ENZO CRUBLET;1;1;1;100.0;100.0
THEMAGICMELODY;MICHAELCADEDDU;THE MAGIC MELODY;MICHAEL CADEDDU;1;0;0;0.0;0.0
THEMAGPIE;AORANI;THE MAGPIE;A.ORANI;3;1;2;33.3;66.7
THEMAGPIE;MBARZALONA;THE MAGPIE;M.BARZALONA;3;0;1;0.0;33.3
THEMAGPIE;MGRANDIN;THE MAGPIE;M.GRANDIN;1;0;0;0.0;0.0
THEMAN;KIERANSHOEMARK;THE MAN;KIERAN SHOEMARK;1;0;0;0.0;0.0
THEMAN;SAFFIEOSBORNE;THE MAN;SAFFIE OSBORNE;2;0;0;0.0;0.0
THEMANUPFRONT;IORTIZ,JR;THEMANUPFRONT;I ORTIZ, JR.;1;0;0;0.0;0.0
THEMANUPFRONT;JOCASIO;THEMANUPFRONT;J OCASIO;1;1;1;100.0;100.0
THEMANUPFRONT;MGUTIERREZ;THEMANUPFRONT;M GUTIERREZ;1;0;0;0.0;0.0
THEMARKSMAN;JUANPABLOPAOLONI;THE MARKSMAN;JUAN PABLO PAOLONI;2;0;0;0.0;0.0
THEMAYOR;GINAMANGAN;THE MAYOR;GINA MANGAN;1;0;0;0.0;0.0
THEMEDITERRANEAN;MARTINRAMONDAVILA;THE MEDITERRANEAN;MARTIN RAMON DAVILA;1;0;0;0.0;0.0
THEMIGHTYBUTCH;JASONWHITING;THE MIGHTY BUTCH;JASON WHITING;1;0;0;0.0;0.0
THEMIGHTYBUTCH;RESERVISTE2;THE MIGHTY BUTCH;RESERVISTE 2;1;0;0;0.0;0.0
THEMIGHTYBUTCH;ROCKYCHEUNG;THE MIGHTY BUTCH;ROCKY CHEUNG;1;0;0;0.0;0.0
THEMINKSTER;JLOVEBERRY;THE MINKSTER;J LOVEBERRY;1;1;1;100.0;100.0
THEMOURNERAMBLER;COLINKEANE;THE MOURNE RAMBLER;COLIN KEANE;1;1;1;100.0;100.0
THENEWSTAR;FABIOEMANUELESCOBAR;THE NEW STAR;FABIO EMANUEL ESCOBAR;4;1;2;25.0;50.0
THEO;LEONWOLFF;THEO;LEON WOLFF;1;1;1;100.0;100.0
THEOBLITERATOR;EJZAYAS;THE OBLITERATOR;E J ZAYAS;1;0;1;0.0;100.0
THEODYSSEY;CLECOEUVRE;THE ODYSSEY;C.LECOEUVRE;1;1;1;100.0;100.0
THEODYSSEY;JWDOYLE;THE ODYSSEY;JW.DOYLE;1;0;0;0.0;0.0
THEODYSSEY;MBARZALONA;THE ODYSSEY;M.BARZALONA;1;0;0;0.0;0.0
THEOPHILOS;BARRYMCHUGH;THEOPHILOS;BARRY MCHUGH;1;0;0;0.0;0.0
THEORYOFEVERYTHING;OISINORR;THEORYOFEVERYTHING;OISIN ORR;1;0;0;0.0;0.0
THEORYOFTIDES;RESERVISTE1;THEORY OF TIDES;RESERVISTE 1;1;0;0;0.0;0.0
THEORYOFTIDES;SAFFIEOSBORNE;THEORY OF TIDES;SAFFIE OSBORNE;1;0;1;0.0;100.0
THEOUTSIDER;EDUARDOORTEGAPAVON;THE OUTSIDER;EDUARDO ORTEGA PAVON;1;0;0;0.0;0.0
THEOUTSIDER;SERGIOANTONIOPILIERO;THE OUTSIDER;SERGIO ANTONIO PILIERO;1;0;0;0.0;0.0
THEPACKAGE;EGONZALEZ;THE PACKAGE;E GONZALEZ;2;0;0;0.0;0.0
THEPACKAGE;PMORAN;THE PACKAGE;P MORAN;1;0;0;0.0;0.0
THEPAPERLADY;RESERVISTE6;THE PAPER LADY;RESERVISTE 6;1;0;0;0.0;0.0
THEPENDLEBURYFOX;WILLIAMPYLE;THEPENDLEBURYFOX;WILLIAM PYLE;1;0;0;0.0;0.0
THEPERFECTMATCH;BOWMANH;THE PERFECT MATCH;BOWMAN H.;2;0;0;0.0;0.0
THEPERFECTMATCH;CHAUCL;THE PERFECT MATCH;CHAU C.L.;3;1;2;33.3;66.7
THEPERFECTMATCH;HEWITSONL;THE PERFECT MATCH;HEWITSON L.;1;0;0;0.0;0.0
THEPIPER'SCALL;BENCOEN;THE PIPER'S CALL;BEN COEN;1;0;0;0.0;0.0
THEPISTOLSTAR;MFAVRIAUX;THE PISTOL STAR;M.FAVRIAUX;2;0;0;0.0;0.0
THEPISTOLSTAR;PCBOUDOT;THE PISTOL STAR;PC.BOUDOT;1;0;0;0.0;0.0
THEPLAYER;LUCASURRUZMENDI;THE PLAYER;LUCAS URRUZMENDI;3;0;0;0.0;0.0
THEPRESIDENT;YBARILLE;THE PRESIDENT;Y.BARILLE;6;0;1;0.0;16.7
THEPRETTIESTSTAR;JAMESDOYLE;THE PRETTIEST STAR;JAMES DOYLE;1;0;0;0.0;0.0
THEPRETTIESTSTAR;KIERANSHOEMARK;THE PRETTIEST STAR;KIERAN SHOEMARK;1;0;0;0.0;0.0
THEPROMISE;MOHT;THE PROMISE;MO H.T.;1;0;0;0.0;0.0
THEPUG;AIDENBROOKES;THE PUG;AIDEN BROOKES;2;0;0;0.0;0.0
THEPULSE;MJHUSBANDS;THE PULSE;M J HUSBANDS;1;0;1;0.0;100.0
THEPUMA;JCASTELLANO;THE PUMA;J CASTELLANO;1;0;0;0.0;0.0
THEQUEENSDIAMOND;SIBYLLEVOGT;THE QUEENS DIAMOND;SIBYLLE VOGT;3;0;0;0.0;0.0
THEQUIETMAN;MARKWINN;THEQUIETMAN;MARK WINN;1;0;0;0.0;0.0
THEREALFAFA;CARLOSPAVEZ;THE REAL FAFA;CARLOS  PAVEZ;1;0;0;0.0;0.0
THEREALFAFA;CRISTOPHERCORDERO;THE REAL FAFA;CRISTOPHER  CORDERO;2;0;0;0.0;0.0
THEREALFAFA;GERSONPEREDA;THE REAL FAFA;GERSON  PEREDA;1;0;0;0.0;0.0
THEREALFAFA;JELYBRAYANBARRILCURIN;THE REAL FAFA;JELY BRAYAN BARRIL CURIN;1;0;0;0.0;0.0
THEREALFAFA;MARIOPALOMINOS;THE REAL FAFA;MARIO  PALOMINOS;1;0;0;0.0;0.0
THEREALFAFA;MOISESABRAHAMDONOSO;THE REAL FAFA;MOISES ABRAHAM DONOSO;1;0;0;0.0;0.0
THEREALFAFA;VICENTEALEXANDERMARDONESGONZA;THE REAL FAFA;VICENTE ALEXANDER MARDONES GONZA;2;0;0;0.0;0.0
THEREALONE;MEHMETSALIHCELIK;THE REAL ONE;MEHMET SALIH CELIK;1;0;0;0.0;0.0
THEREALSCREAMER;JAMESRYAN;THE REAL SCREAMER;JAMES RYAN;1;0;1;0.0;100.0
THEREDHARE;GUYONM;THE RED HARE;GUYON M.;3;0;2;0.0;66.7
THEREDHARE;PURTONZ;THE RED HARE;PURTON Z.;2;0;2;0.0;100.0
THEREDHARE;YUENHY;THE RED HARE;YUEN H.Y.;1;0;0;0.0;0.0
THEREINBOWFACTOR;GSAEZ;THE REINBOW FACTOR;G SAEZ;1;0;0;0.0;0.0
THERMOSPHERELAD;JOEYAZZOPARDI;THERMOSPHERE LAD;JOEY AZZOPARDI;1;0;0;0.0;0.0
THERUSH;JEFFERSONTSANG;THE RUSH;JEFFERSON TSANG;1;0;0;0.0;0.0
THESALONICA;VAGNERLEAL;THESALONICA;VAGNER LEAL;2;0;1;0.0;50.0
THESCALLIONATOR;WESLEYJOYCE;THE SCALLIONATOR;WESLEY JOYCE;2;0;0;0.0;0.0
THESCENT;MARIAEUGENIASCHNEIDER;THE SCENT;MARIA EUGENIA SCHNEIDER;1;0;0;0.0;0.0
THESCIENTIST;GUSTAVOADRIANAROS;THE SCIENTIST;GUSTAVO ADRIAN AROS;1;0;0;0.0;0.0
THESCIENTIST;NELSONANDRESROJAS;THE SCIENTIST;NELSON ANDRES ROJAS;1;0;0;0.0;0.0
THESECRETADVERSARY;CSOUMILLON;THESECRETADVERSARY;C.SOUMILLON;1;1;1;100.0;100.0
THESECRETADVERSARY;SEAMIEHEFFERNAN;THESECRETADVERSARY;SEAMIE HEFFERNAN;3;1;1;33.3;33.3
THESHADOW;CSOUMILLON;THE SHADOW;C.SOUMILLON;2;1;2;50.0;100.0
THESHADOW;LGALLO;THE SHADOW;L.GALLO;1;0;1;0.0;100.0
THESHADOW;MGUYON;THE SHADOW;M.GUYON;3;0;2;0.0;66.7
THESHOWVINIST;JADEMCNAUGHT;THE SHOWVINIST;JADE MCNAUGHT;1;0;1;0.0;100.0
THESIGER;GGUILLERMO;THESIGER;G.GUILLERMO;3;0;0;0.0;0.0
THESIGER;SJUST;THESIGER;S.JUST;1;0;0;0.0;0.0
THESKECHER;TRISTANDURRELL;THE SKECHER;TRISTAN DURRELL;1;0;0;0.0;0.0
THESNARK;AMADAMET;THE SNARK;A.MADAMET;1;0;0;0.0;0.0
THESNARK;APOUCHIN;THE SNARK;A.POUCHIN;2;0;0;0.0;0.0
THESNARK;CDEMURO;THE SNARK;C.DEMURO;1;1;1;100.0;100.0
THESNARK;IMENDIZABAL;THE SNARK;I.MENDIZABAL;1;0;0;0.0;0.0
THESNARK;MGRANDIN;THE SNARK;M.GRANDIN;2;0;1;0.0;50.0
THESTRAL;JAMESDOYLE;THESTRAL;JAMES DOYLE;1;0;0;0.0;0.0
THESTRIKINVIKING;JAMESDOYLE;THE STRIKIN VIKING;JAMES DOYLE;1;0;0;0.0;0.0
THETEACHER;CLAUDIOSEBASTIANPOBLETEBRAVO;THE TEACHER;CLAUDIO SEBASTIAN POBLETE BRAVO;1;0;0;0.0;0.0
THETEACHER;FELIPEJAVIERMORENOFUENTES;THE TEACHER;FELIPE JAVIER MORENO FUENTES;4;0;0;0.0;0.0
THETHOR;RMARAGH;THE THOR;R MARAGH;1;0;1;0.0;100.0
THETIME;JCLAUDIC;THE TIME;J.CLAUDIC;1;0;0;0.0;0.0
THETIME;KVANDERBEKE;THE TIME;K.VANDERBEKE;1;0;0;0.0;0.0
THETIMES;LUISALBERTOCACERES;THE TIMES;LUIS ALBERTO CACERES;4;0;0;0.0;0.0
THETIMES;MAICOLDESOUZA;THE TIMES;MAICOL DE SOUZA;1;0;0;0.0;0.0
THETIMES;SOFIARODRIGUEZ;THE TIMES;SOFIA RODRIGUEZ;1;0;0;0.0;0.0
THETINKER;MBARZALONA;THE TINKER;M.BARZALONA;1;0;0;0.0;0.0
THETINKER;TTRULLIER;THE TINKER;T.TRULLIER;4;0;0;0.0;0.0
THETOPGATSBY;GGUEDJ-GAY;THE TOP GATSBY;G.GUEDJ-GAY;2;0;2;0.0;100.0
THETOPGATSBY;MGUYON;THE TOP GATSBY;M.GUYON;1;0;0;0.0;0.0
THETORNADO;GUILLERMOANTONIOPEREZASTUDILL;THE TORNADO;GUILLERMO ANTONIO PEREZ ASTUDILL;1;0;0;0.0;0.0
THETORNADO;JOSERICARDOSOLANOLERMA;THE TORNADO;JOSE RICARDO SOLANO LERMA;1;0;0;0.0;0.0
THETOWN;IORTIZ,JR;THE TOWN;I ORTIZ, JR.;1;1;1;100.0;100.0
THETOYCANNON;KCARMOUCHE;THE TOY CANNON;K CARMOUCHE;1;0;0;0.0;0.0
THETRICKSTER;CONNORBEASLEY;THE TRICKSTER;CONNOR BEASLEY;1;0;0;0.0;0.0
THETRICKSTER;RICHARDMULLEN;THE TRICKSTER;RICHARD MULLEN;2;0;0;0.0;0.0
THETURPINATOR;OLIVERSTAMMERS;THE TURPINATOR;OLIVER STAMMERS;1;0;0;0.0;0.0
THETWINS;MAVASQUEZ;THE TWINS;M A VASQUEZ;1;0;0;0.0;0.0
THEUBERMENSCH;CALLUMSHEPHERD;THE UBERMENSCH;CALLUM SHEPHERD;1;0;0;0.0;0.0
THEUBERMENSCH;HECTORCROUCH;THE UBERMENSCH;HECTOR CROUCH;1;0;0;0.0;0.0
THEUNIQUESTAR;TEETANK;THE UNIQUE STAR;TEETAN K.;1;0;0;0.0;0.0
THEWAGER;MISSJOSEPHINETOWNEND;THE WAGER;MISS JOSEPHINE TOWNEND;1;0;0;0.0;0.0
THEWAYWEWIN;MOHT;THE WAY WE WIN;MO H.T.;2;0;1;0.0;50.0
THEWHEEL;ABOURGEAIS;THE WHEEL;A.BOURGEAIS;1;0;0;0.0;0.0
THEWHEEL;CGROSBOIS;THE WHEEL;C.GROSBOIS;1;0;0;0.0;0.0
THEWHEEL;CSPERRY;THE WHEEL;C.SPERRY;1;0;0;0.0;0.0
THEWHEEL;DPROVOST;THE WHEEL;D.PROVOST;1;0;0;0.0;0.0
THEWHEEL;GVIEL;THE WHEEL;G.VIEL;1;0;0;0.0;0.0
THEWHEELOFTIME;JMOUTARD;THE WHEEL OF TIME;J.MOUTARD;3;0;0;0.0;0.0
THEWHIPMASTER;RSOUSA;THE WHIPMASTER;R. SOUSA;1;0;0;0.0;0.0
THEWIZARDOFEYE;NEILCALLAN;THE WIZARD OF EYE;NEIL CALLAN;1;0;0;0.0;0.0
THEWORLDSNOTENOUGH;MMELATISHAHUBER;THEWORLDSNOTENOUGH;MME LATISHA HUBER;1;0;0;0.0;0.0
THEYALLKNOWME;WARRENFENTIMAN;THEY ALL KNOW ME;WARREN FENTIMAN;1;0;1;0.0;100.0
THEYAMAL;JOHANAGUSTINGONZALEZ;THE YAMAL;JOHAN AGUSTIN GONZALEZ;1;0;0;0.0;0.0
THEYAMAL;LUISDIEGOMENGHINIYANEZ;THE YAMAL;LUIS DIEGO MENGHINI YANEZ;1;0;0;0.0;0.0
