Cheval_clean;Hippo;Cheval;Hippodrome;Courses;Victoires;Podiums;Moyenne_classement;Derniere_course;Taux_victoire;Taux_podium;Jours_depuis
LADIVA;ARGENTAN;LADIVA;ARGENTAN;1;0;1;2.0;2026-04-09;0.0;100.0;103.0
LADIVA;COMPIEGNE;LADIVA;COMPIEGNE;1;0;0;6.0;2026-06-13;0.0;0.0;38.0
LADIVA;DEAUVILLE;LADIVA;DEAUVILLE;1;0;0;13.0;2026-01-22;0.0;0.0;180.0
LADIVA;LE MANS;LADIVA;LE MANS;2;0;0;9.0;2026-03-20;0.0;0.0;123.0
LADIVA;PORNICHET;LADIVA;PORNICHET;1;0;0;16.0;2026-02-18;0.0;0.0;153.0
LADIVA;ParisLongchamp;LADIVA;ParisLongchamp;1;0;1;3.0;2026-07-20;0.0;100.0;1.0
LADIVA;SAINT-CLOUD;LADIVA;SAINT-CLOUD;1;0;0;4.0;2026-05-15;0.0;0.0;67.0
LADIVAD'ALBEN;DEAUVILLE;LA DIVA D'ALBEN;DEAUVILLE;1;0;0;9.0;2026-01-16;0.0;0.0;186.0
LADIVAD'ALBEN;FONTAINEBLEAU;LA DIVA D'ALBEN;FONTAINEBLEAU;1;0;0;15.0;2026-02-28;0.0;0.0;143.0
LADJA;CAGNES/MER;LADJA;CAGNES/MER;1;0;0;7.0;2026-02-10;0.0;0.0;161.0
LADOLOISE;CHANTILLY;LA DOLOISE;CHANTILLY;1;0;0;16.0;2026-05-04;0.0;0.0;78.0
LADOLOISE;SAINT-CLOUD;LA DOLOISE;SAINT-CLOUD;2;0;0;12.0;2026-05-15;0.0;0.0;67.0
LADOPINHUE;VALPARAISO;LA DOPINHUE;VALPARAISO;1;0;0;0.0;2026-02-22;0.0;0.0;149.0
LADORE;ARGENTAN;LA DO RE;ARGENTAN;1;0;0;5.0;2026-06-10;0.0;0.0;41.0
LADORE;CHANTILLY;LA DO RE;CHANTILLY;1;0;0;5.0;2026-01-10;0.0;0.0;192.0
LADORE;DEAUVILLE;LA DO RE;DEAUVILLE;1;0;1;2.0;2026-02-07;0.0;100.0;164.0
LADORE;NANTES;LA DO RE;NANTES;2;0;1;3.5;2026-07-10;0.0;50.0;11.0
LADORE;SAINT-CLOUD;LA DO RE;SAINT-CLOUD;1;0;0;13.0;2026-04-24;0.0;0.0;88.0
LADORE;SENONNES POUANCE;LA DO RE;SENONNES POUANCE;1;0;0;7.0;2026-03-13;0.0;0.0;130.0
LADORMILONA;SAN ISIDRO;LA DORMILONA;SAN ISIDRO;2;0;0;3.0;2026-03-22;0.0;0.0;121.0
LADY'ARMOR;DEAUVILLE;LADY'ARMOR;DEAUVILLE;1;0;0;14.0;2026-01-30;0.0;0.0;172.0
LADY'ARMOR;EVREUX;LADY'ARMOR;EVREUX;1;0;0;12.0;2026-05-26;0.0;0.0;56.0
LADY'ARMOR;PAU;LADY'ARMOR;PAU;2;0;0;5.5;2026-01-20;0.0;0.0;182.0
LADY'SCHOICE;SHA TIN (HONG KONG);LADY'S CHOICE;SHA TIN (HONG KONG);4;0;0;7.75;2026-04-19;0.0;0.0;93.0
LADY'SLOVE;SHA TIN (HONG KONG);LADY'S LOVE;SHA TIN (HONG KONG);4;0;0;6.0;2026-07-12;0.0;0.0;9.0
LADYACE;LYON LA SOIE;LADY ACE;LYON LA SOIE;1;0;0;13.0;2026-03-21;0.0;0.0;122.0
LADYACE;NANCY-BRABOIS;LADY ACE;NANCY-BRABOIS;2;0;1;6.5;2026-06-05;0.0;50.0;46.0
LADYAGATA;CHANTILLY;LADY AGATA;CHANTILLY;1;0;0;4.0;2026-02-25;0.0;0.0;146.0
LADYAGATA;DEAUVILLE;LADY AGATA;DEAUVILLE;1;0;0;6.0;2026-01-29;0.0;0.0;173.0
LADYAGATA;FONTAINEBLEAU;LADY AGATA;FONTAINEBLEAU;1;0;0;11.0;2026-03-13;0.0;0.0;130.0
LADYAGATA;LYON-PARILLY;LADY AGATA;LYON-PARILLY;1;0;1;2.0;2026-04-29;0.0;100.0;83.0
LADYAGATA;ParisLongchamp;LADY AGATA;ParisLongchamp;2;0;2;2.0;2026-06-11;0.0;100.0;40.0
LADYANGELINA;CHATEAUBRIANT;LADY ANGELINA;CHATEAUBRIANT;1;0;0;0.0;2026-06-23;0.0;0.0;28.0
LADYANGELINA;DIEPPE MIDI;LADY ANGELINA;DIEPPE MIDI;1;0;0;0.0;2026-06-23;0.0;0.0;28.0
LADYARANTZA;SANTIAGO;LADY ARANTZA;SANTIAGO;3;0;1;7.0;2026-03-20;0.0;33.3;123.0
LADYARAVACA;CHANTILLY;LADY ARAVACA;CHANTILLY;1;0;1;2.0;2026-07-07;0.0;100.0;14.0
LADYASHLEY;SANTIAGO;LADY ASHLEY;SANTIAGO;2;1;1;3.0;2026-04-12;50.0;50.0;100.0
LADYAZAR;SAN ISIDRO;LADY AZAR;SAN ISIDRO;1;0;0;5.0;2026-05-20;0.0;0.0;62.0
LADYAZUL;SARATOGA;LADY AZUL;SARATOGA;1;0;1;3.0;2026-07-11;0.0;100.0;10.0
LADYBIRDAA;DAX;LADY BIRD AA;DAX;2;0;0;8.0;2026-06-07;0.0;0.0;44.0
LADYBIRDAA;MONT DE MARSAN;LADY BIRD AA;MONT DE MARSAN;1;0;0;0.0;2026-03-12;0.0;0.0;131.0
LADYBIRDAA;TARBES;LADY BIRD AA;TARBES;1;0;0;9.0;2026-04-05;0.0;0.0;107.0
LADYBLAKE;CHURCHILL DOWNS;LADY BLAKE;CHURCHILL DOWNS;1;0;0;0.0;2026-05-23;0.0;0.0;59.0
LADYBLITEY;SAN ISIDRO;LADY BLITEY;SAN ISIDRO;1;0;1;2.0;2026-04-10;0.0;100.0;102.0
LADYBUG;CHANTILLY;LADYBUG;CHANTILLY;2;0;0;13.0;2026-04-14;0.0;0.0;98.0
LADYBUG;LYON LA SOIE;LADYBUG;LYON LA SOIE;1;0;0;14.0;2026-03-21;0.0;0.0;122.0
LADYBUG;LYON-PARILLY;LADYBUG;LYON-PARILLY;1;0;0;10.0;2026-04-29;0.0;0.0;83.0
LADYBYRON;DIEPPE;LADY BYRON;DIEPPE;1;0;0;6.0;2026-06-06;0.0;0.0;45.0
LADYBYRON;TARBES;LADY BYRON;TARBES;1;0;0;7.0;2026-05-11;0.0;0.0;71.0
LADYCADRAN;VITTEL;LADY CADRAN;VITTEL;1;0;0;8.0;2026-07-19;0.0;0.0;2.0
LADYCAROLINELAMB;BEVERLEY;LADY CAROLINE LAMB;BEVERLEY;1;1;1;1.0;2026-06-23;100.0;100.0;28.0
LADYCHACHA;GULFSTREAM PARK;LADY CHA CHA;GULFSTREAM PARK;3;0;0;7.0;2026-04-18;0.0;0.0;94.0
LADYCHANCE;GULFSTREAM PARK;LADY CHANCE;GULFSTREAM PARK;3;0;1;4.333333333333333;2026-06-05;0.0;33.3;46.0
LADYCHNAK;SAINT-CLOUD;LADY CHNAK;SAINT-CLOUD;2;1;1;4.0;2026-05-29;50.0;50.0;53.0
LADYCOCODY;SAN SEBASTIAN;LADY COCODY;SAN SEBASTIAN;1;0;1;2.0;2026-04-22;0.0;100.0;90.0
LADYCOOL;LYON LA SOIE;LADY COOL;LYON LA SOIE;1;0;0;8.0;2026-03-11;0.0;0.0;132.0
LADYCOOL;PAU;LADY COOL;PAU;2;0;0;10.0;2026-02-08;0.0;0.0;163.0
LADYCOOL;TARBES;LADY COOL;TARBES;1;0;0;8.0;2026-04-05;0.0;0.0;107.0
LADYCOSY;PONT DE VIVAUX;LADY COSY;PONT DE VIVAUX;2;0;0;7.5;2026-03-22;0.0;0.0;121.0
LADYCOSY;TARBES;LADY COSY;TARBES;1;0;0;9.0;2026-04-05;0.0;0.0;107.0
LADYD'AUTHIE;MACHECOUL;LADY D'AUTHIE;MACHECOUL;1;0;0;4.0;2026-02-22;0.0;0.0;149.0
LADYDANAE;DIEPPE;LADY DANAE;DIEPPE;1;0;0;8.0;2026-07-18;0.0;0.0;3.0
LADYDANAE;SAINT-CLOUD;LADY DANAE;SAINT-CLOUD;2;0;0;10.0;2026-07-08;0.0;0.0;13.0
LADYDARKA;DAX;LADY DARKA;DAX;1;0;0;6.0;2026-05-10;0.0;0.0;72.0
LADYDARKA;LA TESTE;LADY DARKA;LA TESTE;3;1;1;4.0;2026-06-30;33.3;33.3;21.0
LADYDARKA;PAU;LADY DARKA;PAU;3;0;0;5.666666666666667;2026-02-20;0.0;0.0;151.0
LADYDELILA;NEWCASTLE;LADY DELILA;NEWCASTLE;2;0;1;6.0;2026-04-13;0.0;50.0;99.0
LADYDELILAH;AQUEDUCT;LADY DELILAH;AQUEDUCT;1;0;0;7.0;2026-06-20;0.0;0.0;31.0
LADYDILACOLMINE;VICHY;LADY DI LA COLMINE;VICHY;1;0;0;6.0;2026-05-24;0.0;0.0;58.0
LADYDUSAPHIR;ANGERS;LADY DU SAPHIR;ANGERS;1;0;0;7.0;2026-05-20;0.0;0.0;62.0
LADYDUSAPHIR;CHATEAUBRIANT;LADY DU SAPHIR;CHATEAUBRIANT;1;0;1;2.0;2026-05-24;0.0;100.0;58.0
LADYDUSAPHIR;CRAON;LADY DU SAPHIR;CRAON;1;0;0;6.0;2026-06-04;0.0;0.0;47.0
LADYDUSAPHIR;LE LION D'ANGERS;LADY DU SAPHIR;LE LION D'ANGERS;1;0;0;5.0;2026-04-20;0.0;0.0;92.0
LADYDUSAPHIR;PORNICHET;LADY DU SAPHIR;PORNICHET;4;0;0;4.0;2026-03-25;0.0;0.0;118.0
LADYDUSAPHIR;SAINT-CLOUD;LADY DU SAPHIR;SAINT-CLOUD;1;0;0;6.0;2026-03-10;0.0;0.0;133.0
LADYDUSAPHIR;SENONNES POUANCE;LADY DU SAPHIR;SENONNES POUANCE;1;0;0;5.0;2026-04-08;0.0;0.0;104.0
LADYEMPER;VALPARAISO;LADY EMPER;VALPARAISO;3;0;0;5.666666666666667;2026-03-11;0.0;0.0;132.0
LADYFALCONCEN;COMPIEGNE;LADY FALCON CEN;COMPIEGNE;1;0;1;3.0;2026-07-10;0.0;100.0;11.0
LADYFALCONCEN;SAINT-CLOUD;LADY FALCON CEN;SAINT-CLOUD;1;0;0;4.0;2026-06-12;0.0;0.0;39.0
LADYFIREFOOT;GULFSTREAM PARK;LADY FIREFOOT;GULFSTREAM PARK;1;0;0;6.0;2026-02-06;0.0;0.0;165.0
LADYFRANCAROSA;CHANTILLY;LADY FRANCA ROSA;CHANTILLY;1;0;0;9.0;2026-01-10;0.0;0.0;192.0
LADYFRANCAROSA;FONTAINEBLEAU;LADY FRANCA ROSA;FONTAINEBLEAU;1;0;0;8.0;2026-02-28;0.0;0.0;143.0
LADYFRANCAROSA;LA TESTE;LADY FRANCA ROSA;LA TESTE;1;1;1;1.0;2026-07-15;100.0;100.0;6.0
LADYFRANCAROSA;LE LION D'ANGERS;LADY FRANCA ROSA;LE LION D'ANGERS;1;0;0;6.0;2026-05-07;0.0;0.0;75.0
LADYFRANCAROSA;LYON-PARILLY;LADY FRANCA ROSA;LYON-PARILLY;1;0;0;5.0;2026-06-22;0.0;0.0;29.0
LADYFRANCAROSA;STRASBOURG;LADY FRANCA ROSA;STRASBOURG;1;0;1;3.0;2026-04-18;0.0;100.0;94.0
LADYGA;LE LION D'ANGERS;LADY GA;LE LION D'ANGERS;1;0;0;6.0;2026-05-14;0.0;0.0;68.0
LADYGARFIELD;LA TESTE;LADY GARFIELD;LA TESTE;1;0;0;12.0;2026-03-21;0.0;0.0;122.0
LADYGARFIELD;MEYDAN (E.A.U);LADY GARFIELD;MEYDAN (E.A.U);3;0;0;8.666666666666666;2026-02-28;0.0;0.0;143.0
LADYGATSBY;DIEPPE;LADY GATSBY;DIEPPE;1;0;0;7.0;2026-07-09;0.0;0.0;12.0
LADYGATSBY;EVREUX;LADY GATSBY;EVREUX;1;0;1;2.0;2026-04-15;0.0;100.0;97.0
LADYGATSBY;PAU;LADY GATSBY;PAU;3;0;1;4.0;2026-01-20;0.0;33.3;182.0
LADYGREY;DONCASTER;LADY GREY;DONCASTER;1;0;0;7.0;2026-04-25;0.0;0.0;87.0
LADYILZE;CHURCHILL DOWNS;LADY ILZE;CHURCHILL DOWNS;1;0;0;4.0;2026-05-08;0.0;0.0;74.0
LADYINBLACK;SANTIAGO;LADY IN BLACK;SANTIAGO;2;1;2;2.0;2026-04-24;50.0;100.0;88.0
LADYINRED;CHANTILLY;LADY IN RED;CHANTILLY;1;0;0;0.0;2026-02-12;0.0;0.0;159.0
LADYINRED;CHATILLON/CHALARONNE;LADY IN RED;CHATILLON/CHALARONNE;1;0;0;0.0;2026-06-08;0.0;0.0;43.0
LADYINRED;LYON LA SOIE;LADY IN RED;LYON LA SOIE;1;0;0;7.0;2026-03-21;0.0;0.0;122.0
LADYINRED;LYON-PARILLY;LADY IN RED;LYON-PARILLY;1;0;0;11.0;2026-05-08;0.0;0.0;74.0
LADYKAMEKO;KEMPTON PARK;LADY KAMEKO;KEMPTON PARK;1;0;0;8.0;2026-01-28;0.0;0.0;174.0
LADYKATHRYN;GULFSTREAM PARK;LADY KATHRYN;GULFSTREAM PARK;1;0;0;6.0;2026-02-21;0.0;0.0;150.0
LADYKAYA;SAN ISIDRO;LADY KAYA;SAN ISIDRO;1;0;0;9.0;2026-06-30;0.0;0.0;21.0
LADYKIKI;BUNBURY AUSTRALIE;LADY KIKI;BUNBURY AUSTRALIE;1;0;0;0.0;2026-05-31;0.0;0.0;51.0
LADYKINGLY;SANTIAGO;LADY KINGLY;SANTIAGO;1;1;1;1.0;2026-05-04;100.0;100.0;78.0
LADYKOSTAS;MONS (GHLIN);LADY KOSTAS;MONS (GHLIN);1;0;0;7.0;2026-01-29;0.0;0.0;173.0
LADYLAURA;VALPARAISO;LADY LAURA;VALPARAISO;2;2;2;1.0;2026-04-15;100.0;100.0;97.0
LADYLOT;VALPARAISO;LADY LOT;VALPARAISO;1;0;0;9.0;2026-05-30;0.0;0.0;52.0
LADYLOVEBUG;HAMBOURG HORN;LADY LOVEBUG;HAMBOURG HORN;1;0;0;4.0;2026-07-20;0.0;0.0;1.0
LADYLUCK;CHANTILLY;LADY LUCK;CHANTILLY;2;0;1;7.0;2026-06-14;0.0;50.0;37.0
LADYLUCK;ParisLongchamp;LADY LUCK;ParisLongchamp;2;1;2;2.0;2026-05-30;50.0;100.0;52.0
LADYLUCK;SAINT-CLOUD;LADY LUCK;SAINT-CLOUD;2;0;1;6.0;2026-05-29;0.0;50.0;53.0
LADYLULLABY;GULFSTREAM PARK;LADY LULLABY;GULFSTREAM PARK;2;0;0;4.5;2026-04-16;0.0;0.0;96.0
LADYLUMBER;VALPARAISO;LADY LUMBER;VALPARAISO;9;2;5;4.444444444444445;2026-06-22;22.2;55.6;29.0
LADYLUMBERJACK;SANTIAGO;LADY LUMBERJACK;SANTIAGO;1;0;0;11.0;2026-01-23;0.0;0.0;179.0
LADYMACALLAN;SAN ISIDRO;LADY MACALLAN;SAN ISIDRO;1;0;0;5.0;2026-06-14;0.0;0.0;37.0
LADYMADEIRA;CHANTILLY;LADY MADEIRA;CHANTILLY;1;0;0;10.0;2026-03-30;0.0;0.0;113.0
LADYMADEIRA;DEAUVILLE;LADY MADEIRA;DEAUVILLE;1;0;0;8.0;2026-02-07;0.0;0.0;164.0
LADYMADEIRA;NANCY-BRABOIS;LADY MADEIRA;NANCY-BRABOIS;3;0;0;5.333333333333333;2026-06-05;0.0;0.0;46.0
LADYMADEIRA;STRASBOURG;LADY MADEIRA;STRASBOURG;4;0;0;8.0;2026-06-16;0.0;0.0;35.0
LADYMADELEINE;CHANTILLY;LADY MADELEINE;CHANTILLY;1;0;1;2.0;2026-07-19;0.0;100.0;2.0
LADYMADELEINE;FONTAINEBLEAU;LADY MADELEINE;FONTAINEBLEAU;1;0;1;3.0;2026-03-13;0.0;100.0;130.0
LADYMADELEINE;ParisLongchamp;LADY MADELEINE;ParisLongchamp;2;0;2;2.0;2026-05-07;0.0;100.0;75.0
LADYMADELEINE;SAINT-CLOUD;LADY MADELEINE;SAINT-CLOUD;1;0;1;2.0;2026-06-28;0.0;100.0;23.0
LADYMANA;BORELY;LADY MANA;BORELY;2;0;1;5.0;2026-05-06;0.0;50.0;76.0
LADYMANA;CAGNES/MER;LADY MANA;CAGNES/MER;1;0;0;11.0;2026-02-24;0.0;0.0;147.0
LADYMANA;LYON-PARILLY;LADY MANA;LYON-PARILLY;1;0;0;4.0;2026-06-13;0.0;0.0;38.0
LADYMANA;PONT DE VIVAUX;LADY MANA;PONT DE VIVAUX;3;0;0;8.0;2026-03-22;0.0;0.0;121.0
LADYMANA;SALON DE PROVENCE;LADY MANA;SALON DE PROVENCE;1;0;0;4.0;2026-05-25;0.0;0.0;57.0
LADYMANA;VICHY;LADY MANA;VICHY;1;0;0;6.0;2026-05-13;0.0;0.0;69.0
LADYMANZOR;KEMPTON PARK;LADY MANZOR;KEMPTON PARK;1;0;0;4.0;2026-05-20;0.0;0.0;62.0
LADYMARA;LE LION D'ANGERS;LADY MARA;LE LION D'ANGERS;1;1;1;1.0;2026-05-14;100.0;100.0;68.0
LADYMARA;VICHY;LADY MARA;VICHY;1;0;0;4.0;2026-07-20;0.0;0.0;1.0
LADYMARIAN;SANTIAGO;LADY MARIAN;SANTIAGO;2;0;1;4.5;2026-06-29;0.0;50.0;22.0
LADYMARIKO;ASCOT;LADY MARIKO;ASCOT;1;0;0;18.0;2026-06-17;0.0;0.0;34.0
LADYMATILDA;HAMBOURG HORN;LADY MATILDA;HAMBOURG HORN;1;1;1;1.0;2026-07-20;100.0;100.0;1.0
LADYMEGHAN;MARONAS;LADY MEGHAN;MARONAS;1;0;1;2.0;2026-03-28;0.0;100.0;115.0
LADYMERA;CAGNES/MER;LADY MERA;CAGNES/MER;1;0;0;13.0;2026-01-27;0.0;0.0;175.0
LADYMILLER;MUNICH-RIEM;LADY MILLER;MUNICH-RIEM;1;0;1;2.0;2026-06-22;0.0;100.0;29.0
LADYMIMINA;SAN ISIDRO;LADY MIMINA;SAN ISIDRO;1;0;0;7.0;2026-03-21;0.0;0.0;122.0
LADYMIRANDA;NEWMARKET;LADY MIRANDA;NEWMARKET;1;0;0;7.0;2026-07-09;0.0;0.0;12.0
LADYMOON;CURRAGH;LADY MOON;CURRAGH;1;0;0;11.0;2026-06-27;0.0;0.0;24.0
LADYNERUD;MARONAS;LADY NERUD;MARONAS;1;0;0;9.0;2026-06-28;0.0;0.0;23.0
LADYOCEAN;SANTIAGO;LADY OCEAN;SANTIAGO;2;0;0;5.0;2026-06-15;0.0;0.0;36.0
LADYOFNABEUL;LA TESTE;LADY OF NABEUL;LA TESTE;1;0;0;14.0;2026-03-21;0.0;0.0;122.0
LADYOFTHECROSS;LYON LA SOIE;LADY OF THE CROSS;LYON LA SOIE;1;0;0;12.0;2026-02-14;0.0;0.0;157.0
LADYOFTHECROSS;LYON-PARILLY;LADY OF THE CROSS;LYON-PARILLY;1;0;0;7.0;2026-03-29;0.0;0.0;114.0
LADYOFTHECROSS;PONT DE VIVAUX;LADY OF THE CROSS;PONT DE VIVAUX;1;0;0;6.0;2026-01-04;0.0;0.0;198.0
LADYOFTHECROSS;VICHY;LADY OF THE CROSS;VICHY;1;0;0;16.0;2026-05-13;0.0;0.0;69.0
LADYOSPREY;DEAUVILLE;LADY OSPREY;DEAUVILLE;1;0;1;2.0;2026-06-26;0.0;100.0;25.0
LADYOSPREY;DIEPPE;LADY OSPREY;DIEPPE;1;0;0;5.0;2026-06-06;0.0;0.0;45.0
LADYOSPREY;LE MANS;LADY OSPREY;LE MANS;1;0;0;5.0;2026-04-21;0.0;0.0;91.0
LADYOSPREY;NANTES;LADY OSPREY;NANTES;1;0;0;4.0;2026-05-11;0.0;0.0;71.0
LADYOSPREY;SAINT-CLOUD;LADY OSPREY;SAINT-CLOUD;1;0;1;3.0;2026-05-22;0.0;100.0;60.0
LADYPALMA;LYON-PARILLY;LADY PALMA;LYON-PARILLY;1;0;1;3.0;2026-06-21;0.0;100.0;30.0
LADYPALMA;VICHY;LADY PALMA;VICHY;1;0;0;6.0;2026-05-24;0.0;0.0;58.0
LADYPINK;LA CEPIERE;LADY PINK;LA CEPIERE;1;0;0;0.0;2026-02-17;0.0;0.0;154.0
LADYPINK;PAU;LADY PINK;PAU;3;0;1;4.666666666666667;2026-01-28;0.0;33.3;174.0
LADYPINK;SAINT-CLOUD;LADY PINK;SAINT-CLOUD;1;0;0;11.0;2026-06-12;0.0;0.0;39.0
LADYPRETEND;BAD HARZBURG;LADY PRETEND;BAD HARZBURG;1;0;0;14.0;2026-07-18;0.0;0.0;3.0
LADYPRETEND;HAMBOURG HORN;LADY PRETEND;HAMBOURG HORN;1;0;0;4.0;2026-07-05;0.0;0.0;16.0
LADYQUESTION;GULFSTREAM PARK;LADY QUESTION;GULFSTREAM PARK;3;1;1;6.0;2026-06-05;33.3;33.3;46.0
LADYRIVERLILY;GULFSTREAM PARK;LADY RIVER LILY;GULFSTREAM PARK;2;1;2;2.0;2026-03-26;50.0;100.0;117.0
LADYRIVERLILY;SARATOGA;LADY RIVER LILY;SARATOGA;1;0;0;0.0;2026-06-04;0.0;0.0;47.0
LADYROCKULA;GULFSTREAM PARK;LADY ROCKULA;GULFSTREAM PARK;3;0;0;6.333333333333333;2026-07-12;0.0;0.0;9.0
LADYROISIA;ASCOT;LADY ROISIA;ASCOT;1;0;0;0.0;2026-06-18;0.0;0.0;33.0
LADYROSALIND;WINDSOR;LADY ROSALIND;WINDSOR;1;0;0;7.0;2026-07-20;0.0;0.0;1.0
LADYROSE;AQUEDUCT;LADY ROSE;AQUEDUCT;1;1;1;1.0;2026-06-18;100.0;100.0;33.0
LADYROYAL;MARONAS;LADY ROYAL;MARONAS;2;1;1;4.5;2026-06-14;50.0;50.0;37.0
LADYSHAMROCK;CHANTILLY;LADY SHAMROCK;CHANTILLY;3;0;0;9.666666666666666;2026-05-12;0.0;0.0;70.0
LADYSHAMROCK;SAINT-CLOUD;LADY SHAMROCK;SAINT-CLOUD;1;0;0;9.0;2026-04-17;0.0;0.0;95.0
LADYSHOW;CHANTILLY;LADYSHOW;CHANTILLY;1;0;0;10.0;2026-01-31;0.0;0.0;171.0
LADYSHOW;DEAUVILLE;LADYSHOW;DEAUVILLE;2;0;0;9.0;2026-01-22;0.0;0.0;180.0
LADYSOFIA;CHANTILLY;LADY SOFIA;CHANTILLY;2;0;2;2.0;2026-03-16;0.0;100.0;127.0
LADYSOFIA;CLAIREFONTAINE;LADY SOFIA;CLAIREFONTAINE;1;0;1;2.0;2026-07-06;0.0;100.0;15.0
LADYSOFIA;COMPIEGNE;LADY SOFIA;COMPIEGNE;1;0;0;4.0;2026-05-25;0.0;0.0;57.0
LADYSOFIA;DEAUVILLE;LADY SOFIA;DEAUVILLE;1;0;0;5.0;2026-01-23;0.0;0.0;179.0
LADYSOFIA;ParisLongchamp;LADY SOFIA;ParisLongchamp;2;0;1;5.5;2026-06-15;0.0;50.0;36.0
LADYSTARLIGHT;NANTES;LADY STARLIGHT;NANTES;2;0;0;6.0;2026-05-29;0.0;0.0;53.0
LADYSUMMER;GULFSTREAM PARK;LADY SUMMER;GULFSTREAM PARK;1;0;1;3.0;2026-06-12;0.0;100.0;39.0
LADYTANIA;SAN ISIDRO;LADY TANIA;SAN ISIDRO;2;0;0;7.5;2026-05-10;0.0;0.0;72.0
LADYTEDSMORE;ANGERS;LADY TEDSMORE;ANGERS;1;0;0;5.0;2026-06-08;0.0;0.0;43.0
LADYTEDSMORE;COMPIEGNE;LADY TEDSMORE;COMPIEGNE;1;0;0;9.0;2026-07-10;0.0;0.0;11.0
LADYTEDSMORE;DIEPPE;LADY TEDSMORE;DIEPPE;1;0;1;3.0;2026-05-16;0.0;100.0;66.0
LADYTEDSMORE;ParisLongchamp;LADY TEDSMORE;ParisLongchamp;1;0;0;16.0;2026-04-23;0.0;0.0;89.0
LADYTEDSMORE;SAINT-CLOUD;LADY TEDSMORE;SAINT-CLOUD;1;0;0;7.0;2026-03-15;0.0;0.0;128.0
LADYTERLINGUA;SANTIAGO;LADY TERLINGUA;SANTIAGO;1;0;0;10.0;2026-05-18;0.0;0.0;64.0
LADYVINTAGE;GULFSTREAM PARK;LADY VINTAGE;GULFSTREAM PARK;2;0;0;6.5;2026-02-27;0.0;0.0;144.0
LADYVITESSE;BORELY;LADY VITESSE;BORELY;1;0;0;12.0;2026-05-18;0.0;0.0;64.0
LADYVITESSE;CAGNES/MER;LADY VITESSE;CAGNES/MER;2;0;0;9.5;2026-02-21;0.0;0.0;150.0
LADYVITESSE;LYON-PARILLY;LADY VITESSE;LYON-PARILLY;1;0;0;7.0;2026-03-15;0.0;0.0;128.0
LADYVITESSE;SALON DE PROVENCE;LADY VITESSE;SALON DE PROVENCE;2;0;0;9.5;2026-06-17;0.0;0.0;34.0
LADYWANDA;DAX;LADY WANDA;DAX;1;0;0;6.0;2026-07-08;0.0;0.0;13.0
LADYWANDA;LA TESTE;LADY WANDA;LA TESTE;2;0;0;4.5;2026-06-25;0.0;0.0;26.0
LADYWANDA;LYON LA SOIE;LADY WANDA;LYON LA SOIE;1;0;0;7.0;2026-03-11;0.0;0.0;132.0
LADYWINGALONG;KEMPTON PARK;LADY WINGALONG;KEMPTON PARK;1;0;0;5.0;2026-01-28;0.0;0.0;174.0
LADYWISDOM;AQUEDUCT;LADY WISDOM;AQUEDUCT;1;1;1;1.0;2026-06-25;100.0;100.0;26.0
LADYZARQA;CHOLET;LADY ZARQA;CHOLET;1;0;0;5.0;2026-06-10;0.0;0.0;41.0
LADYZAZA;FONTAINEBLEAU;LADY ZAZA;FONTAINEBLEAU;1;0;0;9.0;2026-04-11;0.0;0.0;101.0
LAENTUSIASMADA;SAN ISIDRO;LA ENTUSIASMADA;SAN ISIDRO;1;0;0;7.0;2026-01-04;0.0;0.0;198.0
LAESCUDERA;CONCEPCION;LA ESCUDERA;CONCEPCION;1;0;0;9.0;2026-05-19;0.0;0.0;63.0
LAESCUDERA;SANTIAGO;LA ESCUDERA;SANTIAGO;5;0;0;11.8;2026-04-17;0.0;0.0;95.0
LAETIBEY;CHOLET;LAETIBEY;CHOLET;1;0;1;2.0;2026-06-30;0.0;100.0;21.0
LAETITIA;BADEN-BADEN;LAETITIA;BADEN-BADEN;1;0;1;3.0;2026-06-07;0.0;100.0;44.0
LAETITIA;HAMBOURG HORN;LAETITIA;HAMBOURG HORN;1;1;1;1.0;2026-07-05;100.0;100.0;16.0
LAEUROCOPA;SAN ISIDRO;LA EUROCOPA;SAN ISIDRO;2;0;0;7.5;2026-06-30;0.0;0.0;21.0
LAEXCELLENCE;BUNBURY AUSTRALIE;LA EXCELLENCE;BUNBURY AUSTRALIE;1;0;0;5.0;2026-01-11;0.0;0.0;191.0
LAFAJITA;VALPARAISO;LA FAJITA;VALPARAISO;1;0;0;6.0;2026-05-11;0.0;0.0;71.0
LAFAMA;MONT DE MARSAN;LA FAMA;MONT DE MARSAN;1;0;0;5.0;2026-03-23;0.0;0.0;120.0
LAFAMA;PAU;LA FAMA;PAU;3;0;1;5.0;2026-01-20;0.0;33.3;182.0
LAFERRETCAPIENNE;CHANTILLY;LA FERRETCAPIENNE;CHANTILLY;10;0;0;9.2;2026-07-19;0.0;0.0;2.0
LAFERRETCAPIENNE;ParisLongchamp;LA FERRETCAPIENNE;ParisLongchamp;1;0;0;12.0;2026-06-15;0.0;0.0;36.0
LAFERRETCAPIENNE;SAINT-CLOUD;LA FERRETCAPIENNE;SAINT-CLOUD;1;0;0;5.0;2026-05-29;0.0;0.0;53.0
LAFIERA;MARONAS;LA FIERA;MARONAS;2;0;0;8.0;2026-07-19;0.0;0.0;2.0
