Cheval_clean;Hippo;Cheval;Hippodrome;Courses;Victoires;Podiums;Moyenne_classement;Derniere_course;Taux_victoire;Taux_podium;Jours_depuis
GOLDENSIM;CHANTILLY;GOLDENSIM;CHANTILLY;3;0;0;8.333333333333334;2026-04-28;0.0;0.0;84.0
GOLDENSIM;DEAUVILLE;GOLDENSIM;DEAUVILLE;1;0;1;3.0;2026-04-07;0.0;100.0;105.0
GOLDENSIM;PAU;GOLDENSIM;PAU;6;1;4;2.8333333333333335;2026-02-23;16.7;66.7;148.0
GOLDENSPIKE;HAMBOURG HORN;GOLDEN SPIKE;HAMBOURG HORN;1;0;0;0.0;2026-06-28;0.0;0.0;23.0
GOLDENSTATE;LA TESTE;GOLDEN STATE;LA TESTE;2;1;1;6.5;2026-06-30;50.0;50.0;21.0
GOLDENSTATE;LE BOUSCAT;GOLDEN STATE;LE BOUSCAT;1;0;0;7.0;2026-04-27;0.0;0.0;85.0
GOLDENSTATE;MONT DE MARSAN;GOLDEN STATE;MONT DE MARSAN;1;0;1;3.0;2026-03-12;0.0;100.0;131.0
GOLDENSTATE;PAU;GOLDEN STATE;PAU;3;0;0;6.0;2026-02-23;0.0;0.0;148.0
GOLDENSTONE;VALPARAISO;GOLDEN STONE;VALPARAISO;2;0;0;4.5;2026-02-22;0.0;0.0;149.0
GOLDENSTORY;ASCOT;GOLDEN STORY;ASCOT;1;0;0;4.0;2026-06-19;0.0;0.0;32.0
GOLDENSTRIKE;NEWCASTLE;GOLDEN STRIKE;NEWCASTLE;1;0;0;8.0;2026-01-22;0.0;0.0;180.0
GOLDENSUNSHINE;CHURCHILL DOWNS;GOLDEN SUNSHINE;CHURCHILL DOWNS;1;0;0;4.0;2026-05-23;0.0;0.0;59.0
GOLDENSYMPHONY;SARATOGA;GOLDEN SYMPHONY;SARATOGA;1;0;0;0.0;2026-07-09;0.0;0.0;12.0
GOLDENTEMPO;CHURCHILL DOWNS;GOLDEN TEMPO;CHURCHILL DOWNS;1;1;1;1.0;2026-05-20;100.0;100.0;62.0
GOLDENTEMPO;SARATOGA;GOLDEN TEMPO;SARATOGA;1;1;1;1.0;2026-06-06;100.0;100.0;45.0
GOLDENTIME;HAMBOURG HORN;GOLDEN TIME;HAMBOURG HORN;1;0;1;3.0;2026-07-04;0.0;100.0;17.0
GOLDENTIME;MUNICH-RIEM;GOLDEN TIME;MUNICH-RIEM;1;1;1;1.0;2026-06-22;100.0;100.0;29.0
GOLDENTOWN;GULFSTREAM PARK;GOLDENTOWN;GULFSTREAM PARK;1;0;0;4.0;2026-06-26;0.0;0.0;25.0
GOLDENTRIP;CHANTILLY;GOLDEN TRIP;CHANTILLY;5;0;1;7.2;2026-06-24;0.0;20.0;27.0
GOLDENTRONICMIGHTY;HAPPY VALLEY;GOLDENTRONICMIGHTY;HAPPY VALLEY;1;0;0;11.0;2026-01-28;0.0;0.0;174.0
GOLDENTRONICMIGHTY;SHA TIN (HONG KONG);GOLDENTRONICMIGHTY;SHA TIN (HONG KONG);5;0;1;4.8;2026-07-12;0.0;20.0;9.0
GOLDENVALE;CHANTILLY;GOLDEN VALE;CHANTILLY;1;0;0;13.0;2026-05-12;0.0;0.0;70.0
GOLDENVALE;COMPIEGNE;GOLDEN VALE;COMPIEGNE;2;0;0;8.5;2026-07-10;0.0;0.0;11.0
GOLDENVALE;OSTENDE;GOLDEN VALE;OSTENDE;1;1;1;1.0;2026-07-20;100.0;100.0;1.0
GOLDENVALE;ParisLongchamp;GOLDEN VALE;ParisLongchamp;3;0;1;9.666666666666666;2026-07-20;0.0;33.3;1.0
GOLDENVALLEY;GULFSTREAM PARK;GOLDEN VALLEY;GULFSTREAM PARK;2;0;0;2.5;2026-07-12;0.0;0.0;9.0
GOLDENWARRIOR;CONCEPCION;GOLDEN WARRIOR;CONCEPCION;10;2;5;4.2;2026-06-20;20.0;50.0;31.0
GOLDENWEAVER;SAINT-CLOUD;GOLDEN WEAVER;SAINT-CLOUD;1;0;0;9.0;2026-05-10;0.0;0.0;72.0
GOLDENWIN;SHA TIN (HONG KONG);GOLDEN WIN;SHA TIN (HONG KONG);1;0;1;2.0;2026-07-12;0.0;100.0;9.0
GOLDFIELD;CHANTILLY;GOLDFIELD;CHANTILLY;2;0;0;14.5;2026-05-12;0.0;0.0;70.0
GOLDFIELD;DEAUVILLE;GOLDFIELD;DEAUVILLE;1;1;1;1.0;2026-06-26;100.0;100.0;25.0
GOLDFIELD;ParisLongchamp;GOLDFIELD;ParisLongchamp;2;0;0;9.5;2026-06-07;0.0;0.0;44.0
GOLDFIELD;SAINT-CLOUD;GOLDFIELD;SAINT-CLOUD;1;1;1;1.0;2026-07-05;100.0;100.0;16.0
GOLDFINDER;KEMPTON PARK;GOLDFINDER;KEMPTON PARK;1;0;0;4.0;2026-02-11;0.0;0.0;160.0
GOLDILOCKSCEN;ASCOT;GOLDILOCKS CEN;ASCOT;1;0;0;14.0;2026-06-17;0.0;0.0;34.0
GOLDINDEX;MEYDAN (E.A.U);GOLD INDEX;MEYDAN (E.A.U);1;0;0;9.0;2026-01-09;0.0;0.0;193.0
GOLDMOYNE;NEWCASTLE;GOLDMOYNE;NEWCASTLE;1;0;1;2.0;2026-01-22;0.0;100.0;180.0
GOLDNIGHT;CHANTILLY;GOLDNIGHT;CHANTILLY;1;0;0;10.0;2026-02-20;0.0;0.0;151.0
GOLDNIGHT;DEAUVILLE;GOLDNIGHT;DEAUVILLE;1;0;0;6.0;2026-01-08;0.0;0.0;194.0
GOLDNIGHT;DIEPPE;GOLDNIGHT;DIEPPE;1;0;0;9.0;2026-05-16;0.0;0.0;66.0
GOLDPATCH;SHA TIN (HONG KONG);GOLD PATCH;SHA TIN (HONG KONG);1;0;1;3.0;2026-05-09;0.0;100.0;73.0
GOLDPHOENIX;CHURCHILL DOWNS;GOLD PHOENIX;CHURCHILL DOWNS;1;0;0;7.0;2026-05-20;0.0;0.0;62.0
GOLDPLAYER;BORELY;GOLD PLAYER;BORELY;1;0;0;8.0;2026-06-12;0.0;0.0;39.0
GOLDPLAYER;CAGNES/MER;GOLD PLAYER;CAGNES/MER;3;1;1;4.666666666666667;2026-02-24;33.3;33.3;147.0
GOLDPLAYER;FONTAINEBLEAU;GOLD PLAYER;FONTAINEBLEAU;1;0;0;11.0;2026-03-31;0.0;0.0;112.0
GOLDPLAYER;SAINT-CLOUD;GOLD PLAYER;SAINT-CLOUD;1;0;0;14.0;2026-03-15;0.0;0.0;128.0
GOLDRAKHAN;VELIEFENDI;GOLDRAKHAN;VELIEFENDI;1;0;0;17.0;2026-06-28;0.0;0.0;23.0
GOLDRULES;COLONIAL DOWNS USA;GOLD RULES;COLONIAL DOWNS USA;1;0;0;10.0;2026-06-25;0.0;0.0;26.0
GOLDRULES;GULFSTREAM PARK;GOLD RULES;GULFSTREAM PARK;1;0;0;5.0;2026-06-05;0.0;0.0;46.0
GOLDSHIVA;DEAUVILLE;GOLD SHIVA;DEAUVILLE;2;0;0;10.0;2026-02-07;0.0;0.0;164.0
GOLDSOVEREIGN;GULFSTREAM PARK;GOLD SOVEREIGN;GULFSTREAM PARK;1;0;0;5.0;2026-01-09;0.0;0.0;193.0
GOLDSPUR;MEYDAN (E.A.U);GOLDSPUR;MEYDAN (E.A.U);1;0;0;6.0;2026-02-13;0.0;0.0;158.0
GOLDSTANDARD;DAX;GOLD STANDARD;DAX;2;0;1;3.5;2026-07-17;0.0;50.0;4.0
GOLDSTANDARD;LA TESTE;GOLD STANDARD;LA TESTE;1;0;0;0.0;2026-06-25;0.0;0.0;26.0
GOLDSTANDARD;LE BOUSCAT;GOLD STANDARD;LE BOUSCAT;1;0;0;9.0;2026-05-23;0.0;0.0;59.0
GOLDSTARHERO;ASCOT;GOLD STAR HERO;ASCOT;1;0;0;0.0;2026-06-20;0.0;0.0;31.0
GOLDSTARHERO;EPSOM DOWNS;GOLD STAR HERO;EPSOM DOWNS;1;0;0;5.0;2026-06-06;0.0;0.0;45.0
GOLDSWEEP;CHURCHILL DOWNS;GOLD SWEEP;CHURCHILL DOWNS;1;0;1;3.0;2026-05-30;0.0;100.0;52.0
GOLDTACK;HAPPY VALLEY;GOLD TACK;HAPPY VALLEY;2;0;0;6.5;2026-06-10;0.0;0.0;41.0
GOLDTACK;SHA TIN (HONG KONG);GOLD TACK;SHA TIN (HONG KONG);2;0;0;5.0;2026-07-12;0.0;0.0;9.0
GOLDWORK;KEMPTON PARK;GOLDWORK;KEMPTON PARK;1;0;1;3.0;2026-04-08;0.0;100.0;104.0
GOLDYBIRD;AGEN LA GARENNE;GOLDY BIRD;AGEN LA GARENNE;1;0;0;13.0;2026-03-29;0.0;0.0;114.0
GOLDYBIRD;DAX;GOLDY BIRD;DAX;1;0;0;8.0;2026-07-17;0.0;0.0;4.0
GOLDYBIRD;TARBES;GOLDY BIRD;TARBES;1;0;0;7.0;2026-07-30;0.0;0.0;-9.0
GOLDYFILLY;LYON LA SOIE;GOLDY FILLY;LYON LA SOIE;2;0;0;9.5;2026-02-24;0.0;0.0;147.0
GOLDYFILLY;PONT DE VIVAUX;GOLDY FILLY;PONT DE VIVAUX;1;0;0;8.0;2026-03-04;0.0;0.0;139.0
GOLDYGLORY;CHOLET;GOLDY GLORY;CHOLET;1;0;0;11.0;2026-06-10;0.0;0.0;41.0
GOLDYGLORY;NANTES;GOLDY GLORY;NANTES;1;1;1;1.0;2026-07-10;100.0;100.0;11.0
GOLDYWAYDESAON;LE BOUSCAT;GOLDYWAY DE SAON;LE BOUSCAT;1;0;0;16.0;2026-06-15;0.0;0.0;36.0
GOLFEUR;PORNICHET;GOLFEUR;PORNICHET;5;0;2;3.4;2026-03-25;0.0;40.0;118.0
GOLFISTA;SANTIAGO;GOLFISTA;SANTIAGO;5;1;1;8.0;2026-06-21;20.0;20.0;30.0
GOLIATH;ASCOT;GOLIATH;ASCOT;1;0;1;3.0;2026-06-20;0.0;100.0;31.0
GOLIATH;CHANTILLY;GOLIATH;CHANTILLY;1;1;1;1.0;2026-05-31;100.0;100.0;51.0
GOLON;SAN ISIDRO;GOLON;SAN ISIDRO;1;0;0;4.0;2026-02-11;0.0;0.0;160.0
GOLOVE;BORELY;GO LOVE;BORELY;2;0;1;7.0;2026-05-18;0.0;50.0;64.0
GOLOVE;CAGNES/MER;GO LOVE;CAGNES/MER;3;1;2;3.0;2026-02-18;33.3;66.7;153.0
GOLOVE;SALON DE PROVENCE;GO LOVE;SALON DE PROVENCE;1;1;1;1.0;2026-04-16;100.0;100.0;96.0
GOLSPIE;DONCASTER;GOLSPIE;DONCASTER;1;0;1;2.0;2026-03-28;0.0;100.0;115.0
GOLSPIE;WOLVERHAMPTON;GOLSPIE;WOLVERHAMPTON;1;0;0;5.0;2026-01-26;0.0;0.0;176.0
GOLUPTIOUS;CHANTILLY;GOLUPTIOUS;CHANTILLY;1;0;1;3.0;2026-06-19;0.0;100.0;32.0
GOLUPTIOUS;DAX;GOLUPTIOUS;DAX;1;0;0;6.0;2026-07-08;0.0;0.0;13.0
GOLUPTIOUS;LA CEPIERE;GOLUPTIOUS;LA CEPIERE;2;0;0;8.5;2026-06-08;0.0;0.0;43.0
GOLUPTIOUS;LA TESTE;GOLUPTIOUS;LA TESTE;1;0;0;13.0;2026-03-21;0.0;0.0;122.0
GOLUPTIOUS;LE BOUSCAT;GOLUPTIOUS;LE BOUSCAT;1;0;0;0.0;2026-04-27;0.0;0.0;85.0
GOMAN;CAGNES/MER;GO MAN;CAGNES/MER;1;0;1;3.0;2026-02-22;0.0;100.0;149.0
GOMAN;DEAUVILLE;GO MAN;DEAUVILLE;1;0;0;7.0;2026-07-12;0.0;0.0;9.0
GOMAN;MEYDAN (E.A.U);GO MAN;MEYDAN (E.A.U);1;0;0;10.0;2026-03-28;0.0;0.0;115.0
GOMAN;ParisLongchamp;GO MAN;ParisLongchamp;2;0;2;2.0;2026-06-07;0.0;100.0;44.0
GONAFOOT;CLAIREFONTAINE;GONAFOOT;CLAIREFONTAINE;1;0;0;8.0;2026-07-30;0.0;0.0;-9.0
GONCALVEZ;PALERMO;GONCALVEZ;PALERMO;1;0;0;0.0;2026-05-18;0.0;0.0;64.0
GONDINA;HOPPEGARTEN;GONDINA;HOPPEGARTEN;1;0;0;10.0;2026-05-10;0.0;0.0;72.0
GONDINA;MUNICH-RIEM;GONDINA;MUNICH-RIEM;1;0;0;6.0;2026-06-22;0.0;0.0;29.0
GONDOLO;LA CEPIERE;GONDOLO;LA CEPIERE;2;0;0;4.5;2026-05-21;0.0;0.0;61.0
GONDOLO;LA TESTE;GONDOLO;LA TESTE;2;0;1;6.5;2026-07-15;0.0;50.0;6.0
GONDOLO;LE BOUSCAT;GONDOLO;LE BOUSCAT;1;0;0;6.0;2026-04-27;0.0;0.0;85.0
GONDOLO;MONT DE MARSAN;GONDOLO;MONT DE MARSAN;1;0;0;10.0;2026-03-23;0.0;0.0;120.0
GONDOLO;PAU;GONDOLO;PAU;1;0;0;10.0;2026-01-20;0.0;0.0;182.0
GONDORFF;GULFSTREAM PARK;GONDORFF;GULFSTREAM PARK;1;0;0;5.0;2026-07-12;0.0;0.0;9.0
GONESTAR;SANTIAGO;GONE STAR;SANTIAGO;2;0;0;6.5;2026-03-09;0.0;0.0;134.0
GONNABEGOLDEN;CURRAGH;GONNA BE GOLDEN;CURRAGH;1;0;0;14.0;2026-07-18;0.0;0.0;3.0
GONSARA;VALPARAISO;GONSARA;VALPARAISO;1;0;0;7.0;2026-05-30;0.0;0.0;52.0
GOOD'ID;PAU;GOOD'ID;PAU;2;0;1;1.0;2026-01-20;0.0;50.0;182.0
GOODALL;CHURCHILL DOWNS;GOODALL;CHURCHILL DOWNS;1;0;0;5.0;2026-05-10;0.0;0.0;72.0
GOODALL;SARATOGA;GOODALL;SARATOGA;1;1;1;1.0;2026-06-04;100.0;100.0;47.0
GOODBALI;AQUEDUCT;GOOD BALI;AQUEDUCT;1;0;0;6.0;2026-06-20;0.0;0.0;31.0
GOODBELLO;LYON-PARILLY;GOOD BELLO;LYON-PARILLY;1;0;0;7.0;2026-05-30;0.0;0.0;52.0
GOODBELLO;SALON DE PROVENCE;GOOD BELLO;SALON DE PROVENCE;2;0;0;8.0;2026-06-17;0.0;0.0;34.0
GOODBOY;CHOLET;GOOD BOY;CHOLET;1;0;0;8.0;2026-06-10;0.0;0.0;41.0
GOODBOY;LA CEPIERE;GOOD BOY;LA CEPIERE;1;0;0;0.0;2026-06-08;0.0;0.0;43.0
GOODBOY;LA TESTE;GOOD BOY;LA TESTE;2;1;1;3.5;2026-05-15;50.0;50.0;67.0
GOODBOY;NANTES;GOOD BOY;NANTES;1;0;1;2.0;2026-07-10;0.0;100.0;11.0
GOODBOY;SAINT-CLOUD;GOOD BOY;SAINT-CLOUD;1;0;0;0.0;2026-07-08;0.0;0.0;13.0
GOODBYEDAVIER;DIEPPE;GOOD BYE DAVIER;DIEPPE;1;0;1;3.0;2026-07-09;0.0;100.0;12.0
GOODBYEDAVIER;LE LION D'ANGERS;GOOD BYE DAVIER;LE LION D'ANGERS;2;1;2;1.5;2026-04-20;50.0;100.0;92.0
GOODBYEDAVIER;LE MANS;GOOD BYE DAVIER;LE MANS;1;0;0;7.0;2026-03-04;0.0;0.0;139.0
GOODBYEDAVIER;PORNICHET;GOOD BYE DAVIER;PORNICHET;1;0;0;9.0;2026-02-18;0.0;0.0;153.0
GOODBYEDAVIER;SAINT-CLOUD;GOOD BYE DAVIER;SAINT-CLOUD;1;0;0;6.0;2026-05-05;0.0;0.0;77.0
GOODBYEMANU;ParisLongchamp;GOOD BYE MANU;ParisLongchamp;3;0;0;6.666666666666667;2026-06-07;0.0;0.0;44.0
GOODBYEMANU;SAINT-CLOUD;GOOD BYE MANU;SAINT-CLOUD;1;0;0;6.0;2026-03-15;0.0;0.0;128.0
GOODBYETOROMANCE;SARATOGA;GOODBYE TO ROMANCE;SARATOGA;1;0;1;3.0;2026-07-04;0.0;100.0;17.0
GOODCHAP;SHA TIN (HONG KONG);GOOD CHAP;SHA TIN (HONG KONG);3;0;1;5.666666666666667;2026-07-04;0.0;33.3;17.0
GOODCHECK;MARONAS;GOOD CHECK;MARONAS;1;1;1;1.0;2026-06-21;100.0;100.0;30.0
GOODDADDY;SAN ISIDRO;GOOD DADDY;SAN ISIDRO;1;0;0;10.0;2026-02-11;0.0;0.0;160.0
GOODDEAL;VALPARAISO;GOOD DEAL;VALPARAISO;2;0;1;5.5;2026-02-22;0.0;50.0;149.0
GOODDECISIONS;SANTIAGO;GOOD DECISIONS;SANTIAGO;3;0;1;5.0;2026-03-23;0.0;33.3;120.0
GOODEARTH;SOUTHWELL;GOOD EARTH;SOUTHWELL;1;1;1;1.0;2026-01-13;100.0;100.0;189.0
GOODENOUGH;PALERMO;GOOD ENOUGH;PALERMO;1;0;0;7.0;2026-05-10;0.0;0.0;72.0
GOODENOUGH;SAN ISIDRO;GOOD ENOUGH;SAN ISIDRO;1;0;0;0.0;2026-03-28;0.0;0.0;115.0
GOODFACE;PALERMO;GOOD FACE;PALERMO;1;0;0;7.0;2026-05-09;0.0;0.0;73.0
GOODFACE;SAN ISIDRO;GOOD FACE;SAN ISIDRO;3;0;2;1.6666666666666667;2026-05-20;0.0;66.7;62.0
GOODFIGHTER;NEWMARKET JULY;GOOD FIGHTER;NEWMARKET JULY;1;0;0;5.0;2026-06-25;0.0;0.0;26.0
GOODFOREVER;PALERMO;GOOD FOREVER;PALERMO;2;1;2;1.5;2026-05-11;50.0;100.0;71.0
GOODFORTUNE;SHA TIN (HONG KONG);GOOD FORTUNE;SHA TIN (HONG KONG);1;0;0;0.0;2026-06-27;0.0;0.0;24.0
GOODGIFT;LYON-PARILLY;GOOD GIFT;LYON-PARILLY;1;1;1;1.0;2026-04-18;100.0;100.0;94.0
GOODGOOD;SHA TIN (HONG KONG);GOOD GOOD;SHA TIN (HONG KONG);1;0;1;2.0;2026-01-21;0.0;100.0;181.0
GOODLUCKBABE;SHA TIN (HONG KONG);GOOD LUCK BABE;SHA TIN (HONG KONG);6;0;0;8.5;2026-07-10;0.0;0.0;11.0
GOODLUCKHAPPY;HAPPY VALLEY;GOOD LUCK HAPPY;HAPPY VALLEY;4;0;2;4.5;2026-07-08;0.0;50.0;13.0
GOODLUCKWIN;HAPPY VALLEY;GOOD LUCK WIN;HAPPY VALLEY;6;0;0;7.666666666666667;2026-06-10;0.0;0.0;41.0
GOODMEMORY;ARGENTAN;GOOD MEMORY;ARGENTAN;1;0;0;10.0;2026-06-10;0.0;0.0;41.0
GOODMEMORY;MACHECOUL;GOOD MEMORY;MACHECOUL;1;0;0;6.0;2026-02-10;0.0;0.0;161.0
GOODMORNINGALEX;SOUTHWELL;GOOD MORNING ALEX;SOUTHWELL;1;0;0;6.0;2026-01-13;0.0;0.0;189.0
GOODPARTNER;SANTIAGO;GOOD PARTNER;SANTIAGO;1;0;0;12.0;2026-01-26;0.0;0.0;176.0
GOODPOWER;SHA TIN (HONG KONG);GOOD POWER;SHA TIN (HONG KONG);1;0;0;9.0;2026-07-10;0.0;0.0;11.0
GOODQUESTION;AIX LES BAINS;GOOD QUESTION;AIX LES BAINS;1;0;0;12.0;2026-06-30;0.0;0.0;21.0
GOODQUESTION;ANGERS;GOOD QUESTION;ANGERS;1;0;0;11.0;2026-05-20;0.0;0.0;62.0
GOODQUESTION;BORELY;GOOD QUESTION;BORELY;1;0;0;8.0;2026-05-06;0.0;0.0;76.0
GOODQUESTION;CHANTILLY;GOOD QUESTION;CHANTILLY;2;0;0;9.5;2026-02-25;0.0;0.0;146.0
GOODQUESTION;COMPIEGNE;GOOD QUESTION;COMPIEGNE;1;0;0;7.0;2026-03-27;0.0;0.0;116.0
GOODQUESTION;FONTAINEBLEAU;GOOD QUESTION;FONTAINEBLEAU;1;0;0;13.0;2026-02-28;0.0;0.0;143.0
GOODQUESTION;LYON-PARILLY;GOOD QUESTION;LYON-PARILLY;1;0;0;9.0;2026-06-13;0.0;0.0;38.0
GOODQUESTION;MOULINS;GOOD QUESTION;MOULINS;1;0;0;4.0;2026-04-09;0.0;0.0;103.0
GOODQUESTION;NANCY-BRABOIS;GOOD QUESTION;NANCY-BRABOIS;1;0;0;5.0;2026-05-20;0.0;0.0;62.0
GOODQUESTION;ParisLongchamp;GOOD QUESTION;ParisLongchamp;1;0;0;13.0;2026-06-04;0.0;0.0;47.0
GOODQUESTION;SAINT-CLOUD;GOOD QUESTION;SAINT-CLOUD;2;0;0;10.0;2026-04-24;0.0;0.0;88.0
GOODQUESTION;VICHY;GOOD QUESTION;VICHY;1;1;1;1.0;2026-05-13;100.0;100.0;69.0
GOODRUNNER;VALPARAISO;GOOD RUNNER;VALPARAISO;3;0;2;4.333333333333333;2026-02-22;0.0;66.7;149.0
GOODSEA;SANTIAGO;GOOD SEA;SANTIAGO;1;0;0;6.0;2026-01-23;0.0;0.0;179.0
GOODSHOT;WOLVERHAMPTON;GOOD SHOT;WOLVERHAMPTON;1;0;0;10.0;2026-01-26;0.0;0.0;176.0
GOODSIDE;MARONAS;GOOD SIDE;MARONAS;2;0;1;3.0;2026-04-05;0.0;50.0;107.0
GOODSPEED;KEMPTON PARK;GOOD SPEED;KEMPTON PARK;1;0;0;9.0;2026-03-04;0.0;0.0;139.0
GOODTIME;MARONAS;GOOD TIME;MARONAS;2;0;0;5.5;2026-04-05;0.0;0.0;107.0
GOODTIMING;CLAIREFONTAINE;GOOD TIMING;CLAIREFONTAINE;1;0;0;8.0;2026-07-06;0.0;0.0;15.0
GOODTOSEEYOU;AIX LES BAINS;GOOD TO SEE YOU;AIX LES BAINS;1;0;1;3.0;2026-06-30;0.0;100.0;21.0
GOODTOSEEYOU;CHATEAUBRIANT;GOOD TO SEE YOU;CHATEAUBRIANT;1;0;0;5.0;2026-05-05;0.0;0.0;77.0
GOODTOSEEYOU;DIEPPE;GOOD TO SEE YOU;DIEPPE;1;0;1;3.0;2026-06-23;0.0;100.0;28.0
GOODTOSEEYOU;FONTAINEBLEAU;GOOD TO SEE YOU;FONTAINEBLEAU;1;0;0;4.0;2026-04-11;0.0;0.0;101.0
GOODTRAFFIC;SANTIAGO;GOOD TRAFFIC;SANTIAGO;1;1;1;1.0;2026-01-26;100.0;100.0;176.0
GOODTRIGGER;SAN ISIDRO;GOOD TRIGGER;SAN ISIDRO;1;0;0;6.0;2026-03-10;0.0;0.0;133.0
GOODVALID;PALERMO;GOOD VALID;PALERMO;1;0;1;3.0;2026-06-13;0.0;100.0;38.0
GOODVIBES;NARROGIN AUSTRALIE;GOOD VIBES;NARROGIN AUSTRALIE;1;0;0;0.0;2026-03-29;0.0;0.0;114.0
GOODVICTORY;CONCEPCION;GOOD VICTORY;CONCEPCION;15;1;5;4.133333333333334;2026-06-30;6.7;33.3;21.0
GOOGLEMEET;PALERMO;GOOGLE MEET;PALERMO;1;0;0;4.0;2026-07-06;0.0;0.0;15.0
GOOGY;SANTIAGO;GOOGY;SANTIAGO;1;0;1;3.0;2026-03-20;0.0;100.0;123.0
GORAERREALA;LA CEPIERE;GORA ERREALA;LA CEPIERE;1;0;0;16.0;2026-05-21;0.0;0.0;61.0
GORAERREALA;LA TESTE;GORA ERREALA;LA TESTE;3;0;0;7.333333333333333;2026-07-15;0.0;0.0;6.0
GORAERREALA;MONT DE MARSAN;GORA ERREALA;MONT DE MARSAN;1;0;0;9.0;2026-03-12;0.0;0.0;131.0
GORAERREALA;PAU;GORA ERREALA;PAU;1;0;0;7.0;2026-01-13;0.0;0.0;189.0
GORAERREALA;PORNICHET;GORA ERREALA;PORNICHET;1;0;0;14.0;2026-02-05;0.0;0.0;166.0
GORAK;MEYDAN (E.A.U);GORAK;MEYDAN (E.A.U);1;0;0;13.0;2026-01-09;0.0;0.0;193.0
GORDIANUS;PALERMO;GORDIANUS;PALERMO;1;0;0;8.0;2026-04-04;0.0;0.0;108.0
GORDONGREY;EPSOM DOWNS;GORDON GREY;EPSOM DOWNS;1;0;0;13.0;2026-06-06;0.0;0.0;45.0
GORGEOUSVICTORY;HAPPY VALLEY;GORGEOUS VICTORY;HAPPY VALLEY;1;0;0;8.0;2026-07-15;0.0;0.0;6.0
GORGEOUSVICTORY;SHA TIN (HONG KONG);GORGEOUS VICTORY;SHA TIN (HONG KONG);1;0;1;3.0;2026-05-31;0.0;100.0;51.0
GORGEOUSWIN;SHA TIN (HONG KONG);GORGEOUS WIN;SHA TIN (HONG KONG);5;0;1;7.8;2026-07-10;0.0;20.0;11.0
GORGOR;HAPPY VALLEY;GOR GOR;HAPPY VALLEY;2;0;0;5.5;2026-05-20;0.0;0.0;62.0
GORGOR;SHA TIN (HONG KONG);GOR GOR;SHA TIN (HONG KONG);3;0;0;7.666666666666667;2026-07-12;0.0;0.0;9.0
GORIMBAUD;KEMPTON PARK;GO RIMBAUD;KEMPTON PARK;1;1;1;1.0;2026-04-08;100.0;100.0;104.0
GORISLAN;CASABLANCA;GORISLAN;CASABLANCA;1;0;0;8.0;2026-06-08;0.0;0.0;43.0
GOSEA;LA TESTE;GOSEA;LA TESTE;1;0;1;2.0;2026-07-10;0.0;100.0;11.0
GOSGER;GULFSTREAM PARK;GOSGER;GULFSTREAM PARK;1;0;1;2.0;2026-03-21;0.0;100.0;122.0
GOSOLDIERGO;MEYDAN (E.A.U);GO SOLDIER GO;MEYDAN (E.A.U);3;0;0;7.333333333333333;2026-03-06;0.0;0.0;137.0
GOSTAM;CHANTILLY;GOSTAM;CHANTILLY;1;0;0;8.0;2026-05-31;0.0;0.0;51.0
GOSTAM;HAMBOURG HORN;GOSTAM;HAMBOURG HORN;1;0;0;10.0;2026-07-05;0.0;0.0;16.0
GOSUNSHINEGO;SANTIAGO;GO SUNSHINE GO;SANTIAGO;1;0;1;2.0;2026-04-20;0.0;100.0;92.0
GOTACLARASOS;SAN ISIDRO;GOTA CLARA SOS;SAN ISIDRO;2;1;2;1.5;2026-05-25;50.0;100.0;57.0
GOTBLOOM;LE CROISE LAROCHE;GOT BLOOM;LE CROISE LAROCHE;1;0;0;13.0;2026-05-17;0.0;0.0;65.0
GOTBLOOM;ParisLongchamp;GOT BLOOM;ParisLongchamp;2;0;0;11.5;2026-06-18;0.0;0.0;33.0
GOTELLO;VICHY;GOTELLO;VICHY;1;0;0;12.0;2026-07-20;0.0;0.0;1.0
GOTFLOWER;CAGNES/MER;GOT FLOWER;CAGNES/MER;4;0;1;8.25;2026-02-24;0.0;25.0;147.0
GOTFLOWER;CHANTILLY;GOT FLOWER;CHANTILLY;1;0;0;14.0;2026-04-22;0.0;0.0;90.0
GOTFLOWER;COMPIEGNE;GOT FLOWER;COMPIEGNE;1;0;1;2.0;2026-03-27;0.0;100.0;116.0
GOTFLOWER;DEAUVILLE;GOT FLOWER;DEAUVILLE;1;0;0;5.0;2026-07-04;0.0;0.0;17.0
GOTFLOWER;ParisLongchamp;GOT FLOWER;ParisLongchamp;1;0;0;14.0;2026-05-30;0.0;0.0;52.0
GOTFLOWER;SAINT-CLOUD;GOT FLOWER;SAINT-CLOUD;3;0;2;5.666666666666667;2026-06-20;0.0;66.7;31.0
GOTHAWK;ARGENTAN;GOT HAWK;ARGENTAN;1;0;1;2.0;2026-04-09;0.0;100.0;103.0
GOTHAWK;CHANTILLY;GOT HAWK;CHANTILLY;1;0;0;5.0;2026-02-25;0.0;0.0;146.0
GOTHAWK;DEAUVILLE;GOT HAWK;DEAUVILLE;2;0;0;11.5;2026-01-22;0.0;0.0;180.0
GOTHAWK;LE CROISE LAROCHE;GOT HAWK;LE CROISE LAROCHE;1;0;0;8.0;2026-03-20;0.0;0.0;123.0
GOTHAWK;LYON LA SOIE;GOT HAWK;LYON LA SOIE;1;0;0;6.0;2026-03-11;0.0;0.0;132.0
