Cheval_clean;Terrain_clean;Cheval;Terrain;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
BEITJALA;TROIS_ANS_ET_PLUS;BEIT JALA;TROIS_ANS_ET_PLUS;3;0;1;4.0;0.0;33.3
BEJAR;GAZON;BEJAR;GAZON;4;1;2;3.25;25.0;50.0
BEJAR;HERBE;BEJAR;HERBE;7;1;3;3.857142857142857;14.3;42.9
BELATOR;GAZON;BELATOR;GAZON;1;1;1;1.0;100.0;100.0
BELATOR;HERBE;BELATOR;HERBE;1;0;1;3.0;0.0;100.0
BELAURASTAR;DEUX_ANS_ET_PLUS;BELAURA STAR;DEUX_ANS_ET_PLUS;1;0;1;2.0;0.0;100.0
BELBESTFAL;HERBE;BELBEST FAL;HERBE;1;0;0;11.0;0.0;0.0
BELCHA;HERBE;BELCHA;HERBE;1;0;0;9.0;0.0;0.0
BELCUORE;DEUX_ANS_ET_PLUS;BEL CUORE;DEUX_ANS_ET_PLUS;2;0;0;7.5;0.0;0.0
BELCUORE;GAZON;BEL CUORE;GAZON;4;0;1;3.0;0.0;25.0
BELGIUM;HERBE;BELGIUM;HERBE;1;0;0;11.0;0.0;0.0
BELGIUM;TROIS_ANS_ET_PLUS;BELGIUM;TROIS_ANS_ET_PLUS;1;0;0;8.0;0.0;0.0
BELHARRATOWN;HERBE;BELHARRA TOWN;HERBE;3;1;1;5.333333333333333;33.3;33.3
BELIEVED;HERBE;BELIEVED;HERBE;1;0;1;3.0;0.0;100.0
BELIEVEIN;TROIS_ANS;BELIEVEIN;TROIS_ANS;1;0;1;3.0;0.0;100.0
BELIEVEINLIES;GAZON;BELIEVE IN LIES;GAZON;1;0;1;3.0;0.0;100.0
BELIEVEINME;HERBE;BELIEVE IN ME;HERBE;1;0;1;2.0;0.0;100.0
BELIEVER;GAZON;BELIEVER;GAZON;2;0;1;3.0;0.0;50.0
BELIEVER;QUATRE_ANS;BELIEVER;QUATRE_ANS;1;0;1;3.0;0.0;100.0
BELIEVER;TROIS_ANS;BELIEVER;TROIS_ANS;3;0;2;4.333333333333333;0.0;66.7
BELIGERO;TROIS_ANS_ET_PLUS;BELIGERO;TROIS_ANS_ET_PLUS;1;0;0;11.0;0.0;0.0
BELINSKOV;GAZON;BELINSKOV;GAZON;6;0;0;6.333333333333333;0.0;0.0
BELINSKOV;HERBE;BELINSKOV;HERBE;2;0;1;7.0;0.0;50.0
BELINSKOV;QUATRE_ANS_ET_PLUS;BELINSKOV;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
BELISABAY;HERBE;BELISA BAY;HERBE;4;2;4;1.75;50.0;100.0
BELISAIRE;HERBE;BELISAIRE;HERBE;1;0;0;4.0;0.0;0.0
BELLAALSHAHANIA;HERBE;BELLA AL SHAHANIA;HERBE;1;0;0;0.0;0.0;0.0
BELLABELLOBANKER;HERBE;BELLA BELLO BANKER;HERBE;1;0;0;6.0;0.0;0.0
BELLABISBEE;GAZON;BELLA BISBEE;GAZON;1;0;1;2.0;0.0;100.0
BELLACIAO;GAZON;BELLA CIAO;GAZON;2;0;1;7.0;0.0;50.0
BELLACIAO;HERBE;BELLA CIAO;HERBE;6;0;2;5.0;0.0;33.3
BELLACLARA;TROIS_ANS;BELLA CLARA;TROIS_ANS;1;0;0;0.0;0.0;0.0
BELLACRACK;GAZON;BELLA CRACK;GAZON;5;0;2;4.4;0.0;40.0
BELLACRACK;HERBE;BELLA CRACK;HERBE;2;0;0;8.5;0.0;0.0
BELLAD'ANJOU;GAZON;BELLA D'ANJOU;GAZON;2;1;1;4.0;50.0;50.0
BELLAD'ANJOU;HERBE;BELLA D'ANJOU;HERBE;4;0;0;4.5;0.0;0.0
BELLAD'ID;HERBE;BELLA D'ID;HERBE;2;0;0;11.5;0.0;0.0
BELLADELIZIA;GAZON;BELLA DELIZIA;GAZON;1;0;0;10.0;0.0;0.0
BELLAFIRENZE;CINQ_ANS_ET_PLUS;BELLA FIRENZE;CINQ_ANS_ET_PLUS;2;0;0;5.0;0.0;0.0
BELLAFRANK;TROIS_ANS;BELLA FRANK;TROIS_ANS;1;0;0;5.0;0.0;0.0
BELLAINDIA;GAZON;BELLA INDIA;GAZON;1;0;0;14.0;0.0;0.0
BELLAINDIA;HERBE;BELLA INDIA;HERBE;2;0;0;12.5;0.0;0.0
BELLAJAK;GAZON;BELLA JAK;GAZON;3;0;1;5.666666666666667;0.0;33.3
BELLAJOSEPHINE;HERBE;BELLA JOSEPHINE;HERBE;4;0;1;7.5;0.0;25.0
BELLAKNOWS;HERBE;BELLA KNOWS;HERBE;1;0;1;2.0;0.0;100.0
BELLALOVE;GAZON;BELLA LOVE;GAZON;1;0;0;9.0;0.0;0.0
BELLAMEMORIA;GAZON;BELLA MEMORIA;GAZON;1;0;0;13.0;0.0;0.0
BELLAMEMORIA;HERBE;BELLA MEMORIA;HERBE;6;1;2;5.0;16.7;33.3
BELLANO;HERBE;BELLANO;HERBE;4;1;2;6.25;25.0;50.0
BELLAPATRONA;GAZON;BELLA PATRONA;GAZON;1;0;0;6.0;0.0;0.0
BELLAREBELLE;GAZON;BELLA REBELLE;GAZON;1;0;0;11.0;0.0;0.0
BELLAREBELLE;HERBE;BELLA REBELLE;HERBE;3;0;0;11.0;0.0;0.0
BELLARENATA;GAZON;BELLA RENATA;GAZON;1;0;0;12.0;0.0;0.0
BELLARENATA;HERBE;BELLA RENATA;HERBE;1;0;0;14.0;0.0;0.0
BELLAROSE;HERBE;BELLAROSE;HERBE;1;0;0;7.0;0.0;0.0
BELLASHEILA;TROIS_ANS_ET_PLUS;BELLA SHEILA;TROIS_ANS_ET_PLUS;2;1;1;4.0;50.0;50.0
BELLASINFONIA;HERBE;BELLA SINFONIA;HERBE;1;0;0;4.0;0.0;0.0
BELLASINFONIA;QUATRE_ANS_ET_PLUS;BELLA SINFONIA;QUATRE_ANS_ET_PLUS;1;0;1;2.0;0.0;100.0
BELLASORPRESA;DEUX_ANS;BELLA SORPRESA;DEUX_ANS;1;0;0;4.0;0.0;0.0
BELLASORPRESA;GAZON;BELLA SORPRESA;GAZON;6;1;2;6.333333333333333;16.7;33.3
BELLAVITA;HERBE;BELLA VITA;HERBE;2;0;0;7.5;0.0;0.0
BELLBOY;GAZON;BELL BOY;GAZON;3;0;0;5.666666666666667;0.0;0.0
BELLBOY;HERBE;BELL BOY;HERBE;3;0;1;6.666666666666667;0.0;33.3
BELLBOY;QUATRE_ANS_ET_PLUS;BELL BOY;QUATRE_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
BELLEAMIE;GAZON;BELLE AMIE;GAZON;1;1;1;1.0;100.0;100.0
BELLEAMOUR;GAZON;BELLE AMOUR;GAZON;1;0;0;4.0;0.0;0.0
BELLEANSE;GAZON;BELLE ANSE;GAZON;2;0;0;11.0;0.0;0.0
BELLEANSE;HERBE;BELLE ANSE;HERBE;3;0;0;6.666666666666667;0.0;0.0
BELLEANSE;QUATRE_ANS_ET_PLUS;BELLE ANSE;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
BELLECHANSON;CINQ_ANS_ET_PLUS;BELLE CHANSON;CINQ_ANS_ET_PLUS;1;0;0;11.0;0.0;0.0
BELLEDECLHOE;HERBE;BELLE DE CLHOE;HERBE;2;0;0;4.5;0.0;0.0
BELLEGRISE;HERBE;BELLE GRISE;HERBE;1;0;0;11.0;0.0;0.0
BELLEHARMONIE;HERBE;BELLE HARMONIE;HERBE;3;0;2;3.0;0.0;66.7
BELLEISLAND;DEUX_ANS;BELLE ISLAND;DEUX_ANS;1;0;0;6.0;0.0;0.0
BELLELUMIERE;GAZON;BELLE LUMIERE;GAZON;1;0;0;5.0;0.0;0.0
BELLELUMIERE;HERBE;BELLE LUMIERE;HERBE;1;0;0;11.0;0.0;0.0
BELLENOIRE;HERBE;BELLE NOIRE;HERBE;1;0;0;6.0;0.0;0.0
BELLEOFKT;GAZON;BELLE OF KT;GAZON;1;0;1;3.0;0.0;100.0
BELLEOFKT;TROIS_ANS_ET_PLUS;BELLE OF KT;TROIS_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
BELLEOFRIGHTS;HERBE;BELLE OF RIGHTS;HERBE;1;0;1;3.0;0.0;100.0
BELLEOFTHEBALL;HERBE;BELLE OF THE BALL;HERBE;1;0;0;4.0;0.0;0.0
BELLEROME;HERBE;BELLE ROME;HERBE;2;0;0;14.0;0.0;0.0
BELLEVICTORIA;HERBE;BELLE VICTORIA;HERBE;3;0;0;10.666666666666666;0.0;0.0
BELLINGTHECAT;TROIS_ANS;BELLING THE CAT;TROIS_ANS;1;0;1;2.0;0.0;100.0
BELLINIMISS;DEUX_ANS_ET_PLUS;BELLINI MISS;DEUX_ANS_ET_PLUS;1;0;0;8.0;0.0;0.0
BELLINO;QUATRE_ANS_ET_PLUS;BELLINO;QUATRE_ANS_ET_PLUS;4;0;2;6.75;0.0;50.0
BELLOCHINO;TROIS_ANS_ET_PLUS;BELLO CHINO;TROIS_ANS_ET_PLUS;1;0;1;2.0;0.0;100.0
BELLOHORIZONTE;GAZON;BELLO HORIZONTE;GAZON;2;0;0;10.0;0.0;0.0
BELLOHORIZONTE;TROIS_ANS;BELLO HORIZONTE;TROIS_ANS;3;1;2;2.3333333333333335;33.3;66.7
BELLOUNIA;GAZON;BELLOUNIA;GAZON;2;0;0;8.5;0.0;0.0
BELLOUNIA;HERBE;BELLOUNIA;HERBE;1;0;0;11.0;0.0;0.0
BELLSHOT;GAZON;BELL SHOT;GAZON;1;0;1;3.0;0.0;100.0
BELLSONG;GAZON;BELL SONG;GAZON;3;1;2;2.6666666666666665;33.3;66.7
BELLSONG;HERBE;BELL SONG;HERBE;5;1;2;2.6;20.0;40.0
BELLTONY;GAZON;BELLTONY;GAZON;1;0;0;6.0;0.0;0.0
BELORIFLAMME;GAZON;BEL ORIFLAMME;GAZON;1;0;0;10.0;0.0;0.0
BELORIFLAMME;HERBE;BEL ORIFLAMME;HERBE;1;0;0;11.0;0.0;0.0
BELVEDEREPALACE;HERBE;BELVEDERE PALACE;HERBE;1;0;0;9.0;0.0;0.0
BEMBRIDGELEDGE;HERBE;BEMBRIDGE LEDGE;HERBE;1;0;0;0.0;0.0;0.0
BEMYBELLE;DEUX_ANS_ET_PLUS;BE MY BELLE;DEUX_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
BEMYFRIEND;HERBE;BE MY FRIEND;HERBE;1;0;1;3.0;0.0;100.0
BEMYHERO;CINQ_ANS_ET_PLUS;BE MY HERO;CINQ_ANS_ET_PLUS;2;0;0;8.0;0.0;0.0
BEMYPERSON;GAZON;BE MY PERSON;GAZON;1;1;1;1.0;100.0;100.0
BEMYQUEEN;CINQ_ANS_ET_PLUS;BEMYQUEEN;CINQ_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
BEMYQUEEN;GAZON;BEMYQUEEN;GAZON;1;0;0;5.0;0.0;0.0
BEMYQUEEN;QUATRE_ANS_ET_PLUS;BEMYQUEEN;QUATRE_ANS_ET_PLUS;1;0;1;3.0;0.0;100.0
BEN-RYAN;TROIS_ANS_ET_PLUS;BEN-RYAN;TROIS_ANS_ET_PLUS;1;0;1;3.0;0.0;100.0
BENDEDIANE;GAZON;BEN DE DIANE;GAZON;4;0;1;4.5;0.0;25.0
BENDEDIANE;HERBE;BEN DE DIANE;HERBE;5;0;0;8.0;0.0;0.0
BENDITASUERTE;HERBE;BENDITA SUERTE;HERBE;1;0;0;4.0;0.0;0.0
BENDITOALI;CINQ_ANS_ET_PLUS;BENDITO ALI;CINQ_ANS_ET_PLUS;2;0;0;6.5;0.0;0.0
BENDITOOCHO;HERBE;BENDITO OCHO;HERBE;1;0;0;6.0;0.0;0.0
BENDITOOCHO;TROIS_ANS;BENDITO OCHO;TROIS_ANS;1;0;0;5.0;0.0;0.0
BENEDETTI;DEUX_ANS;BENEDETTI;DEUX_ANS;1;0;0;9.0;0.0;0.0
BENEFACT;HERBE;BENEFACT;HERBE;2;0;0;8.5;0.0;0.0
BENEFACTA;HERBE;BENEFACTA;HERBE;1;0;0;0.0;0.0;0.0
BENEFICIARY;GAZON;BENEFICIARY;GAZON;1;0;0;7.0;0.0;0.0
BENGASI;DEUX_ANS;BENGASI;DEUX_ANS;1;0;1;2.0;0.0;100.0
BENGASI;HERBE;BENGASI;HERBE;1;0;1;2.0;0.0;100.0
BENGASI;TROIS_ANS;BENGASI;TROIS_ANS;1;0;0;7.0;0.0;0.0
BENGHAZI;HERBE;BENGHAZI;HERBE;2;0;0;6.0;0.0;0.0
BENIMARU;GAZON;BENIMARU;GAZON;2;0;0;7.0;0.0;0.0
BENIMARU;HERBE;BENIMARU;HERBE;6;1;1;7.666666666666667;16.7;16.7
BENMAMUT;TROIS_ANS;BEN MAMUT;TROIS_ANS;1;0;1;3.0;0.0;100.0
BENMAMUT;TROIS_ANS_ET_PLUS;BEN MAMUT;TROIS_ANS_ET_PLUS;1;0;0;9.0;0.0;0.0
BENNYWORTH;GAZON;BENNYWORTH;GAZON;1;0;0;6.0;0.0;0.0
BENOLYFAL;GAZON;BENOLY FAL;GAZON;2;0;0;7.0;0.0;0.0
BENOLYFAL;HERBE;BENOLY FAL;HERBE;2;0;0;11.0;0.0;0.0
BENTECOLE;SABLE;BENT ECOLE;SABLE;1;0;0;6.0;0.0;0.0
BENTLEYBEAU;DEUX_ANS_ET_PLUS;BENTLEY BEAU;DEUX_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
BENTORNATO;GAZON;BENTORNATO;GAZON;2;0;2;2.0;0.0;100.0
BENVENUTI;GAZON;BENVENUTI;GAZON;2;0;0;7.5;0.0;0.0
BENVENUTI;HERBE;BENVENUTI;HERBE;6;0;0;8.0;0.0;0.0
BENVENUTOCELLINI;GAZON;BENVENUTO CELLINI;GAZON;2;0;0;7.0;0.0;0.0
BENVENUTOCELLINI;HERBE;BENVENUTO CELLINI;HERBE;2;1;1;0.5;50.0;50.0
BENZU;GAZON;BENZU;GAZON;3;1;1;1.6666666666666667;33.3;33.3
BENZU;SABLE;BENZU;SABLE;1;0;1;2.0;0.0;100.0
BERGAMOGOLD;GAZON;BERGAMO GOLD;GAZON;1;0;1;3.0;0.0;100.0
BERGERAC;GAZON;BERGERAC;GAZON;4;0;1;9.0;0.0;25.0
BERIA;HERBE;BERIA;HERBE;1;0;0;8.0;0.0;0.0
BERINEDEDIANE;HERBE;BERINE DE DIANE;HERBE;1;0;0;0.0;0.0;0.0
BERJARMIN;GAZON;BERJARMIN;GAZON;1;0;0;5.0;0.0;0.0
BERKSHIREPHANTOM;QUATRE_ANS_ET_PLUS;BERKSHIRE PHANTOM;QUATRE_ANS_ET_PLUS;1;0;1;2.0;0.0;100.0
BERKSHIRESUNDANCE;HERBE;BERKSHIRE SUNDANCE;HERBE;1;0;0;8.0;0.0;0.0
BERLINALE;DEUX_ANS;BERLINALE;DEUX_ANS;1;1;1;1.0;100.0;100.0
BERLINALE;TROIS_ANS;BERLINALE;TROIS_ANS;1;0;0;0.0;0.0;0.0
BERLINETTA;GAZON;BERLINETTA;GAZON;2;0;0;6.5;0.0;0.0
BERLINETTA;HERBE;BERLINETTA;HERBE;7;0;2;7.0;0.0;28.6
BERLONE;HERBE;BERLONE;HERBE;2;0;1;4.0;0.0;50.0
BERNABEU;GAZON;BERNABEU;GAZON;1;1;1;1.0;100.0;100.0
BERNARDONE;GAZON;BERNARDONE;GAZON;1;0;0;0.0;0.0;0.0
BERNIEANDTHEROSE;GAZON;BERNIEANDTHEROSE;GAZON;2;0;0;0.0;0.0;0.0
BERNIEANDTHEROSE;HERBE;BERNIEANDTHEROSE;HERBE;1;0;0;0.0;0.0;0.0
BERNIERULES;GAZON;BERNIE RULES;GAZON;1;0;0;6.0;0.0;0.0
BERNIETHEBEAR;GAZON;BERNIE THE BEAR;GAZON;2;0;1;4.0;0.0;50.0
BERNINGBEAUTY;GAZON;BERNING BEAUTY;GAZON;1;0;0;5.0;0.0;0.0
BERNINGHOT;GAZON;BERNING HOT;GAZON;1;0;1;3.0;0.0;100.0
BERNINHOT;GAZON;BERNIN HOT;GAZON;3;0;2;3.6666666666666665;0.0;66.7
BERNOULLI;HERBE;BERNOULLI;HERBE;1;0;1;3.0;0.0;100.0
BERRYGATE;QUATRE_ANS_ET_PLUS;BERRYGATE;QUATRE_ANS_ET_PLUS;4;0;2;6.25;0.0;50.0
BERRYGATE;TROIS_ANS_ET_PLUS;BERRYGATE;TROIS_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
BERT'SKNOTYGIRL;HERBE;BERT'S KNOTY GIRL;HERBE;2;0;0;5.5;0.0;0.0
BERTA'SSTITCH;HERBE;BERTA'S STITCH;HERBE;1;0;1;3.0;0.0;100.0
BERTRILLE;GAZON;BERTRILLE;GAZON;1;0;0;5.0;0.0;0.0
BERTRILLE;HERBE;BERTRILLE;HERBE;1;0;0;8.0;0.0;0.0
BERYLMACNAB;HERBE;BERYL MACNAB;HERBE;2;0;0;8.0;0.0;0.0
BESADORCAT;DIRT;BESADOR CAT;DIRT;1;0;1;2.0;0.0;100.0
BESADORCAT;TROIS_ANS;BESADOR CAT;TROIS_ANS;1;0;0;6.0;0.0;0.0
BESIDEYOU;HERBE;BESIDE YOU;HERBE;1;0;0;10.0;0.0;0.0
BESIEGED;GAZON;BESIEGED;GAZON;1;0;1;2.0;0.0;100.0
BESITOSDEAMOR;CINQ_ANS_ET_PLUS;BESITOS DE AMOR;CINQ_ANS_ET_PLUS;3;0;0;5.0;0.0;0.0
BESOSDEMIEL;TROIS_ANS_ET_PLUS;BESOS DE MIEL;TROIS_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
BESSAMAY;HERBE;BESSAMAY;HERBE;2;0;2;2.5;0.0;100.0
BESTASH;GAZON;BEST ASH;GAZON;1;1;1;1.0;100.0;100.0
BESTBRIGHT;GAZON;BEST BRIGHT;GAZON;1;0;0;7.0;0.0;0.0
BESTBRIGHT;TROIS_ANS_ET_PLUS;BEST BRIGHT;TROIS_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
BESTCHARMING;TROIS_ANS;BEST CHARMING;TROIS_ANS;1;0;0;0.0;0.0;0.0
BESTFARM;TROIS_ANS_ET_PLUS;BEST FARM;TROIS_ANS_ET_PLUS;1;0;0;12.0;0.0;0.0
BESTIMPRESSION;GAZON;BEST IMPRESSION;GAZON;1;0;0;4.0;0.0;0.0
BESTINLOVE;GAZON;BEST IN LOVE;GAZON;1;0;0;8.0;0.0;0.0
BESTINTOWN;GAZON;BEST IN TOWN;GAZON;2;0;1;3.5;0.0;50.0
BESTLIGHTNING;HERBE;BEST LIGHTNING;HERBE;1;1;1;1.0;100.0;100.0
BESTLIGHTNING;QUATRE_ANS_ET_PLUS;BEST LIGHTNING;QUATRE_ANS_ET_PLUS;2;1;2;1.5;50.0;100.0
BESTLOOKING;HERBE;BEST LOOKING;HERBE;5;1;2;4.2;20.0;40.0
BESTMINETYET;GAZON;BEST MINET YET;GAZON;1;0;0;0.0;0.0;0.0
BESTMINETYET;TROIS_ANS_ET_PLUS;BEST MINET YET;TROIS_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
BESTMOON;GAZON;BEST MOON;GAZON;1;1;1;1.0;100.0;100.0
BESTMOON;TROIS_ANS;BEST MOON;TROIS_ANS;1;0;0;4.0;0.0;0.0
BESTOF;GAZON;BEST OF;GAZON;1;0;0;12.0;0.0;0.0
BESTOF;HERBE;BEST OF;HERBE;7;0;1;5.142857142857143;0.0;14.3
BESTOFCLASS;QUATRE_ANS;BEST OF CLASS;QUATRE_ANS;1;0;0;4.0;0.0;0.0
BESTOFTHEGODS;DEUX_ANS_ET_PLUS;BEST OF THE GODS;DEUX_ANS_ET_PLUS;2;0;0;8.5;0.0;0.0
BESTSECRET;HERBE;BEST SECRET;HERBE;3;1;1;5.0;33.3;33.3
BESTSELLER;GAZON;BEST SELLER;GAZON;5;1;1;3.6;20.0;20.0
BESTSELLER;HERBE;BEST SELLER;HERBE;1;0;0;9.0;0.0;0.0
BESTSHALAA;GAZON;BEST SHALAA;GAZON;9;2;5;4.0;22.2;55.6
BESTSISTER;GAZON;BEST SISTER;GAZON;2;0;0;3.5;0.0;0.0
BESTSISTER;HERBE;BEST SISTER;HERBE;5;0;2;4.4;0.0;40.0
BESTSIXTEEN;HERBE;BEST SIXTEEN;HERBE;1;0;0;7.0;0.0;0.0
BESTWAY;HERBE;BEST WAY;HERBE;1;0;0;10.0;0.0;0.0
BESTWORLD;TROIS_ANS_ET_PLUS;BEST WORLD;TROIS_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
BETALENT;SIX_ANS_ET_PLUS;BE TALENT;SIX_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
BETAREADER;GAZON;BETA READER;GAZON;1;0;0;7.0;0.0;0.0
BETBOLD;GAZON;BET BOLD;GAZON;1;0;0;4.0;0.0;0.0
BETHELROAD;GAZON;BETHEL ROAD;GAZON;1;0;0;9.0;0.0;0.0
BETHESTANDARD;HERBE;BE THE STANDARD;HERBE;1;0;0;0.0;0.0;0.0
BETISE;GAZON;BETISE;GAZON;3;0;1;4.666666666666667;0.0;33.3
BETISE;HERBE;BETISE;HERBE;4;0;1;7.5;0.0;25.0
BETONZION;HERBE;BET ON ZION;HERBE;1;0;0;7.0;0.0;0.0
BETRUE;HERBE;BE TRUE;HERBE;1;0;0;7.0;0.0;0.0
BETSEN;HERBE;BETSEN;HERBE;1;0;0;8.0;0.0;0.0
BETTERA;GAZON;BETTERA;GAZON;1;1;1;1.0;100.0;100.0
BETTERAMERICA;GAZON;BETTER AMERICA;GAZON;1;0;0;5.0;0.0;0.0
BETTERANDBETTER;HERBE;BETTER AND BETTER;HERBE;2;0;1;6.5;0.0;50.0
BETTERANDBETTER;TROIS_ANS_ET_PLUS;BETTER AND BETTER;TROIS_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
BETTERDAY;HERBE;BETTER DAY;HERBE;1;0;0;11.0;0.0;0.0
BETTERSELF;GAZON;BETTERSELF;GAZON;1;0;0;4.0;0.0;0.0
BETTERSELF;TROIS_ANS;BETTERSELF;TROIS_ANS;1;0;1;2.0;0.0;100.0
BETTERTHAN;GAZON;BETTER THAN;GAZON;1;0;1;3.0;0.0;100.0
BETTERTHAN;HERBE;BETTER THAN;HERBE;1;0;1;2.0;0.0;100.0
BETTERTHAN;TROIS_ANS_ET_PLUS;BETTER THAN;TROIS_ANS_ET_PLUS;2;0;0;9.0;0.0;0.0
BETTERTHENLOTTO;GAZON;BETTER THEN LOTTO;GAZON;2;1;1;0.5;50.0;50.0
BETTERTOSMILE;GAZON;BETTER TO SMILE;GAZON;2;0;0;7.5;0.0;0.0
BETTERTOSMILE;HERBE;BETTER TO SMILE;HERBE;2;0;0;11.5;0.0;0.0
BETTERWITHVINO;GAZON;BETTER WITH VINO;GAZON;1;0;0;5.0;0.0;0.0
BETTINONIT;GAZON;BETTINONIT;GAZON;1;0;0;4.0;0.0;0.0
BETTINOVT;CINQ_ANS_ET_PLUS;BETTINO VT;CINQ_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
BETTINOVT;QUATRE_ANS_ET_PLUS;BETTINO VT;QUATRE_ANS_ET_PLUS;1;0;0;8.0;0.0;0.0
BETTOLINA;HERBE;BETTOLINA;HERBE;1;0;0;4.0;0.0;0.0
BETTOLINA;TROIS_ANS_ET_PLUS;BETTOLINA;TROIS_ANS_ET_PLUS;3;1;1;3.6666666666666665;33.3;33.3
BETTY'SPEARL;GAZON;BETTY'S PEARL;GAZON;1;1;1;1.0;100.0;100.0
BETTYCLOVER;HERBE;BETTY CLOVER;HERBE;2;0;0;13.5;0.0;0.0
BETTYELLEN;HERBE;BETTY ELLEN;HERBE;1;0;0;6.0;0.0;0.0
BETTYLEMON;TROIS_ANS_ET_PLUS;BETTY LEMON;TROIS_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
BETWEENTHESTICKS;GAZON;BETWEENTHESTICKS;GAZON;1;1;1;1.0;100.0;100.0
BEVAN;HERBE;BEVAN;HERBE;4;0;1;5.0;0.0;25.0
BEVERLY;CINQ_ANS_ET_PLUS;BEVERLY;CINQ_ANS_ET_PLUS;1;0;0;10.0;0.0;0.0
BEVERLY;HERBE;BEVERLY;HERBE;1;0;0;6.0;0.0;0.0
BEVERLY;QUATRE_ANS_ET_PLUS;BEVERLY;QUATRE_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
BEWAREOFOOHLALA;HERBE;BEWARE OF OOH LALA;HERBE;1;0;0;0.0;0.0;0.0
BEWAREOFTHEBEAR;GAZON;BEWARE OF THE BEAR;GAZON;9;2;3;4.111111111111111;22.2;33.3
BEWAREOFTHEBEAR;HERBE;BEWARE OF THE BEAR;HERBE;1;0;0;7.0;0.0;0.0
BEWISERBOB;GAZON;BE WISER BOB;GAZON;1;0;1;3.0;0.0;100.0
BEYLERBEYI;GAZON;BEYLERBEYI;GAZON;1;0;1;2.0;0.0;100.0
BEYLERBEYI;HERBE;BEYLERBEYI;HERBE;3;0;0;7.333333333333333;0.0;0.0
BEYOU;GAZON;BE YOU;GAZON;2;0;1;1.5;0.0;50.0
BEYOU;QUATRE_ANS_ET_PLUS;BE YOU;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
BFALSHAHAM;GAZON;BF ALSHAHAM;GAZON;1;0;0;10.0;0.0;0.0
BIANCACAT;GAZON;BIANCA CAT;GAZON;1;0;1;3.0;0.0;100.0
BIANCACAT;QUATRE_ANS;BIANCA CAT;QUATRE_ANS;1;1;1;1.0;100.0;100.0
BIANCADEGHAZAL;HERBE;BIANCA DE GHAZAL;HERBE;2;0;0;4.5;0.0;0.0
BIANCUBEACH;CINQ_ANS_ET_PLUS;BIANCU BEACH;CINQ_ANS_ET_PLUS;2;0;1;3.5;0.0;50.0
BIANKAHEART;GAZON;BIANKA HEART;GAZON;1;0;0;8.0;0.0;0.0
BIBBIENA;GAZON;BIBBIENA;GAZON;1;0;0;6.0;0.0;0.0
BIBBIENA;HERBE;BIBBIENA;HERBE;1;0;0;5.0;0.0;0.0
BIBENDUM;GAZON;BIBENDUM;GAZON;1;0;0;5.0;0.0;0.0
BIBIDAHL;HERBE;BIBI DAHL;HERBE;1;0;0;0.0;0.0;0.0
BIBIDETTA;TROIS_ANS;BIBIDETTA;TROIS_ANS;1;0;0;6.0;0.0;0.0
BIBIDUMOULIN;HERBE;BIBI DU MOULIN;HERBE;3;0;0;13.0;0.0;0.0
BIBLICALJUSTICE;GAZON;BIBLICAL JUSTICE;GAZON;1;0;0;8.0;0.0;0.0
BIBOISY;HERBE;BI BOISY;HERBE;3;0;0;9.333333333333334;0.0;0.0
BICHITADELUZ;QUATRE_ANS_ET_PLUS;BICHITA DE LUZ;QUATRE_ANS_ET_PLUS;3;0;1;4.0;0.0;33.3
BICHITADELUZ;TROIS_ANS_ET_PLUS;BICHITA DE LUZ;TROIS_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
BICHOKO;HERBE;BICHOKO;HERBE;2;0;0;8.5;0.0;0.0
BICHOTA;HERBE;BICHOTA;HERBE;3;0;0;8.666666666666666;0.0;0.0
BICHOTA;TROIS_ANS_ET_PLUS;BICHOTA;TROIS_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
BIDEEW;GAZON;BIDEEW;GAZON;1;0;0;10.0;0.0;0.0
BIDFORCHESTER;HERBE;BID FOR CHESTER;HERBE;5;0;0;9.0;0.0;0.0
BIENARRIBA;GAZON;BIEN ARRIBA;GAZON;2;0;0;8.0;0.0;0.0
BIENCLARO;GAZON;BIEN CLARO;GAZON;2;0;0;2.0;0.0;0.0
