Cheval_clean;Terrain_clean;Cheval;Terrain;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
INISHFALLEN;HERBE;INISHFALLEN;HERBE;1;0;0;11.0;0.0;0.0
INISMOR;HERBE;INIS MOR;HERBE;2;0;2;2.5;0.0;100.0
INISMOR;TROIS_ANS;INIS MOR;TROIS_ANS;1;0;0;12.0;0.0;0.0
INITIALBLUE;GAZON;INITIAL BLUE;GAZON;1;1;1;1.0;100.0;100.0
INITIALBLUE;HERBE;INITIAL BLUE;HERBE;1;0;0;7.0;0.0;0.0
INJAZATI;HERBE;INJAZATI;HERBE;1;0;0;9.0;0.0;0.0
INJU;GAZON;INJU;GAZON;2;1;1;3.0;50.0;50.0
INJU;HERBE;INJU;HERBE;4;0;1;4.75;0.0;25.0
INKBOMB;GAZON;INK BOMB;GAZON;1;0;1;2.0;0.0;100.0
INKBOMB;TROIS_ANS;INK BOMB;TROIS_ANS;1;0;0;5.0;0.0;0.0
INKIOSTRO;HERBE;INKIOSTRO;HERBE;4;1;1;2.25;25.0;25.0
INMATE;GAZON;INMATE;GAZON;6;0;1;7.333333333333333;0.0;16.7
INMATE;HERBE;INMATE;HERBE;4;1;1;4.75;25.0;25.0
INMATERIAL;GAZON;INMATERIAL;GAZON;1;0;1;2.0;0.0;100.0
INMATERIAL;QUATRE_ANS;INMATERIAL;QUATRE_ANS;1;0;0;9.0;0.0;0.0
INMYTEENS;HERBE;IN MY TEENS;HERBE;1;1;1;1.0;100.0;100.0
INNERCITYBLUES;HERBE;INNER CITY BLUES;HERBE;1;1;1;1.0;100.0;100.0
INNERWISDOM;GAZON;INNER WISDOM;GAZON;1;0;0;4.0;0.0;0.0
INNOCENTURY;HERBE;INNO CENTURY;HERBE;1;0;0;12.0;0.0;0.0
INNORA;HERBE;INNORA;HERBE;1;0;0;4.0;0.0;0.0
INNORA;QUATRE_ANS_ET_PLUS;INNORA;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
INNOSUPER;HERBE;INNO SUPER;HERBE;3;1;2;3.6666666666666665;33.3;66.7
INOCENTECOLECTIVO;TROIS_ANS;INOCENTE COLECTIVO;TROIS_ANS;1;0;0;6.0;0.0;0.0
INONIT;GAZON;INONIT;GAZON;1;0;1;2.0;0.0;100.0
INOURTIME;HERBE;IN OUR TIME;HERBE;2;0;1;4.0;0.0;50.0
INPARADISE;GAZON;IN PARADISE;GAZON;5;0;1;6.4;0.0;20.0
INPARADISE;HERBE;IN PARADISE;HERBE;2;0;0;9.0;0.0;0.0
INQUEBRANTABLE;CINQ_ANS_ET_PLUS;INQUEBRANTABLE;CINQ_ANS_ET_PLUS;2;0;0;6.5;0.0;0.0
INRAINBOWS;GAZON;IN RAINBOWS;GAZON;1;0;0;7.0;0.0;0.0
INSA'AF;HERBE;INSA'AF;HERBE;1;0;0;11.0;0.0;0.0
INSAFDAHOR;GAZON;INSAF DAHOR;GAZON;1;0;0;10.0;0.0;0.0
INSANITY;TROIS_ANS_ET_PLUS;INSANITY;TROIS_ANS_ET_PLUS;1;0;0;13.0;0.0;0.0
INSIDEDANCER;CINQ_ANS_ET_PLUS;INSIDE DANCER;CINQ_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
INSIDEDANCER;GAZON;INSIDE DANCER;GAZON;2;0;0;4.5;0.0;0.0
INSIDEDANCER;SIX_ANS_ET_PLUS;INSIDE DANCER;SIX_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
INSIDEDEEP;CINQ_ANS_ET_PLUS;INSIDE DEEP;CINQ_ANS_ET_PLUS;3;1;1;5.333333333333333;33.3;33.3
INSIDEMATTERS;GAZON;INSIDE MATTERS;GAZON;4;0;0;8.0;0.0;0.0
INSIDEMATTERS;HERBE;INSIDE MATTERS;HERBE;5;0;0;11.4;0.0;0.0
INSIDESTORY;GAZON;INSIDE STORY;GAZON;1;0;0;5.0;0.0;0.0
INSIDIA;HERBE;INSIDIA;HERBE;3;0;0;6.666666666666667;0.0;0.0
INSISTENTEMENTE;GAZON;INSISTENTEMENTE;GAZON;1;1;1;1.0;100.0;100.0
INSISTENTEMENTE;QUATRE_ANS_ET_PLUS;INSISTENTEMENTE;QUATRE_ANS_ET_PLUS;1;0;0;8.0;0.0;0.0
INSOLENTA;GAZON;INSOLENTA;GAZON;1;0;0;4.0;0.0;0.0
INSPEIGHTOFCHARLIE;GAZON;INSPEIGHTOFCHARLIE;GAZON;1;0;1;3.0;0.0;100.0
INSPEIGHTOFCHARLIE;HERBE;INSPEIGHTOFCHARLIE;HERBE;1;1;1;1.0;100.0;100.0
INSPIRADO;GAZON;INSPIRADO;GAZON;1;0;0;10.0;0.0;0.0
INSPIREDIDEA;GAZON;INSPIRED IDEA;GAZON;1;0;0;9.0;0.0;0.0
INSPIREDIDEA;HERBE;INSPIRED IDEA;HERBE;2;0;0;12.0;0.0;0.0
INSPIREDKISS;HERBE;INSPIRED KISS;HERBE;1;0;0;8.0;0.0;0.0
INSRIRFAL;GAZON;INSRIR FAL;GAZON;1;1;1;1.0;100.0;100.0
INSRIRFAL;TROIS_ANS;INSRIR FAL;TROIS_ANS;1;0;1;2.0;0.0;100.0
INSTANTBOND;GAZON;INSTANT BOND;GAZON;2;0;2;3.0;0.0;100.0
INSTANTBOND;QUATRE_ANS_ET_PLUS;INSTANT BOND;QUATRE_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
INSTANTFRAGILE;HERBE;INSTANT FRAGILE;HERBE;2;0;1;5.5;0.0;50.0
INSTRUCTIVO;QUATRE_ANS_ET_PLUS;INSTRUCTIVO;QUATRE_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
INSTRUCTIVO;TROIS_ANS_ET_PLUS;INSTRUCTIVO;TROIS_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
INSTRUIT;GAZON;INSTRUIT;GAZON;2;0;0;11.5;0.0;0.0
INSTRUIT;HERBE;INSTRUIT;HERBE;4;0;2;4.5;0.0;50.0
INSUPERABLEG;DEUX_ANS;INSUPERABLE G;DEUX_ANS;1;0;0;8.0;0.0;0.0
INSUPERABLEG;GAZON;INSUPERABLE G;GAZON;2;0;0;2.5;0.0;0.0
INTEGRATION;HERBE;INTEGRATION;HERBE;1;0;0;5.0;0.0;0.0
INTEGRITY;HERBE;INTEGRITY;HERBE;1;0;0;5.0;0.0;0.0
INTEGROUS;GAZON;INTEGROUS;GAZON;1;0;0;0.0;0.0;0.0
INTEGROUS;QUATRE_ANS;INTEGROUS;QUATRE_ANS;1;0;0;0.0;0.0;0.0
INTELLECT;HERBE;INTELLECT;HERBE;2;0;1;3.0;0.0;50.0
INTELLITA;GAZON;INTELLITA;GAZON;3;2;2;0.6666666666666666;66.7;66.7
INTENSEVISION;HERBE;INTENSE VISION;HERBE;1;0;0;0.0;0.0;0.0
INTENTIONBORGET;GAZON;INTENTION BORGET;GAZON;3;0;0;7.666666666666667;0.0;0.0
INTENTIONBORGET;HERBE;INTENTION BORGET;HERBE;5;1;2;1.8;20.0;40.0
INTERACTIV;HERBE;INTERACTIV;HERBE;4;0;2;7.0;0.0;50.0
INTERAGAIN;SIX_ANS_ET_PLUS;INTER AGAIN;SIX_ANS_ET_PLUS;1;0;0;4.0;0.0;0.0
INTERBOMBAZA;HERBE;INTER BOMBAZA;HERBE;1;0;0;9.0;0.0;0.0
INTERCEPTION;HERBE;INTERCEPTION;HERBE;1;0;0;11.0;0.0;0.0
INTERCOQUETA;DEUX_ANS;INTERCOQUETA;DEUX_ANS;4;0;2;2.25;0.0;50.0
INTERCOQUETA;GAZON;INTERCOQUETA;GAZON;1;0;0;5.0;0.0;0.0
INTERCOQUETA;TROIS_ANS;INTERCOQUETA;TROIS_ANS;1;0;0;4.0;0.0;0.0
INTERDELFINA;SIX_ANS_ET_PLUS;INTER DELFINA;SIX_ANS_ET_PLUS;1;0;0;4.0;0.0;0.0
INTERHAPPY;TROIS_ANS;INTER HAPPY;TROIS_ANS;1;0;1;3.0;0.0;100.0
INTERIORISTA;QUATRE_ANS;INTERIORISTA;QUATRE_ANS;1;0;0;6.0;0.0;0.0
INTERIORISTA;QUATRE_ANS_ET_PLUS;INTERIORISTA;QUATRE_ANS_ET_PLUS;1;0;0;12.0;0.0;0.0
INTERMIAMI;TROIS_ANS;INTER MIAMI;TROIS_ANS;1;0;0;9.0;0.0;0.0
INTERNALCAPITAL;GAZON;INTERNAL CAPITAL;GAZON;1;0;1;3.0;0.0;100.0
INTERNATIONALLOOK;HERBE;INTERNATIONAL LOOK;HERBE;1;0;0;16.0;0.0;0.0
INTERNATIONALLOOK;QUATRE_ANS_ET_PLUS;INTERNATIONAL LOOK;QUATRE_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
INTERNATIONALLOOK;TROIS_ANS_ET_PLUS;INTERNATIONAL LOOK;TROIS_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
INTERNATIONALSTAR;TROIS_ANS;INTERNATIONAL STAR;TROIS_ANS;1;0;1;2.0;0.0;100.0
INTERPOL;GAZON;INTER POL;GAZON;5;0;0;8.4;0.0;0.0
INTERPOL;HERBE;INTER POL;HERBE;1;0;1;2.0;0.0;100.0
INTERROSSO;CINQ_ANS_ET_PLUS;INTER ROSSO;CINQ_ANS_ET_PLUS;3;0;1;3.3333333333333335;0.0;33.3
INTERSALVAJE;CINQ_SIX_ANS;INTER SALVAJE;CINQ_SIX_ANS;1;0;0;7.0;0.0;0.0
INTERSTELLA;GAZON;INTERSTELLA;GAZON;3;1;2;2.6666666666666665;33.3;66.7
INTERSTELLA;HERBE;INTERSTELLA;HERBE;4;0;0;7.75;0.0;0.0
INTERTIME;DIRT;INTER TIME;DIRT;1;0;0;4.0;0.0;0.0
INTERTIME;QUATRE_ANS_ET_PLUS;INTER TIME;QUATRE_ANS_ET_PLUS;2;0;0;8.0;0.0;0.0
INTERVENTION;GAZON;INTERVENTION;GAZON;2;0;1;5.0;0.0;50.0
INTERVICTORIOSO;CINQ_ANS_ET_PLUS;INTER VICTORIOSO;CINQ_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
INTERWATCH;CINQ_ANS_ET_PLUS;INTER WATCH;CINQ_ANS_ET_PLUS;2;0;1;3.0;0.0;50.0
INTHEARMYNOW;GAZON;IN THE ARMY NOW;GAZON;3;1;2;3.3333333333333335;33.3;66.7
INTHEARMYNOW;HERBE;IN THE ARMY NOW;HERBE;5;2;2;4.4;40.0;40.0
INTHEGLORY;GAZON;IN THE GLORY;GAZON;1;0;1;3.0;0.0;100.0
INTHEGLORY;TROIS_ANS;IN THE GLORY;TROIS_ANS;2;0;0;4.0;0.0;0.0
INTHEISLAND;HERBE;IN THE ISLAND;HERBE;1;0;1;3.0;0.0;100.0
INTHEPOST;HERBE;IN THE POST;HERBE;1;0;0;8.0;0.0;0.0
INTHEQUEUE;GAZON;IN THE QUEUE;GAZON;1;0;0;5.0;0.0;0.0
INTHESTARS;HERBE;IN THE STARS;HERBE;1;0;0;4.0;0.0;0.0
INTILLANO;GAZON;INTILLANO;GAZON;1;0;1;2.0;0.0;100.0
INTILLANO;TROIS_ANS;INTILLANO;TROIS_ANS;2;1;2;1.5;50.0;100.0
INTIMING;GAZON;IN TIMING;GAZON;2;0;1;4.5;0.0;50.0
INTIMING;HERBE;IN TIMING;HERBE;1;0;1;3.0;0.0;100.0
INTOIT;HERBE;INTO IT;HERBE;1;0;0;0.0;0.0;0.0
INTOTHELIGHT;HERBE;INTO THE LIGHT;HERBE;2;0;1;6.5;0.0;50.0
INTOTHESKY;HERBE;INTO THE SKY;HERBE;1;0;0;14.0;0.0;0.0
INTOTHESKY;TROIS_ANS;INTO THE SKY;TROIS_ANS;1;0;0;4.0;0.0;0.0
INTOTHEUNKNOWN;GAZON;INTO THE UNKNOWN;GAZON;1;0;1;2.0;0.0;100.0
INTOTHEWILDERNESS;GAZON;INTOTHEWILDERNESS;GAZON;1;0;1;3.0;0.0;100.0
INTOTHEWILDERNESS;HERBE;INTOTHEWILDERNESS;HERBE;1;0;0;9.0;0.0;0.0
INTOWELLS;CINQ_ANS_ET_PLUS;INTO WELLS;CINQ_ANS_ET_PLUS;1;0;0;8.0;0.0;0.0
INTRASOUND;QUATRE_ANS;INTRA SOUND;QUATRE_ANS;1;0;0;7.0;0.0;0.0
INTREPIDO;GAZON;INTREPIDO;GAZON;1;0;0;0.0;0.0;0.0
INTRICATESPIRIT;GAZON;INTRICATE SPIRIT;GAZON;1;0;1;3.0;0.0;100.0
INTRIGUING;HERBE;INTRIGUING;HERBE;5;0;0;5.0;0.0;0.0
INTRUSION;TROIS_ANS;INTRUSION;TROIS_ANS;2;0;0;2.0;0.0;0.0
INTRUSIVELY;HERBE;INTRUSIVELY;HERBE;1;0;0;15.0;0.0;0.0
INTUITION;GAZON;INTUITION;GAZON;9;1;1;7.111111111111111;11.1;11.1
INTUITION;HERBE;INTUITION;HERBE;2;0;0;14.0;0.0;0.0
INVALECIO;TROIS_ANS;INVA LECIO;TROIS_ANS;1;0;0;14.0;0.0;0.0
INVENTER;GAZON;INVENTER;GAZON;1;0;0;5.0;0.0;0.0
INVENTER;HERBE;INVENTER;HERBE;4;0;2;5.75;0.0;50.0
INVICTUS;HERBE;INVICTUS;HERBE;1;0;0;4.0;0.0;0.0
INVICTUS;TROIS_ANS_ET_PLUS;INVICTUS;TROIS_ANS_ET_PLUS;2;0;1;3.5;0.0;50.0
INVICTUSDRAGON;TROIS_ANS_ET_PLUS;INVICTUS DRAGON;TROIS_ANS_ET_PLUS;2;1;1;5.0;50.0;50.0
INVICTUSGOLD;HERBE;INVICTUS GOLD;HERBE;1;0;1;2.0;0.0;100.0
INVINCIBLEIBIS;QUATRE_ANS;INVINCIBLE IBIS;QUATRE_ANS;4;2;3;2.5;50.0;75.0
INVINCIBLEIBIS;TROIS_ANS_ET_PLUS;INVINCIBLE IBIS;TROIS_ANS_ET_PLUS;1;0;0;4.0;0.0;0.0
INVINCIBLEIRISH;DEUX_ANS;INVINCIBLE IRISH;DEUX_ANS;1;0;0;11.0;0.0;0.0
INVINCIBLEISAAC;HERBE;INVINCIBLE ISAAC;HERBE;1;0;0;10.0;0.0;0.0
INVINCIBLEMELODY;GAZON;INVINCIBLE MELODY;GAZON;1;0;1;2.0;0.0;100.0
INVINCIBLEROYALE;QUATRE_ANS_ET_PLUS;INVINCIBLE ROYALE;QUATRE_ANS_ET_PLUS;5;1;3;3.4;20.0;60.0
INVINCIBLEROYALE;TROIS_ANS_ET_PLUS;INVINCIBLE ROYALE;TROIS_ANS_ET_PLUS;3;0;0;4.333333333333333;0.0;0.0
INVINCIBLESAGE;HERBE;INVINCIBLE SAGE;HERBE;1;0;0;8.0;0.0;0.0
INVINCIBLESAGE;TROIS_ANS_ET_PLUS;INVINCIBLE SAGE;TROIS_ANS_ET_PLUS;2;0;1;7.5;0.0;50.0
INVINCIBLESHIELD;HERBE;INVINCIBLE SHIELD;HERBE;1;0;0;5.0;0.0;0.0
INVINCIBLESHIELD;TROIS_ANS_ET_PLUS;INVINCIBLE SHIELD;TROIS_ANS_ET_PLUS;4;0;2;4.5;0.0;50.0
INVINCIBLESPEED;GAZON;INVINCIBLE SPEED;GAZON;3;0;0;2.6666666666666665;0.0;0.0
INVINCIBLESTARR;HERBE;INVINCIBLE STARR;HERBE;3;0;0;9.666666666666666;0.0;0.0
INVINCIBLESTORM;GAZON;INVINCIBLE STORM;GAZON;1;0;0;7.0;0.0;0.0
INVINCIBLETHIEF;TROIS_ANS_ET_PLUS;INVINCIBLE THIEF;TROIS_ANS_ET_PLUS;1;0;0;12.0;0.0;0.0
INVINOVERITAS;HERBE;INVINO VERITAS;HERBE;1;0;0;7.0;0.0;0.0
INVISIBLEFIGHTER;GAZON;INVISIBLE FIGHTER;GAZON;2;0;0;8.5;0.0;0.0
INVISIBLERYE;GAZON;INVISIBLE RYE;GAZON;1;0;0;11.0;0.0;0.0
INVITALA;QUATRE_ANS;INVITALA;QUATRE_ANS;1;0;0;0.0;0.0;0.0
INVITED;GAZON;INVITED;GAZON;1;0;0;5.0;0.0;0.0
INVOCACION;DIRT;INVOCACION;DIRT;1;0;1;3.0;0.0;100.0
INVOCACION;HERBE;INVOCACION;HERBE;2;1;1;5.5;50.0;50.0
INVOCACION;TROIS_ANS_ET_PLUS;INVOCACION;TROIS_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
INVOLVEMENT;HERBE;INVOLVEMENT;HERBE;3;1;2;5.0;33.3;66.7
INZAIRE;HERBE;INZAIRE;HERBE;4;0;0;6.0;0.0;0.0
IPANEMABEACH;GAZON;IPANEMA BEACH;GAZON;1;0;0;6.0;0.0;0.0
IPANEMAQUEEN;HERBE;IPANEMA QUEEN;HERBE;1;0;0;8.0;0.0;0.0
IPANEMAQUEEN;TROIS_ANS;IPANEMA QUEEN;TROIS_ANS;1;0;0;6.0;0.0;0.0
IPSOFACTO;GAZON;IPSO FACTO;GAZON;3;0;1;6.0;0.0;33.3
IPSOFACTO;HERBE;IPSO FACTO;HERBE;6;1;3;4.5;16.7;50.0
IRADIE;HERBE;IRADIE;HERBE;1;0;0;12.0;0.0;0.0
IRAM;HERBE;IRAM;HERBE;1;0;1;2.0;0.0;100.0
IRBIS;GAZON;IRBIS;GAZON;2;0;0;10.0;0.0;0.0
IRBIS;HERBE;IRBIS;HERBE;8;2;3;4.875;25.0;37.5
IREADY;DEUX_ANS;I READY;DEUX_ANS;1;1;1;1.0;100.0;100.0
IRELANDALEXANDER;HERBE;IRELAND ALEXANDER;HERBE;1;0;1;2.0;0.0;100.0
IRELANDALEXANDER;QUATRE_ANS_ET_PLUS;IRELAND ALEXANDER;QUATRE_ANS_ET_PLUS;3;1;2;2.6666666666666665;33.3;66.7
IRELANDALEXANDER;TROIS_ANS_ET_PLUS;IRELAND ALEXANDER;TROIS_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
IRELIA;GAZON;IRELIA;GAZON;1;0;0;6.0;0.0;0.0
IRELIA;HERBE;IRELIA;HERBE;3;0;0;10.666666666666666;0.0;0.0
IRIACHOPE;GAZON;IRIA CHOPE;GAZON;4;0;1;5.5;0.0;25.0
IRIACHOPE;HERBE;IRIA CHOPE;HERBE;1;0;0;11.0;0.0;0.0
IRIDIA;GAZON;IRIDIA;GAZON;2;0;0;7.0;0.0;0.0
IRIDIA;HERBE;IRIDIA;HERBE;7;0;1;5.857142857142857;0.0;14.3
IRION;GAZON;IRION;GAZON;1;0;0;7.0;0.0;0.0
IRION;QUATRE_ANS;IRION;QUATRE_ANS;1;0;0;4.0;0.0;0.0
IRISHBAND;TROIS_ANS_ET_PLUS;IRISH BAND;TROIS_ANS_ET_PLUS;2;0;0;8.0;0.0;0.0
IRISHFIGHTER;HERBE;IRISH FIGHTER;HERBE;3;0;0;6.0;0.0;0.0
IRISHFLAG;TROIS_ANS;IRISH FLAG;TROIS_ANS;2;0;0;2.0;0.0;0.0
IRISHGOODBYE;GAZON;IRISH GOODBYE;GAZON;1;0;1;3.0;0.0;100.0
IRISHJIG;GAZON;IRISH JIG;GAZON;1;0;0;5.0;0.0;0.0
IRISHKAMAYA;GAZON;IRISHKAMAYA;GAZON;4;0;1;5.75;0.0;25.0
IRISHKAMAYA;HERBE;IRISHKAMAYA;HERBE;3;0;0;5.333333333333333;0.0;0.0
IRISHMOJO;HERBE;IRISH MOJO;HERBE;1;0;0;11.0;0.0;0.0
IRISHNECTAR;GAZON;IRISH NECTAR;GAZON;1;0;0;4.0;0.0;0.0
IRISHQUEEN;GAZON;IRISH QUEEN;GAZON;2;0;0;9.5;0.0;0.0
IRISHROCKSTAR;DEUX_ANS_ET_PLUS;IRISH ROCKSTAR;DEUX_ANS_ET_PLUS;1;0;1;2.0;0.0;100.0
IRLANDESADORADA;DEUX_ANS_ET_PLUS;IRLANDESA DORADA;DEUX_ANS_ET_PLUS;1;0;0;10.0;0.0;0.0
IRLANDESADORADA;GAZON;IRLANDESA DORADA;GAZON;1;0;0;10.0;0.0;0.0
IRONARROW;GAZON;IRON ARROW;GAZON;1;0;0;12.0;0.0;0.0
IRONBOY;CINQ_ANS_ET_PLUS;IRON BOY;CINQ_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
IRONBOY;CINQ_SIX_ANS;IRON BOY;CINQ_SIX_ANS;2;0;2;2.5;0.0;100.0
IRONFAL;GAZON;IRON FAL;GAZON;2;0;0;0.0;0.0;0.0
IRONFAL;QUATRE_ANS_ET_PLUS;IRON FAL;QUATRE_ANS_ET_PLUS;1;0;1;3.0;0.0;100.0
IRONHAND;HERBE;IRON HAND;HERBE;1;0;0;7.0;0.0;0.0
IRONHONOR;GAZON;IRON HONOR;GAZON;3;1;2;3.3333333333333335;33.3;66.7
IRONIA;GAZON;IRONIA;GAZON;1;0;0;7.0;0.0;0.0
IRONIKA;TROIS_ANS;IRONIKA;TROIS_ANS;1;0;0;6.0;0.0;0.0
IRONJONES;GAZON;IRON JONES;GAZON;1;0;0;10.0;0.0;0.0
IRONLADY;DEUX_ANS;IRON LADY;DEUX_ANS;2;0;0;8.5;0.0;0.0
IRONLADY;GAZON;IRON LADY;GAZON;1;0;0;14.0;0.0;0.0
IRONLEGION;HERBE;IRON LEGION;HERBE;2;0;1;5.5;0.0;50.0
IRONLILY;HERBE;IRON LILY;HERBE;1;0;0;5.0;0.0;0.0
IRONMAX;GAZON;IRON MAX;GAZON;1;0;0;0.0;0.0;0.0
IRONMAX;HERBE;IRON MAX;HERBE;1;0;1;2.0;0.0;100.0
IRONPALACE;HERBE;IRON PALACE;HERBE;1;1;1;1.0;100.0;100.0
IRONSECURITY;HERBE;IRON SECURITY;HERBE;4;0;0;7.0;0.0;0.0
IRONSECURITY;TROIS_ANS_ET_PLUS;IRON SECURITY;TROIS_ANS_ET_PLUS;2;0;0;10.5;0.0;0.0
IRONSIDE;HERBE;IRONSIDE;HERBE;1;0;0;10.0;0.0;0.0
IRONSIDES;GAZON;IRONSIDES;GAZON;1;0;0;5.0;0.0;0.0
IRONSIDES;HERBE;IRONSIDES;HERBE;2;0;1;1.0;0.0;50.0
IRONSTAR;GAZON;IRON STAR;GAZON;6;2;5;2.1666666666666665;33.3;83.3
IRONTRIUMPH;HERBE;IRON TRIUMPH;HERBE;4;0;0;10.5;0.0;0.0
IRONWOMAN;HERBE;IRONWOMAN;HERBE;1;0;0;12.0;0.0;0.0
IRONWOMAN;TROIS_ANS_ET_PLUS;IRONWOMAN;TROIS_ANS_ET_PLUS;1;0;1;3.0;0.0;100.0
IRONWOOD;GAZON;IRONWOOD;GAZON;1;0;0;8.0;0.0;0.0
IRONWOOD;HERBE;IRONWOOD;HERBE;1;0;0;8.0;0.0;0.0
IRRESISTIBLE;GAZON;IRRESISTIBLE;GAZON;1;0;0;5.0;0.0;0.0
IRRESITIBLEMENT;HERBE;IRRESITIBLEMENT;HERBE;5;0;2;4.2;0.0;40.0
IRTYCH;GAZON;IRTYCH;GAZON;4;0;1;7.75;0.0;25.0
IRTYCH;HERBE;IRTYCH;HERBE;4;0;2;5.5;0.0;50.0
IRY;GAZON;IRY;GAZON;2;0;0;7.0;0.0;0.0
ISAACNEWTON;HERBE;ISAAC NEWTON;HERBE;1;0;0;6.0;0.0;0.0
ISALEGS;GAZON;ISA LEGS;GAZON;1;0;0;5.0;0.0;0.0
ISCHGL;HERBE;ISCHGL;HERBE;1;0;0;17.0;0.0;0.0
ISCREAMFORICECREAM;GAZON;ISCREAMFORICECREAM;GAZON;3;0;0;6.666666666666667;0.0;0.0
ISCREAMFORICECREAM;HERBE;ISCREAMFORICECREAM;HERBE;1;0;0;11.0;0.0;0.0
ISEULT;HERBE;ISEULT;HERBE;4;0;0;10.5;0.0;0.0
ISFANA;TROIS_ANS;ISFANA;TROIS_ANS;1;0;0;5.0;0.0;0.0
ISFAND;HERBE;ISFAND;HERBE;1;0;0;11.0;0.0;0.0
ISHAQMADISON;GAZON;ISHAQ MADISON;GAZON;1;0;0;0.0;0.0;0.0
ISHTIAH;GAZON;ISHTIAH;GAZON;1;0;0;4.0;0.0;0.0
ISHTIAH;HERBE;ISHTIAH;HERBE;1;0;0;7.0;0.0;0.0
ISIDORA;HERBE;ISI DORA;HERBE;2;0;1;4.0;0.0;50.0
ISIDRO;GAZON;ISIDRO;GAZON;1;0;0;8.0;0.0;0.0
ISIVUNGUVUNGU;HERBE;ISIVUNGUVUNGU;HERBE;1;0;0;0.0;0.0;0.0
ISKENDER;CINQ_ANS_ET_PLUS;ISKENDER;CINQ_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
ISKENDER;GAZON;ISKENDER;GAZON;1;0;1;2.0;0.0;100.0
ISKENDER;QUATRE_ANS;ISKENDER;QUATRE_ANS;2;1;2;1.5;50.0;100.0
ISLABELLA;GAZON;ISLA BELLA;GAZON;1;0;0;9.0;0.0;0.0
ISLAGRANDE;GAZON;ISLA GRANDE;GAZON;1;0;0;7.0;0.0;0.0
ISLANAVARINO;DEUX_ANS;ISLA NAVARINO;DEUX_ANS;1;0;0;9.0;0.0;0.0
ISLANAVARINO;GAZON;ISLA NAVARINO;GAZON;6;0;1;4.833333333333333;0.0;16.7
ISLANDBARBIE;GAZON;ISLAND BARBIE;GAZON;1;0;1;3.0;0.0;100.0
ISLANDBEAR;GAZON;ISLAND BEAR;GAZON;1;0;0;7.0;0.0;0.0
ISLANDBREEZES;GAZON;ISLAND BREEZES;GAZON;1;0;0;9.0;0.0;0.0
ISLANDBREEZES;HERBE;ISLAND BREEZES;HERBE;5;0;1;5.2;0.0;20.0
ISLANDBREEZES;TROIS_ANS_ET_PLUS;ISLAND BREEZES;TROIS_ANS_ET_PLUS;1;0;0;12.0;0.0;0.0
ISLANDCHARM;GAZON;ISLAND CHARM;GAZON;2;1;2;1.5;50.0;100.0
ISLANDCHARM;HERBE;ISLAND CHARM;HERBE;1;0;1;3.0;0.0;100.0
ISLANDGOLDEN;HERBE;ISLAND GOLDEN;HERBE;1;0;0;6.0;0.0;0.0
ISLANDHERO;GAZON;ISLAND HERO;GAZON;1;0;0;0.0;0.0;0.0
ISLANDMAGIC;TROIS_ANS;ISLAND MAGIC;TROIS_ANS;1;0;0;8.0;0.0;0.0
ISLANDORP;TROIS_ANS;ISLAND ORP;TROIS_ANS;2;0;2;2.5;0.0;100.0
ISLANDSUNRISE;GAZON;ISLAND SUNRISE;GAZON;1;0;0;12.0;0.0;0.0
ISLANDSUNRISE;HERBE;ISLAND SUNRISE;HERBE;1;0;0;11.0;0.0;0.0
ISLEOFCAPRI;HERBE;ISLE OF CAPRI;HERBE;1;0;0;6.0;0.0;0.0
ISLEOFFERNANDEZ;HERBE;ISLE OF FERNANDEZ;HERBE;2;0;1;5.5;0.0;50.0
ISLEOFLISMORE;QUATRE_ANS_ET_PLUS;ISLE OF LISMORE;QUATRE_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
ISLESDEBATZ;HERBE;ISLES DE BATZ;HERBE;1;0;0;9.0;0.0;0.0
ISMAELPAINT;HERBE;ISMAEL PAINT;HERBE;8;0;0;10.0;0.0;0.0
ISMAHANE;HERBE;ISMAHANE;HERBE;1;0;0;18.0;0.0;0.0
ISNEAUVILLE;GAZON;ISNEAUVILLE;GAZON;1;0;0;7.0;0.0;0.0
ISNEAUVILLE;HERBE;ISNEAUVILLE;HERBE;3;0;1;6.666666666666667;0.0;33.3
ISOLATION;TROIS_ANS_ET_PLUS;ISOLATION;TROIS_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
ISPAHAN;QUATRE_ANS_ET_PLUS;ISPAHAN;QUATRE_ANS_ET_PLUS;1;0;0;4.0;0.0;0.0
